Date, ZC025YR, ZC050YR, ZC075YR, ZC100YR, ZC125YR, ZC150YR, ZC175YR, ZC200YR, ZC225YR, ZC250YR, ZC275YR, ZC300YR, ZC325YR, ZC350YR, ZC375YR, ZC400YR, ZC425YR, ZC450YR, ZC475YR, ZC500YR, ZC525YR, ZC550YR, ZC575YR, ZC600YR, ZC625YR, ZC650YR, ZC675YR, ZC700YR, ZC725YR, ZC750YR, ZC775YR, ZC800YR, ZC825YR, ZC850YR, ZC875YR, ZC900YR, ZC925YR, ZC950YR, ZC975YR, ZC1000YR, ZC1025YR, ZC1050YR, ZC1075YR, ZC1100YR, ZC1125YR, ZC1150YR, ZC1175YR, ZC1200YR, ZC1225YR, ZC1250YR, ZC1275YR, ZC1300YR, ZC1325YR, ZC1350YR, ZC1375YR, ZC1400YR, ZC1425YR, ZC1450YR, ZC1475YR, ZC1500YR, ZC1525YR, ZC1550YR, ZC1575YR, ZC1600YR, ZC1625YR, ZC1650YR, ZC1675YR, ZC1700YR, ZC1725YR, ZC1750YR, ZC1775YR, ZC1800YR, ZC1825YR, ZC1850YR, ZC1875YR, ZC1900YR, ZC1925YR, ZC1950YR, ZC1975YR, ZC2000YR, ZC2025YR, ZC2050YR, ZC2075YR, ZC2100YR, ZC2125YR, ZC2150YR, ZC2175YR, ZC2200YR, ZC2225YR, ZC2250YR, ZC2275YR, ZC2300YR, ZC2325YR, ZC2350YR, ZC2375YR, ZC2400YR, ZC2425YR, ZC2450YR, ZC2475YR, ZC2500YR, ZC2525YR, ZC2550YR, ZC2575YR, ZC2600YR, ZC2625YR, ZC2650YR, ZC2675YR, ZC2700YR, ZC2725YR, ZC2750YR, ZC2775YR, ZC2800YR, ZC2825YR, ZC2850YR, ZC2875YR, ZC2900YR, ZC2925YR, ZC2950YR, ZC2975YR, ZC3000YR, 
2015-03-26,0.0056428,0.0060169,0.0060719,0.0061269,0.0058721,0.0056646,0.0055521,0.0055275,0.0055785,0.0056923,0.0058571,0.0060625,0.0063,0.0065623,0.0068437,0.0071396,0.0074461,0.0077606,0.0080806,0.0084045,0.0087309,0.0090588,0.0093874,0.0097162,0.0100447,0.0103724,0.0106992,0.0110248,0.0113488,0.0116712,0.0119917,0.0123101,0.0126262,0.0129396,0.0132503,0.0135579,0.0138622,0.0141628,0.0144597,0.0147524,0.0150407,0.0153244,0.0156032,0.0158768,0.016145,0.0164076,0.0166644,0.0169152,0.0171597,0.0173978,0.0176295,0.0178544,0.0180726,0.0182839,0.0184883,0.0186857,0.018876,0.0190593,0.0192355,0.0194046,0.0195667,0.0197219,0.0198701,0.0200114,0.020146,0.0202739,0.0203952,0.0205101,0.0206186,0.0207209,0.0208172,0.0209076,0.0209922,0.0210712,0.0211448,0.0212131,0.0212763,0.0213346,0.0213881,0.021437,0.0214816,0.0215219,0.0215581,0.0215904,0.021619,0.021644,0.0216656,0.0216839,0.0216992,0.0217115,0.0217211,0.021728,0.0217324,0.0217344,0.0217342,0.0217319,0.0217277,0.0217215,0.0217137,0.0217042,0.0216932,0.0216808,0.0216671,0.0216521,0.0216361,0.021619,0.0216009,0.021582,0.0215622,0.0215418,0.0215207,0.021499,0.0214768,0.0214541,0.021431,0.0214075,0.0213838,0.0213598,0.0213356,0.0213112, 
2015-03-27,0.0055294,0.0057253,0.0058302,0.005935,0.0054084,0.0051554,0.0050069,0.0049533,0.0049809,0.0050754,0.0052244,0.0054168,0.0056435,0.005897,0.0061712,0.0064613,0.0067635,0.0070747,0.0073925,0.0077152,0.0080412,0.0083696,0.0086994,0.0090299,0.0093607,0.0096913,0.0100212,0.0103502,0.0106781,0.0110043,0.0113288,0.0116512,0.0119713,0.0122887,0.0126032,0.0129145,0.0132222,0.0135262,0.0138261,0.0141216,0.0144125,0.0146985,0.0149793,0.0152547,0.0155244,0.0157883,0.0160461,0.0162977,0.0165428,0.0167815,0.0170134,0.0172385,0.0174568,0.0176682,0.0178725,0.0180698,0.0182601,0.0184433,0.0186194,0.0187886,0.0189509,0.0191062,0.0192547,0.0193965,0.0195316,0.0196603,0.0197825,0.0198984,0.0200081,0.0201118,0.0202096,0.0203017,0.0203882,0.0204693,0.0205451,0.0206158,0.0206815,0.0207424,0.0207987,0.0208506,0.0208981,0.0209415,0.0209809,0.0210164,0.0210483,0.0210766,0.0211016,0.0211233,0.0211419,0.0211576,0.0211704,0.0211806,0.0211882,0.0211934,0.0211963,0.021197,0.0211956,0.0211922,0.021187,0.0211801,0.0211715,0.0211613,0.0211497,0.0211367,0.0211224,0.0211069,0.0210903,0.0210727,0.0210541,0.0210346,0.0210143,0.0209932,0.0209714,0.020949,0.020926,0.0209025,0.0208786,0.0208542,0.0208295,0.0208045, 
2015-03-30,0.0054655,0.005618,0.0056723,0.0057267,0.0052436,0.0049821,0.0048274,0.0047698,0.0047952,0.0048897,0.0050408,0.0052373,0.00547,0.0057314,0.0060152,0.0063163,0.0066307,0.0069549,0.0072866,0.0076236,0.0079642,0.0083071,0.0086514,0.0089961,0.0093406,0.0096842,0.0100267,0.0103674,0.010706,0.0110423,0.0113759,0.0117064,0.0120336,0.0123573,0.0126771,0.0129928,0.0133041,0.0136108,0.0139126,0.0142093,0.0145007,0.0147865,0.0150665,0.0153405,0.0156084,0.01587,0.0161252,0.0163738,0.0166156,0.0168507,0.0170789,0.0173002,0.0175144,0.0177217,0.0179219,0.018115,0.0183012,0.0184803,0.0186525,0.0188178,0.0189762,0.019128,0.019273,0.0194115,0.0195435,0.0196692,0.0197886,0.019902,0.0200094,0.0201109,0.0202068,0.0202972,0.0203822,0.020462,0.0205366,0.0206064,0.0206714,0.0207318,0.0207877,0.0208394,0.0208868,0.0209303,0.02097,0.0210059,0.0210383,0.0210672,0.0210929,0.0211155,0.021135,0.0211517,0.0211656,0.0211769,0.0211857,0.0211921,0.0211963,0.0211983,0.0211982,0.0211962,0.0211923,0.0211867,0.0211795,0.0211707,0.0211604,0.0211487,0.0211357,0.0211215,0.0211062,0.0210897,0.0210723,0.0210539,0.0210347,0.0210147,0.0209939,0.0209725,0.0209504,0.0209278,0.0209047,0.0208811,0.0208571,0.0208328, 
2015-03-31,0.0054436,0.0057081,0.0057122,0.0057163,0.0052798,0.0049858,0.0048043,0.0047249,0.0047331,0.0048143,0.004955,0.0051438,0.0053711,0.0056288,0.0059104,0.0062107,0.0065252,0.0068508,0.0071845,0.0075243,0.0078683,0.0082152,0.0085639,0.0089134,0.0092629,0.0096119,0.0099597,0.0103059,0.01065,0.0109917,0.0113305,0.0116662,0.0119984,0.0123267,0.0126508,0.0129705,0.0132855,0.0135955,0.0139001,0.0141993,0.0144927,0.0147801,0.0150613,0.0153362,0.0156045,0.0158661,0.0161208,0.0163687,0.0166095,0.0168431,0.0170697,0.017289,0.017501,0.0177059,0.0179035,0.0180939,0.0182772,0.0184534,0.0186226,0.0187848,0.0189401,0.0190887,0.0192306,0.0193661,0.0194951,0.0196179,0.0197345,0.0198452,0.0199501,0.0200492,0.0201429,0.0202311,0.0203142,0.0203922,0.0204653,0.0205337,0.0205974,0.0206568,0.0207119,0.0207628,0.0208098,0.020853,0.0208924,0.0209284,0.0209609,0.0209902,0.0210163,0.0210394,0.0210597,0.0210772,0.021092,0.0211044,0.0211143,0.0211219,0.0211273,0.0211306,0.0211319,0.0211313,0.0211289,0.0211248,0.0211191,0.0211118,0.021103,0.0210928,0.0210814,0.0210686,0.0210548,0.0210398,0.0210238,0.0210068,0.0209889,0.0209701,0.0209506,0.0209303,0.0209094,0.0208879,0.0208657,0.0208431,0.02082,0.0207965, 
2015-04-01,0.0054208,0.0057195,0.005774,0.0058284,0.0052019,0.0049005,0.0047074,0.0046124,0.0046013,0.0046599,0.0047757,0.004938,0.0051378,0.0053676,0.0056215,0.0058947,0.0061833,0.0064842,0.0067949,0.0071134,0.0074382,0.0077678,0.0081012,0.0084375,0.0087758,0.0091155,0.0094558,0.0097963,0.0101364,0.0104754,0.0108131,0.0111488,0.0114821,0.0118125,0.0121396,0.012463,0.0127823,0.0130971,0.0134069,0.0137116,0.0140107,0.014304,0.0145911,0.0148718,0.0151459,0.0154133,0.0156736,0.0159268,0.0161727,0.0164113,0.0166424,0.016866,0.0170821,0.0172907,0.0174917,0.0176853,0.0178713,0.01805,0.0182214,0.0183856,0.0185426,0.0186927,0.0188358,0.0189722,0.0191021,0.0192254,0.0193425,0.0194535,0.0195585,0.0196577,0.0197512,0.0198393,0.0199221,0.0199998,0.0200725,0.0201404,0.0202037,0.0202626,0.0203172,0.0203677,0.0204142,0.0204568,0.0204958,0.0205313,0.0205634,0.0205923,0.0206181,0.0206409,0.0206608,0.020678,0.0206926,0.0207048,0.0207145,0.020722,0.0207273,0.0207305,0.0207318,0.0207312,0.0207288,0.0207247,0.020719,0.0207117,0.020703,0.0206929,0.0206816,0.0206689,0.0206551,0.0206403,0.0206243,0.0206075,0.0205897,0.020571,0.0205516,0.0205314,0.0205105,0.020489,0.0204669,0.0204443,0.0204212,0.0203977, 
2015-04-02,0.0054048,0.0057199,0.0057745,0.005829,0.0052127,0.0048978,0.0046964,0.0045972,0.0045854,0.004646,0.0047655,0.0049326,0.0051376,0.0053727,0.0056315,0.005909,0.006201,0.0065043,0.0068165,0.0071354,0.0074595,0.0077875,0.0081183,0.0084513,0.0087856,0.0091207,0.0094561,0.0097912,0.0101258,0.0104594,0.0107915,0.0111218,0.01145,0.0117757,0.0120984,0.0124179,0.0127337,0.0130457,0.0133533,0.0136563,0.0139543,0.0142472,0.0145346,0.0148162,0.0150918,0.0153612,0.0156241,0.0158805,0.0161301,0.0163728,0.0166086,0.0168372,0.0170587,0.0172729,0.0174799,0.0176796,0.0178721,0.0180573,0.0182353,0.0184062,0.01857,0.0187268,0.0188766,0.0190197,0.0191561,0.0192859,0.0194093,0.0195264,0.0196373,0.0197423,0.0198413,0.0199347,0.0200225,0.020105,0.0201823,0.0202545,0.0203218,0.0203844,0.0204424,0.0204961,0.0205455,0.0205909,0.0206323,0.0206699,0.020704,0.0207346,0.0207618,0.0207859,0.0208069,0.020825,0.0208403,0.020853,0.0208631,0.0208708,0.0208762,0.0208794,0.0208805,0.0208797,0.020877,0.0208725,0.0208663,0.0208586,0.0208493,0.0208386,0.0208266,0.0208134,0.0207989,0.0207834,0.0207668,0.0207492,0.0207308,0.0207115,0.0206914,0.0206707,0.0206493,0.0206272,0.0206047,0.0205816,0.0205581,0.0205343, 
2015-04-03, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, 
2015-04-06,0.005616,0.0058084,0.0058127,0.0058169,0.0052669,0.0049511,0.0047564,0.0046696,0.0046739,0.0047533,0.0048933,0.0050818,0.0053085,0.0055651,0.0058449,0.0061424,0.0064534,0.0067744,0.0071029,0.0074368,0.0077745,0.0081147,0.0084565,0.0087991,0.0091418,0.0094842,0.0098259,0.0101665,0.0105056,0.010843,0.0111784,0.0115114,0.0118418,0.0121693,0.0124936,0.0128144,0.0131315,0.0134444,0.013753,0.014057,0.0143561,0.0146499,0.0149384,0.0152211,0.015498,0.0157687,0.0160332,0.0162911,0.0165424,0.0167869,0.0170245,0.0172551,0.0174786,0.0176949,0.0179041,0.018106,0.0183007,0.0184881,0.0186683,0.0188414,0.0190073,0.0191662,0.0193182,0.0194632,0.0196015,0.0197331,0.0198582,0.0199769,0.0200893,0.0201956,0.0202959,0.0203903,0.0204791,0.0205624,0.0206403,0.020713,0.0207807,0.0208436,0.0209018,0.0209554,0.0210047,0.0210498,0.0210909,0.0211281,0.0211615,0.0211914,0.0212179,0.0212412,0.0212613,0.0212784,0.0212927,0.0213042,0.0213132,0.0213198,0.021324,0.021326,0.0213259,0.0213238,0.0213199,0.0213142,0.0213068,0.0212979,0.0212874,0.0212756,0.0212625,0.0212482,0.0212327,0.0212162,0.0211986,0.0211802,0.021161,0.0211409,0.0211201,0.0210987,0.0210767,0.0210542,0.0210312,0.0210077,0.0209839,0.0209598, 
2015-04-07, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, 
2015-04-08, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, 
2015-04-09,0.0059224,0.005976,0.0059887,0.0060015,0.0054074,0.0050295,0.0047973,0.0046945,0.0046998,0.0047924,0.0049537,0.005168,0.0054226,0.005707,0.0060131,0.0063344,0.006666,0.0070042,0.0073462,0.00769,0.0080342,0.0083778,0.0087201,0.0090608,0.0093994,0.009736,0.0100705,0.0104027,0.0107328,0.0110605,0.011386,0.0117092,0.0120299,0.012348,0.0126633,0.0129757,0.013285,0.013591,0.0138933,0.0141918,0.0144862,0.0147762,0.0150616,0.015342,0.0156174,0.0158873,0.0161516,0.0164101,0.0166625,0.0169087,0.0171484,0.0173817,0.0176082,0.017828,0.0180408,0.0182468,0.0184457,0.0186376,0.0188224,0.0190003,0.019171,0.0193349,0.0194917,0.0196418,0.019785,0.0199215,0.0200515,0.020175,0.0202922,0.0204031,0.020508,0.0206069,0.0207,0.0207876,0.0208696,0.0209464,0.021018,0.0210846,0.0211464,0.0212036,0.0212563,0.0213047,0.0213489,0.0213892,0.0214256,0.0214583,0.0214876,0.0215135,0.0215361,0.0215557,0.0215723,0.0215862,0.0215974,0.0216061,0.0216123,0.0216163,0.0216181,0.0216179,0.0216157,0.0216117,0.021606,0.0215987,0.0215898,0.0215794,0.0215678,0.0215548,0.0215407,0.0215254,0.0215091,0.0214919,0.0214737,0.0214548,0.0214351,0.0214146,0.0213936,0.021372,0.0213498,0.0213272,0.0213041,0.0212807, 
2015-04-10,0.005906,0.006009,0.0060135,0.006018,0.0054983,0.0051368,0.0049136,0.0048142,0.004819,0.0049084,0.005065,0.0052738,0.0055225,0.0058011,0.0061014,0.0064172,0.0067436,0.0070768,0.0074141,0.0077533,0.008093,0.0084323,0.0087703,0.0091066,0.009441,0.0097734,0.0101036,0.0104318,0.0107578,0.0110816,0.0114034,0.011723,0.0120404,0.0123555,0.0126681,0.0129782,0.0132856,0.0135901,0.0138914,0.0141893,0.0144836,0.014774,0.0150602,0.0153421,0.0156192,0.0158915,0.0161586,0.0164202,0.0166762,0.0169264,0.0171705,0.0174084,0.0176398,0.0178648,0.018083,0.0182945,0.0184991,0.0186967,0.0188874,0.019071,0.0192477,0.0194172,0.0195798,0.0197354,0.019884,0.0200258,0.0201608,0.0202891,0.0204108,0.0205261,0.020635,0.0207377,0.0208343,0.0209249,0.0210098,0.021089,0.0211628,0.0212313,0.0212947,0.0213531,0.0214067,0.0214558,0.0215003,0.0215406,0.0215768,0.0216091,0.0216377,0.0216626,0.0216841,0.0217023,0.0217175,0.0217296,0.021739,0.0217457,0.0217498,0.0217516,0.0217511,0.0217486,0.021744,0.0217375,0.0217293,0.0217195,0.0217081,0.0216953,0.0216812,0.0216658,0.0216493,0.0216317,0.0216132,0.0215938,0.0215736,0.0215526,0.021531,0.0215087,0.021486,0.0214627,0.0214391,0.0214151,0.0213908,0.0213662, 
2015-04-13,0.0059515,0.0060115,0.0060665,0.0061214,0.0055048,0.0051469,0.0049197,0.0048102,0.0048005,0.004873,0.0050115,0.0052025,0.0054342,0.0056974,0.0059842,0.0062887,0.0066059,0.0069321,0.0072645,0.0076006,0.007939,0.0082783,0.0086176,0.0089562,0.0092938,0.0096299,0.0099642,0.0102967,0.0106272,0.0109555,0.0112816,0.0116053,0.0119265,0.012245,0.0125607,0.0128734,0.0131829,0.0134891,0.0137917,0.0140904,0.0143852,0.0146756,0.0149616,0.0152428,0.0155191,0.0157901,0.0160558,0.0163159,0.0165702,0.0168186,0.0170608,0.0172967,0.0175262,0.0177492,0.0179655,0.0181752,0.018378,0.018574,0.0187632,0.0189455,0.0191208,0.0192893,0.019451,0.0196058,0.0197539,0.0198953,0.0200301,0.0201584,0.0202802,0.0203957,0.0205051,0.0206083,0.0207057,0.0207972,0.020883,0.0209634,0.0210384,0.0211081,0.0211729,0.0212327,0.0212878,0.0213383,0.0213845,0.0214264,0.0214642,0.021498,0.0215281,0.0215546,0.0215777,0.0215974,0.021614,0.0216276,0.0216383,0.0216463,0.0216517,0.0216546,0.0216552,0.0216537,0.02165,0.0216445,0.021637,0.0216279,0.0216171,0.0216048,0.0215911,0.0215761,0.0215599,0.0215425,0.0215241,0.0215047,0.0214844,0.0214634,0.0214416,0.0214191,0.021396,0.0213724,0.0213484,0.0213239,0.0212991,0.021274, 
2015-04-14,0.0059347,0.0059117,0.0059665,0.0060213,0.005396,0.005049,0.0048232,0.0047067,0.0046835,0.0047376,0.0048546,0.0050219,0.0052291,0.0054675,0.00573,0.0060111,0.0063061,0.0066115,0.0069245,0.007243,0.0075651,0.0078898,0.0082159,0.0085427,0.0088697,0.0091964,0.0095225,0.0098476,0.0101716,0.0104941,0.0108151,0.0111342,0.0114514,0.0117663,0.0120788,0.0123886,0.0126955,0.0129993,0.0132997,0.0135964,0.0138893,0.0141781,0.0144624,0.0147422,0.015017,0.0152868,0.0155513,0.0158103,0.0160636,0.0163111,0.0165524,0.0167877,0.0170165,0.017239,0.0174549,0.0176643,0.0178669,0.0180628,0.018252,0.0184344,0.01861,0.0187789,0.018941,0.0190964,0.0192452,0.0193873,0.019523,0.0196522,0.0197751,0.0198918,0.0200024,0.0201069,0.0202056,0.0202985,0.0203859,0.0204678,0.0205443,0.0206157,0.0206821,0.0207436,0.0208003,0.0208526,0.0209004,0.020944,0.0209834,0.021019,0.0210507,0.0210788,0.0211035,0.0211248,0.0211429,0.0211579,0.0211701,0.0211794,0.0211862,0.0211904,0.0211922,0.0211918,0.0211893,0.0211847,0.0211783,0.02117,0.0211601,0.0211486,0.0211356,0.0211212,0.0211055,0.0210887,0.0210707,0.0210517,0.0210317,0.0210109,0.0209893,0.020967,0.020944,0.0209204,0.0208964,0.0208718,0.0208469,0.0208216, 
2015-04-15,0.0060167,0.0062097,0.0062144,0.0062192,0.0058629,0.005539,0.005325,0.0052124,0.0051876,0.0052364,0.005346,0.0055048,0.0057031,0.0059328,0.0061871,0.0064605,0.0067487,0.007048,0.0073556,0.0076692,0.007987,0.0083078,0.0086302,0.0089536,0.0092772,0.0096004,0.0099228,0.010244,0.0105639,0.010882,0.0111981,0.011512,0.0118235,0.0121324,0.0124384,0.0127413,0.013041,0.0133372,0.0136296,0.0139182,0.0142025,0.0144825,0.014758,0.0150286,0.0152943,0.0155548,0.0158099,0.0160596,0.0163035,0.0165417,0.0167738,0.0169999,0.0172199,0.0174335,0.0176408,0.0178417,0.0180362,0.0182241,0.0184055,0.0185804,0.0187488,0.0189107,0.0190661,0.0192151,0.0193577,0.019494,0.019624,0.0197479,0.0198657,0.0199776,0.0200836,0.0201838,0.0202784,0.0203675,0.0204512,0.0205297,0.0206031,0.0206715,0.020735,0.0207939,0.0208482,0.0208981,0.0209437,0.0209853,0.0210229,0.0210567,0.0210867,0.0211133,0.0211365,0.0211564,0.0211732,0.0211871,0.0211981,0.0212064,0.0212121,0.0212154,0.0212163,0.0212151,0.0212117,0.0212063,0.0211991,0.0211901,0.0211795,0.0211673,0.0211537,0.0211386,0.0211224,0.0211049,0.0210864,0.0210668,0.0210463,0.0210249,0.0210028,0.02098,0.0209565,0.0209325,0.0209079,0.0208829,0.0208575,0.0208318, 
2015-04-16,0.0062049,0.0062179,0.0063236,0.0064294,0.0060085,0.0056947,0.0054935,0.0053957,0.0053868,0.0054522,0.0055783,0.0057531,0.0059665,0.0062101,0.006477,0.0067614,0.0070589,0.0073659,0.0076795,0.0079975,0.0083181,0.0086402,0.0089627,0.0092848,0.0096061,0.0099262,0.0102446,0.0105613,0.0108761,0.0111889,0.0114994,0.0118077,0.0121137,0.0124171,0.0127179,0.013016,0.0133112,0.0136034,0.0138923,0.0141778,0.0144598,0.014738,0.0150122,0.0152822,0.0155479,0.0158089,0.0160652,0.0163166,0.0165627,0.0168036,0.017039,0.0172687,0.0174926,0.0177106,0.0179225,0.0181283,0.0183279,0.0185211,0.018708,0.0188884,0.0190624,0.0192299,0.0193909,0.0195454,0.0196935,0.0198351,0.0199704,0.0200993,0.020222,0.0203385,0.0204488,0.0205532,0.0206517,0.0207444,0.0208315,0.020913,0.0209891,0.0210599,0.0211256,0.0211863,0.0212422,0.0212934,0.02134,0.0213823,0.0214203,0.0214543,0.0214844,0.0215107,0.0215334,0.0215526,0.0215685,0.0215813,0.0215911,0.021598,0.0216023,0.0216039,0.0216031,0.0216001,0.0215948,0.0215875,0.0215784,0.0215674,0.0215547,0.0215405,0.0215248,0.0215078,0.0214895,0.0214701,0.0214497,0.0214283,0.021406,0.0213829,0.0213592,0.0213348,0.0213099,0.0212845,0.0212586,0.0212325,0.021206,0.0211793, 
2015-04-17,0.0064051,0.0064197,0.0065257,0.0066318,0.0063666,0.0061137,0.0059545,0.0058828,0.0058879,0.0059582,0.0060827,0.0062518,0.0064569,0.006691,0.006948,0.0072229,0.0075117,0.0078111,0.0081183,0.0084312,0.0087478,0.009067,0.0093874,0.0097083,0.0100289,0.0103485,0.0106668,0.0109834,0.0112979,0.01161,0.0119196,0.0122264,0.0125303,0.012831,0.0131283,0.0134222,0.0137124,0.0139988,0.0142812,0.0145594,0.0148333,0.0151028,0.0153676,0.0156276,0.0158826,0.0161326,0.0163774,0.0166168,0.0168507,0.017079,0.0173016,0.0175183,0.0177292,0.0179342,0.0181331,0.0183259,0.0185126,0.0186931,0.0188674,0.0190356,0.0191976,0.0193533,0.019503,0.0196465,0.0197839,0.0199153,0.0200407,0.0201603,0.020274,0.020382,0.0204843,0.0205811,0.0206724,0.0207585,0.0208393,0.0209149,0.0209857,0.0210515,0.0211127,0.0211693,0.0212214,0.0212692,0.0213128,0.0213524,0.0213881,0.02142,0.0214483,0.0214731,0.0214946,0.0215128,0.021528,0.0215402,0.0215496,0.0215564,0.0215606,0.0215624,0.0215618,0.0215591,0.0215543,0.0215476,0.021539,0.0215287,0.0215168,0.0215034,0.0214886,0.0214724,0.021455,0.0214365,0.0214169,0.0213964,0.0213749,0.0213527,0.0213298,0.0213062,0.021282,0.0212573,0.0212322,0.0212067,0.0211809,0.0211548, 
2015-04-20,0.0064104,0.0065297,0.0066864,0.006843,0.0065168,0.0062728,0.0061228,0.0060605,0.0060748,0.0061538,0.0062865,0.006463,0.0066748,0.0069146,0.0071765,0.0074555,0.0077474,0.0080491,0.0083578,0.0086713,0.0089879,0.0093063,0.0096254,0.0099444,0.0102626,0.0105794,0.0108944,0.0112074,0.0115181,0.0118261,0.0121314,0.0124339,0.0127332,0.0130293,0.0133221,0.0136114,0.013897,0.0141789,0.0144569,0.0147308,0.0150005,0.0152659,0.0155268,0.0157831,0.0160346,0.0162812,0.0165227,0.0167591,0.0169902,0.0172158,0.017436,0.0176505,0.0178593,0.0180623,0.0182595,0.0184508,0.018636,0.0188153,0.0189886,0.0191558,0.0193169,0.019472,0.0196211,0.0197642,0.0199013,0.0200324,0.0201577,0.0202772,0.020391,0.020499,0.0206015,0.0206985,0.0207901,0.0208764,0.0209575,0.0210336,0.0211047,0.021171,0.0212326,0.0212896,0.0213421,0.0213904,0.0214344,0.0214744,0.0215105,0.0215429,0.0215715,0.0215967,0.0216185,0.0216371,0.0216526,0.0216652,0.0216748,0.0216818,0.0216862,0.0216882,0.0216878,0.0216853,0.0216806,0.0216739,0.0216654,0.0216552,0.0216433,0.0216298,0.0216149,0.0215987,0.0215812,0.0215626,0.0215429,0.0215223,0.0215007,0.0214783,0.0214552,0.0214314,0.0214071,0.0213822,0.0213568,0.0213311,0.021305,0.0212787, 
2015-04-21,0.0065938,0.0065383,0.0067454,0.0069526,0.0065624,0.0063029,0.0061459,0.006085,0.0061077,0.0062005,0.0063505,0.0065465,0.0067788,0.0070393,0.0073214,0.0076196,0.0079296,0.0082477,0.0085713,0.0088982,0.0092267,0.0095555,0.0098835,0.0102102,0.0105348,0.0108571,0.0111766,0.0114932,0.0118066,0.0121169,0.0124237,0.0127271,0.0130269,0.0133231,0.0136156,0.0139042,0.0141888,0.0144694,0.0147457,0.0150178,0.0152853,0.0155484,0.0158066,0.0160601,0.0163085,0.0165518,0.0167899,0.0170226,0.0172498,0.0174714,0.0176873,0.0178975,0.0181018,0.0183002,0.0184927,0.0186791,0.0188595,0.0190338,0.019202,0.0193642,0.0195202,0.0196702,0.0198142,0.0199522,0.0200843,0.0202106,0.020331,0.0204457,0.0205547,0.0206582,0.0207563,0.020849,0.0209364,0.0210188,0.0210961,0.0211685,0.0212361,0.0212991,0.0213576,0.0214117,0.0214615,0.0215072,0.0215489,0.0215868,0.021621,0.0216515,0.0216787,0.0217025,0.0217231,0.0217406,0.0217553,0.0217671,0.0217762,0.0217828,0.0217869,0.0217888,0.0217884,0.0217859,0.0217814,0.0217751,0.021767,0.0217572,0.0217458,0.021733,0.0217188,0.0217033,0.0216866,0.0216688,0.0216499,0.0216301,0.0216094,0.0215879,0.0215656,0.0215427,0.0215192,0.0214951,0.0214706,0.0214457,0.0214204,0.0213948, 
2015-04-22,0.0065843,0.0067262,0.0068327,0.0069393,0.0067374,0.0064895,0.0063472,0.0063036,0.0063459,0.0064599,0.0066322,0.006851,0.0071062,0.0073893,0.0076933,0.0080124,0.008342,0.0086784,0.0090189,0.0093611,0.0097032,0.0100441,0.0103827,0.0107184,0.0110505,0.0113789,0.0117032,0.0120234,0.0123394,0.0126511,0.0129585,0.0132616,0.0135605,0.0138551,0.0141454,0.0144315,0.0147132,0.0149905,0.0152635,0.015532,0.0157959,0.0160552,0.0163098,0.0165595,0.0168043,0.0170441,0.0172788,0.0175083,0.0177324,0.0179511,0.0181643,0.0183719,0.0185738,0.01877,0.0189605,0.019145,0.0193237,0.0194965,0.0196633,0.0198242,0.0199792,0.0201282,0.0202714,0.0204086,0.02054,0.0206656,0.0207855,0.0208997,0.0210083,0.0211114,0.0212091,0.0213014,0.0213885,0.0214705,0.0215475,0.0216196,0.0216869,0.0217496,0.0218077,0.0218614,0.0219109,0.0219562,0.0219975,0.0220349,0.0220686,0.0220987,0.0221254,0.0221487,0.0221688,0.0221859,0.0222,0.0222113,0.0222199,0.0222259,0.0222296,0.0222309,0.02223,0.0222271,0.0222221,0.0222154,0.0222068,0.0221967,0.022185,0.0221718,0.0221573,0.0221415,0.0221246,0.0221066,0.0220876,0.0220677,0.0220469,0.0220254,0.0220032,0.0219804,0.021957,0.0219331,0.0219088,0.0218841,0.0218591,0.0218339, 
