,raceId,year,round,circuitId,driverId,grid,positionOrder,fastestLapTime,points_y,wins,RaceWinner
8982,1111,2023,13,39,840,11,11,1:15.171,47.0,0,0
8983,1111,2023,13,39,840,11,11,1:15.171,47.0,0,0
8984,1111,2023,13,39,840,11,11,1:15.171,47.0,0,0
8985,1111,2023,13,39,840,11,11,1:15.171,47.0,0,0
8986,1112,2023,14,14,840,20,16,1:26.617,47.0,0,0
8987,1114,2023,16,22,840,17,18,1:39.050,47.0,0,0
8988,1115,2023,17,78,840,16,11,1:26.352,47.0,0,0
8989,1115,2023,17,78,840,16,11,1:26.352,47.0,0,0
8990,1115,2023,17,78,840,16,11,1:26.352,47.0,0,0
8991,1116,2023,18,69,840,0,7,1:39.908,53.0,0,0
8992,1116,2023,18,69,840,0,7,1:39.908,53.0,0,0
8993,1117,2023,19,32,840,0,17,1:23.257,53.0,0,0
8994,1117,2023,19,32,840,0,17,1:23.257,53.0,0,0
8995,1118,2023,20,18,840,3,5,1:14.007,63.0,0,0
8996,1118,2023,20,18,840,3,5,1:14.007,63.0,0,0
8997,1118,2023,20,18,840,3,5,1:14.007,63.0,0,0
8998,1118,2023,20,18,840,3,5,1:14.007,63.0,0,0
8999,1119,2023,21,80,840,19,5,1:36.584,73.0,0,0
9000,1119,2023,21,80,840,19,5,1:36.584,73.0,0,0
9001,1120,2023,22,24,840,13,10,1:28.050,74.0,0,0
9002,1120,2023,22,24,840,13,10,1:28.050,74.0,0,0
9310,1098,2023,1,3,842,20,9,1:35.068,2.0,0,0
9311,1098,2023,1,3,842,20,9,1:35.068,2.0,0,0
9312,1098,2023,1,3,842,20,9,1:35.068,2.0,0,0
9313,1099,2023,2,77,842,9,9,1:33.392,4.0,0,0
9314,1100,2023,3,1,842,9,13,1:20.995,4.0,0,0
9315,1100,2023,3,1,842,9,13,1:20.995,4.0,0,0
9316,1101,2023,4,73,842,17,14,1:45.540,4.0,0,0
9317,1101,2023,4,73,842,17,14,1:45.540,4.0,0,0
9318,1102,2023,5,79,842,5,8,1:31.971,8.0,0,0
9319,1104,2023,6,6,842,7,7,1:15.831,14.0,0,0
9320,1104,2023,6,6,842,7,7,1:15.831,14.0,0,0
9321,1105,2023,7,4,842,10,10,1:18.375,15.0,0,0
9322,1105,2023,7,4,842,10,10,1:18.375,15.0,0,0
9323,1106,2023,8,7,842,15,12,1:16.425,15.0,0,0
9324,1106,2023,8,7,842,15,12,1:16.425,15.0,0,0
9325,1107,2023,9,70,842,9,10,1:09.046,16.0,0,0
9326,1107,2023,9,70,842,9,10,1:09.046,16.0,0,0
9327,1107,2023,9,70,842,9,10,1:09.046,16.0,0,0
9328,1108,2023,10,9,842,10,18,1:31.539,16.0,0,0
9329,1110,2023,12,13,842,12,11,1:50.911,22.0,0,0
9330,1111,2023,13,39,842,12,3,1:14.441,37.0,0,0
9331,1111,2023,13,39,842,12,3,1:14.441,37.0,0,0
9332,1111,2023,13,39,842,12,3,1:14.441,37.0,0,0
9333,1111,2023,13,39,842,12,3,1:14.441,37.0,0,0
9334,1111,2023,13,39,842,12,3,1:14.441,37.0,0,0
9335,1112,2023,14,14,842,17,15,1:25.758,37.0,0,0
9336,1112,2023,14,14,842,17,15,1:25.758,37.0,0,0
9337,1113,2023,15,15,842,12,6,1:38.277,45.0,0,0
9338,1114,2023,16,22,842,12,10,1:36.371,46.0,0,0
9339,1114,2023,16,22,842,12,10,1:36.371,46.0,0,0
9340,1115,2023,17,78,842,7,12,1:26.310,46.0,0,0
9341,1115,2023,17,78,842,7,12,1:26.310,46.0,0,0
9342,1115,2023,17,78,842,7,12,1:26.310,46.0,0,0
9343,1116,2023,18,69,842,7,6,1:40.412,56.0,0,0
9344,1116,2023,18,69,842,7,6,1:40.412,56.0,0,0
9345,1117,2023,19,32,842,11,11,1:23.230,56.0,0,0
9346,1117,2023,19,32,842,11,11,1:23.230,56.0,0,0
9347,1118,2023,20,18,842,15,7,1:14.521,62.0,0,0
9348,1118,2023,20,18,842,15,7,1:14.521,62.0,0,0
9349,1118,2023,20,18,842,15,7,1:14.521,62.0,0,0
9350,1118,2023,20,18,842,15,7,1:14.521,62.0,0,0
9351,1119,2023,21,80,842,4,11,1:36.913,62.0,0,0
9352,1120,2023,22,24,842,10,13,1:29.016,62.0,0,0
9353,1120,2023,22,24,842,10,13,1:29.016,62.0,0,0
9578,1098,2023,1,3,844,3,19,1:37.170,0.0,0,0
9579,1098,2023,1,3,844,3,19,1:37.170,0.0,0,0
9580,1099,2023,2,77,844,12,7,1:33.056,6.0,0,0
9581,1101,2023,4,73,844,1,3,1:44.561,28.0,0,0
9582,1102,2023,5,79,844,7,7,1:31.434,34.0,0,0
9583,1104,2023,6,6,844,6,6,1:15.773,42.0,0,0
9584,1104,2023,6,6,844,6,6,1:15.773,42.0,0,0
9585,1105,2023,7,4,844,19,11,1:18.357,42.0,0,0
9586,1105,2023,7,4,844,19,11,1:18.357,42.0,0,0
9587,1106,2023,8,7,844,10,4,1:15.907,54.0,0,0
9588,1107,2023,9,70,844,2,2,1:08.820,72.0,0,0
9589,1107,2023,9,70,844,2,2,1:08.820,72.0,0,0
9590,1107,2023,9,70,844,2,2,1:08.820,72.0,0,0
9591,1108,2023,10,9,844,4,9,1:31.255,74.0,0,0
9592,1108,2023,10,9,844,4,9,1:31.255,74.0,0,0
9593,1109,2023,11,11,844,6,7,1:22.469,80.0,0,0
9594,1109,2023,11,11,844,6,7,1:22.469,80.0,0,0
9595,1110,2023,12,13,844,1,3,1:50.436,99.0,0,0
9596,1110,2023,12,13,844,1,3,1:50.436,99.0,0,0
9597,1111,2023,13,39,844,9,19,1:17.277,99.0,0,0
9598,1111,2023,13,39,844,9,19,1:17.277,99.0,0,0
9599,1112,2023,14,14,844,3,4,1:25.580,111.0,0,0
9600,1113,2023,15,15,844,3,4,1:38.275,123.0,0,0
9601,1114,2023,16,22,844,4,4,1:36.362,135.0,0,0
9602,1114,2023,16,22,844,4,4,1:36.362,135.0,0,0
9603,1115,2023,17,78,844,5,5,1:24.992,145.0,0,0
9604,1115,2023,17,78,844,5,5,1:24.992,145.0,0,0
9605,1115,2023,17,78,844,5,5,1:24.992,145.0,0,0
9606,1116,2023,18,69,844,1,20,\N,151.0,0,0
9607,1117,2023,19,32,844,1,3,1:22.332,166.0,0,0
9608,1117,2023,19,32,844,1,3,1:22.332,166.0,0,0
9609,1119,2023,21,80,844,1,2,1:35.669,188.0,0,0
9610,1120,2023,22,24,844,2,2,1:28.199,206.0,0,0
9611,1120,2023,22,24,844,2,2,1:28.199,206.0,0,0
9812,1098,2023,1,3,848,15,10,1:37.144,1.0,0,0
9813,1098,2023,1,3,848,15,10,1:37.144,1.0,0,0
9814,1098,2023,1,3,848,15,10,1:37.144,1.0,0,0
9815,1099,2023,2,77,848,17,19,1:35.567,1.0,0,0
9816,1101,2023,4,73,848,12,12,1:45.925,1.0,0,0
9817,1102,2023,5,79,848,11,14,1:31.852,1.0,0,0
9818,1104,2023,6,6,848,13,14,1:16.672,1.0,0,0
9819,1104,2023,6,6,848,13,14,1:16.672,1.0,0,0
9820,1105,2023,7,4,848,18,16,1:19.133,1.0,0,0
9821,1105,2023,7,4,848,18,16,1:19.133,1.0,0,0
9822,1106,2023,8,7,848,9,7,1:16.917,7.0,0,0
9823,1107,2023,9,70,848,10,11,1:09.560,7.0,0,0
9824,1107,2023,9,70,848,10,11,1:09.560,7.0,0,0
9825,1107,2023,9,70,848,10,11,1:09.560,7.0,0,0
9826,1108,2023,10,9,848,8,8,1:31.273,11.0,0,0
9827,1109,2023,11,11,848,16,11,1:24.051,11.0,0,0
9828,1109,2023,11,11,848,16,11,1:24.051,11.0,0,0
9829,1110,2023,12,13,848,15,14,1:49.841,11.0,0,0
9830,1110,2023,12,13,848,15,14,1:49.841,11.0,0,0
9831,1110,2023,12,13,848,15,14,1:49.841,11.0,0,0
9832,1111,2023,13,39,848,4,8,1:14.468,15.0,0,0
9833,1111,2023,13,39,848,4,8,1:14.468,15.0,0,0
9834,1111,2023,13,39,848,4,8,1:14.468,15.0,0,0
9835,1111,2023,13,39,848,4,8,1:14.468,15.0,0,0
9836,1112,2023,14,14,848,6,7,1:26.389,21.0,0,0
9837,1113,2023,15,15,848,14,11,1:37.342,21.0,0,0
9838,1113,2023,15,15,848,14,11,1:37.342,21.0,0,0
9839,1114,2023,16,22,848,13,16,1:39.185,21.0,0,0
9840,1114,2023,16,22,848,13,16,1:39.185,21.0,0,0
9841,1115,2023,17,78,848,13,13,1:26.666,23.0,0,0
9842,1115,2023,17,78,848,13,13,1:26.666,23.0,0,0
9843,1115,2023,17,78,848,13,13,1:26.666,23.0,0,0
9844,1116,2023,18,69,848,15,9,1:41.371,25.0,0,0
9845,1116,2023,18,69,848,15,9,1:41.371,25.0,0,0
9846,1117,2023,19,32,848,14,9,1:22.773,27.0,0,0
9847,1117,2023,19,32,848,14,9,1:22.773,27.0,0,0
9848,1119,2023,21,80,848,5,12,1:37.357,27.0,0,0
9849,1120,2023,22,24,848,14,14,1:27.845,27.0,0,0
9850,1120,2023,22,24,848,14,14,1:27.845,27.0,0,0
10016,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10017,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10018,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10019,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10020,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10021,1098,2023,1,3,846,11,17,1:35.822,0.0,0,0
10022,1099,2023,2,77,846,19,17,1:34.122,0.0,0,0
10023,1099,2023,2,77,846,19,17,1:34.122,0.0,0,0
10024,1100,2023,3,1,846,13,6,1:21.173,8.0,0,0
10025,1100,2023,3,1,846,13,6,1:21.173,8.0,0,0
10026,1100,2023,3,1,846,13,6,1:21.173,8.0,0,0
10027,1101,2023,4,73,846,7,9,1:45.738,10.0,0,0
10028,1102,2023,5,79,846,16,17,1:32.401,10.0,0,0
10029,1104,2023,6,6,846,10,9,1:17.844,12.0,0,0
10030,1104,2023,6,6,846,10,9,1:17.844,12.0,0,0
10031,1105,2023,7,4,846,3,17,1:17.182,12.0,0,0
10032,1105,2023,7,4,846,3,17,1:17.182,12.0,0,0
10033,1105,2023,7,4,846,3,17,1:17.182,12.0,0,0
10034,1106,2023,8,7,846,7,13,1:16.374,12.0,0,0
10035,1106,2023,8,7,846,7,13,1:16.374,12.0,0,0
10036,1107,2023,9,70,846,4,4,1:08.739,24.0,0,0
10037,1107,2023,9,70,846,4,4,1:08.739,24.0,0,0
10038,1107,2023,9,70,846,4,4,1:08.739,24.0,0,0
10039,1108,2023,10,9,846,2,2,1:30.543,42.0,0,0
10040,1109,2023,11,11,846,3,2,1:22.178,60.0,0,0
10041,1109,2023,11,11,846,3,2,1:22.178,60.0,0,0
10042,1110,2023,12,13,846,7,7,1:51.682,69.0,0,0
10043,1110,2023,12,13,846,7,7,1:51.682,69.0,0,0
10044,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10045,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10046,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10047,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10048,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10049,1111,2023,13,39,846,2,7,1:14.390,75.0,0,0
10050,1112,2023,14,14,846,9,8,1:26.144,79.0,0,0
10051,1113,2023,15,15,846,4,2,1:38.046,97.0,0,0
10052,1114,2023,16,22,846,3,2,1:35.247,115.0,0,0
10053,1114,2023,16,22,846,3,2,1:35.247,115.0,0,0
10054,1115,2023,17,78,846,10,3,1:24.842,136.0,0,0
10055,1115,2023,17,78,846,10,3,1:24.842,136.0,0,0
10056,1115,2023,17,78,846,10,3,1:24.842,136.0,0,0
10057,1116,2023,18,69,846,2,2,1:39.985,159.0,0,0
10058,1116,2023,18,69,846,2,2,1:39.985,159.0,0,0
10059,1117,2023,19,32,846,17,5,1:21.944,169.0,0,0
10060,1117,2023,19,32,846,17,5,1:21.944,169.0,0,0
10061,1117,2023,19,32,846,17,5,1:21.944,169.0,0,0
10062,1118,2023,20,18,846,6,2,1:12.486,195.0,0,0
10063,1118,2023,20,18,846,6,2,1:12.486,195.0,0,0
10064,1118,2023,20,18,846,6,2,1:12.486,195.0,0,0
10065,1118,2023,20,18,846,6,2,1:12.486,195.0,0,0
10066,1120,2023,22,24,846,5,5,1:28.164,205.0,0,0
10067,1120,2023,22,24,846,5,5,1:28.164,205.0,0,0
10238,1098,2023,1,3,847,6,7,1:37.221,6.0,0,0
10239,1098,2023,1,3,847,6,7,1:37.221,6.0,0,0
10240,1099,2023,2,77,847,3,4,1:32.433,18.0,0,0
10241,1100,2023,3,1,847,2,18,1:22.680,18.0,0,0
10242,1100,2023,3,1,847,2,18,1:22.680,18.0,0,0
10243,1101,2023,4,73,847,11,8,1:43.370,28.0,0,0
10244,1101,2023,4,73,847,11,8,1:43.370,28.0,0,0
10245,1102,2023,5,79,847,6,4,1:31.015,40.0,0,0
10246,1104,2023,6,6,847,8,5,1:16.798,50.0,0,0
10247,1105,2023,7,4,847,12,3,1:17.875,65.0,0,0
10248,1105,2023,7,4,847,12,3,1:17.875,65.0,0,0
10249,1106,2023,8,7,847,4,19,1:17.097,65.0,0,0
10250,1107,2023,9,70,847,11,7,1:09.283,72.0,0,0
10251,1107,2023,9,70,847,11,7,1:09.283,72.0,0,0
10252,1107,2023,9,70,847,11,7,1:09.283,72.0,0,0
10253,1108,2023,10,9,847,6,5,1:31.124,82.0,0,0
10254,1109,2023,11,11,847,18,6,1:22.158,90.0,0,0
10255,1109,2023,11,11,847,18,6,1:22.158,90.0,0,0
10256,1110,2023,12,13,847,8,6,1:50.603,99.0,0,0
10257,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10258,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10259,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10260,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10261,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10262,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10263,1111,2023,13,39,847,3,17,1:15.124,99.0,0,0
10264,1112,2023,14,14,847,4,5,1:25.847,109.0,0,0
10265,1113,2023,15,15,847,2,16,1:36.273,109.0,0,0
10266,1113,2023,15,15,847,2,16,1:36.273,109.0,0,0
10267,1114,2023,16,22,847,8,7,1:37.653,115.0,0,0
10268,1115,2023,17,78,847,2,4,1:25.770,132.0,0,0
10269,1115,2023,17,78,847,2,4,1:25.770,132.0,0,0
10270,1115,2023,17,78,847,2,4,1:25.770,132.0,0,0
10271,1115,2023,17,78,847,2,4,1:25.770,132.0,0,0
10272,1116,2023,18,69,847,5,5,1:39.393,143.0,0,0
10273,1116,2023,18,69,847,5,5,1:39.393,143.0,0,0
10274,1117,2023,19,32,847,8,6,1:22.780,151.0,0,0
10275,1117,2023,19,32,847,8,6,1:22.780,151.0,0,0
10276,1118,2023,20,18,847,8,15,1:14.934,156.0,0,0
10277,1118,2023,20,18,847,8,15,1:14.934,156.0,0,0
10278,1118,2023,20,18,847,8,15,1:14.934,156.0,0,0
10279,1118,2023,20,18,847,8,15,1:14.934,156.0,0,0
10280,1119,2023,21,80,847,3,8,1:36.071,160.0,0,0
10281,1119,2023,21,80,847,3,8,1:36.071,160.0,0,0
10282,1120,2023,22,24,847,4,3,1:28.187,175.0,0,0
10283,1120,2023,22,24,847,4,3,1:28.187,175.0,0,0
10640,1098,2023,1,3,852,14,11,1:36.637,0.0,0,0
10641,1098,2023,1,3,852,14,11,1:36.637,0.0,0,0
10642,1098,2023,1,3,852,14,11,1:36.637,0.0,0,0
10643,1099,2023,2,77,852,16,11,1:33.931,0.0,0,0
10644,1100,2023,3,1,852,12,10,1:21.789,1.0,0,0
10645,1100,2023,3,1,852,12,10,1:21.789,1.0,0,0
10646,1100,2023,3,1,852,12,10,1:21.789,1.0,0,0
10647,1100,2023,3,1,852,12,10,1:21.789,1.0,0,0
10648,1101,2023,4,73,852,8,10,1:45.727,2.0,0,0
10649,1102,2023,5,79,852,17,11,1:31.038,2.0,0,0
10650,1104,2023,6,6,852,9,15,1:17.680,2.0,0,0
10651,1105,2023,7,4,852,15,12,1:18.904,2.0,0,0
10652,1105,2023,7,4,852,15,12,1:18.904,2.0,0,0
10653,1106,2023,8,7,852,19,14,1:16.666,2.0,0,0
10654,1106,2023,8,7,852,19,14,1:16.666,2.0,0,0
10655,1107,2023,9,70,852,16,19,1:09.620,2.0,0,0
10656,1107,2023,9,70,852,16,19,1:09.620,2.0,0,0
10657,1107,2023,9,70,852,16,19,1:09.620,2.0,0,0
10658,1107,2023,9,70,852,16,19,1:09.620,2.0,0,0
10659,1108,2023,10,9,852,16,16,1:32.084,2.0,0,0
10660,1108,2023,10,9,852,16,16,1:32.084,2.0,0,0
10661,1109,2023,11,11,852,17,15,1:23.269,2.0,0,0
10662,1109,2023,11,11,852,17,15,1:23.269,2.0,0,0
10663,1110,2023,12,13,852,11,10,1:51.394,3.0,0,0
10664,1110,2023,12,13,852,11,10,1:51.394,3.0,0,0
10665,1111,2023,13,39,852,17,15,1:16.253,3.0,0,0
10666,1111,2023,13,39,852,17,15,1:16.253,3.0,0,0
10667,1111,2023,13,39,852,17,15,1:16.253,3.0,0,0
10668,1111,2023,13,39,852,17,15,1:16.253,3.0,0,0
10669,1111,2023,13,39,852,17,15,1:16.253,3.0,0,0
10670,1114,2023,16,22,852,9,12,1:37.768,3.0,0,0
10671,1114,2023,16,22,852,9,12,1:37.768,3.0,0,0
10672,1115,2023,17,78,852,11,15,1:27.174,3.0,0,0
10673,1115,2023,17,78,852,11,15,1:27.174,3.0,0,0
10674,1115,2023,17,78,852,11,15,1:27.174,3.0,0,0
10675,1116,2023,18,69,852,11,8,1:38.139,8.0,0,0
10676,1116,2023,18,69,852,11,8,1:38.139,8.0,0,0
10677,1116,2023,18,69,852,11,8,1:38.139,8.0,0,0
10678,1117,2023,19,32,852,18,12,1:22.501,8.0,0,0
10679,1117,2023,19,32,852,18,12,1:22.501,8.0,0,0
10680,1118,2023,20,18,852,16,9,1:14.231,13.0,0,0
10681,1118,2023,20,18,852,16,9,1:14.231,13.0,0,0
10682,1118,2023,20,18,852,16,9,1:14.231,13.0,0,0
10683,1118,2023,20,18,852,16,9,1:14.231,13.0,0,0
10684,1119,2023,21,80,852,20,18,1:37.587,13.0,0,0
10685,1119,2023,21,80,852,20,18,1:37.587,13.0,0,0
10686,1120,2023,22,24,852,6,8,1:29.256,17.0,0,0
10744,1098,2023,1,3,855,13,16,1:33.996,0.0,0,0
10745,1098,2023,1,3,855,13,16,1:33.996,0.0,0,0
10746,1098,2023,1,3,855,13,16,1:33.996,0.0,0,0
10747,1099,2023,2,77,855,11,13,1:33.894,0.0,0,0
10748,1099,2023,2,77,855,11,13,1:33.894,0.0,0,0
10749,1100,2023,3,1,855,17,9,1:21.819,2.0,0,0
10750,1100,2023,3,1,855,17,9,1:21.819,2.0,0,0
10751,1100,2023,3,1,855,17,9,1:21.819,2.0,0,0
10752,1100,2023,3,1,855,17,9,1:21.819,2.0,0,0
10753,1100,2023,3,1,855,17,9,1:21.819,2.0,0,0
10754,1101,2023,4,73,855,15,19,1:47.553,2.0,0,0
10755,1102,2023,5,79,855,14,16,1:31.736,2.0,0,0
10756,1104,2023,6,6,855,19,13,1:16.926,2.0,0,0
10757,1104,2023,6,6,855,19,13,1:16.926,2.0,0,0
10758,1105,2023,7,4,855,13,9,1:18.753,4.0,0,0
10759,1105,2023,7,4,855,13,9,1:18.753,4.0,0,0
10760,1106,2023,8,7,855,20,16,1:17.090,4.0,0,0
10761,1106,2023,8,7,855,20,16,1:17.090,4.0,0,0
10762,1107,2023,9,70,855,17,12,1:09.786,4.0,0,0
10763,1107,2023,9,70,855,17,12,1:09.786,4.0,0,0
10764,1107,2023,9,70,855,17,12,1:09.786,4.0,0,0
10765,1108,2023,10,9,855,17,15,1:31.769,4.0,0,0
10766,1108,2023,10,9,855,17,15,1:31.769,4.0,0,0
10767,1108,2023,10,9,855,17,15,1:31.769,4.0,0,0
10768,1109,2023,11,11,855,5,16,1:23.743,4.0,0,0
10769,1109,2023,11,11,855,5,16,1:23.743,4.0,0,0
10770,1110,2023,12,13,855,17,13,1:50.188,4.0,0,0
10771,1110,2023,12,13,855,17,13,1:50.188,4.0,0,0
10772,1111,2023,13,39,855,15,18,1:15.417,4.0,0,0
10773,1111,2023,13,39,855,15,18,1:15.417,4.0,0,0
10774,1111,2023,13,39,855,15,18,1:15.417,4.0,0,0
10775,1111,2023,13,39,855,15,18,1:15.417,4.0,0,0
10776,1112,2023,14,14,855,16,14,1:25.983,4.0,0,0
10777,1112,2023,14,14,855,16,14,1:25.983,4.0,0,0
10778,1113,2023,15,15,855,0,12,1:39.316,4.0,0,0
10779,1113,2023,15,15,855,0,12,1:39.316,4.0,0,0
10780,1114,2023,16,22,855,19,13,1:37.791,4.0,0,0
10781,1114,2023,16,22,855,19,13,1:37.791,4.0,0,0
10782,1114,2023,16,22,855,19,13,1:37.791,4.0,0,0
10783,1115,2023,17,78,855,19,9,1:26.323,6.0,0,0
10784,1115,2023,17,78,855,19,9,1:26.323,6.0,0,0
10785,1115,2023,17,78,855,19,9,1:26.323,6.0,0,0
10786,1116,2023,18,69,855,12,13,1:41.879,6.0,0,0
10787,1116,2023,18,69,855,12,13,1:41.879,6.0,0,0
10788,1117,2023,19,32,855,10,14,1:23.567,6.0,0,0
10789,1117,2023,19,32,855,10,14,1:23.567,6.0,0,0
10790,1118,2023,20,18,855,20,17,1:16.232,6.0,0,0
10791,1118,2023,20,18,855,20,17,1:16.232,6.0,0,0
10792,1118,2023,20,18,855,20,17,1:16.232,6.0,0,0
10793,1119,2023,21,80,855,17,15,1:37.375,6.0,0,0
10794,1120,2023,22,24,855,19,17,1:28.746,6.0,0,0
10795,1120,2023,22,24,855,19,17,1:28.746,6.0,0,0
10823,1098,2023,1,3,856,19,14,1:37.709,0.0,0,0
10824,1098,2023,1,3,856,19,14,1:37.709,0.0,0,0
10825,1099,2023,2,77,856,18,14,1:33.609,0.0,0,0
10826,1100,2023,3,1,856,15,15,1:21.183,0.0,0,0
10827,1100,2023,3,1,856,15,15,1:21.183,0.0,0,0
10828,1100,2023,3,1,856,15,15,1:21.183,0.0,0,0
10829,1100,2023,3,1,856,15,15,1:21.183,0.0,0,0
10830,1102,2023,5,79,856,15,18,1:31.562,0.0,0,0
10831,1104,2023,6,6,856,12,12,1:17.561,0.0,0,0
10832,1105,2023,7,4,856,14,14,1:18.594,0.0,0,0
10833,1105,2023,7,4,856,14,14,1:18.594,0.0,0,0
10834,1106,2023,8,7,856,17,18,1:16.656,0.0,0,0
10835,1106,2023,8,7,856,17,18,1:16.656,0.0,0,0
10836,1107,2023,9,70,856,0,17,1:09.852,0.0,0,0
10837,1107,2023,9,70,856,0,17,1:09.852,0.0,0,0
10838,1107,2023,9,70,856,0,17,1:09.852,0.0,0,0
10839,1108,2023,10,9,856,18,17,1:32.353,0.0,0,0
10840,1108,2023,10,9,856,18,17,1:32.353,0.0,0,0
10841,1098,2023,1,3,858,16,12,1:36.037,0.0,0,0
10842,1098,2023,1,3,858,16,12,1:36.037,0.0,0,0
10843,1098,2023,1,3,858,16,12,1:36.037,0.0,0,0
10844,1099,2023,2,77,858,20,16,1:34.469,0.0,0,0
10845,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10846,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10847,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10848,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10849,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10850,1100,2023,3,1,858,18,16,1:21.456,0.0,0,0
10851,1101,2023,4,73,858,14,16,1:46.501,0.0,0,0
10852,1102,2023,5,79,858,20,20,1:32.384,0.0,0,0
10853,1104,2023,6,6,858,16,18,1:17.302,0.0,0,0
10854,1104,2023,6,6,858,16,18,1:17.302,0.0,0,0
10855,1104,2023,6,6,858,16,18,1:17.302,0.0,0,0
10856,1105,2023,7,4,858,20,20,1:19.247,0.0,0,0
10857,1105,2023,7,4,858,20,20,1:19.247,0.0,0,0
10858,1107,2023,9,70,858,18,13,1:09.611,0.0,0,0
10859,1107,2023,9,70,858,18,13,1:09.611,0.0,0,0
10860,1107,2023,9,70,858,18,13,1:09.611,0.0,0,0
10861,1108,2023,10,9,858,14,11,1:31.699,0.0,0,0
10862,1109,2023,11,11,858,20,18,1:23.496,0.0,0,0
10863,1109,2023,11,11,858,20,18,1:23.496,0.0,0,0
10864,1110,2023,12,13,858,18,17,1:50.486,0.0,0,0
10865,1110,2023,12,13,858,18,17,1:50.486,0.0,0,0
10866,1110,2023,12,13,858,18,17,1:50.486,0.0,0,0
10867,1112,2023,14,14,858,15,13,1:26.840,0.0,0,0
10868,1113,2023,15,15,858,18,14,1:38.531,0.0,0,0
10869,1113,2023,15,15,858,18,14,1:38.531,0.0,0,0
10870,1114,2023,16,22,858,0,17,1:38.848,0.0,0,0
10871,1114,2023,16,22,858,0,17,1:38.848,0.0,0,0
10872,1114,2023,16,22,858,0,17,1:38.848,0.0,0,0
10873,1115,2023,17,78,858,15,18,1:27.983,0.0,0,0
10874,1115,2023,17,78,858,15,18,1:27.983,0.0,0,0
10875,1116,2023,18,69,858,16,10,1:41.238,1.0,0,0
10876,1116,2023,18,69,858,16,10,1:41.238,1.0,0,0
10877,1117,2023,19,32,858,19,16,1:23.003,1.0,0,0
10878,1117,2023,19,32,858,19,16,1:23.003,1.0,0,0
10879,1118,2023,20,18,858,19,11,1:15.738,1.0,0,0
10880,1118,2023,20,18,858,19,11,1:15.738,1.0,0,0
10881,1118,2023,20,18,858,19,11,1:15.738,1.0,0,0
10882,1118,2023,20,18,858,19,11,1:15.738,1.0,0,0
10883,1119,2023,21,80,858,6,16,1:37.740,1.0,0,0
10884,1120,2023,22,24,858,20,16,1:28.580,1.0,0,0
10885,1120,2023,22,24,858,20,16,1:28.580,1.0,0,0
10907,1099,2023,2,77,857,8,15,1:34.287,0.0,0,0
10908,1100,2023,3,1,857,16,8,1:21.335,4.0,0,0
10909,1100,2023,3,1,857,16,8,1:21.335,4.0,0,0
10910,1100,2023,3,1,857,16,8,1:21.335,4.0,0,0
10911,1100,2023,3,1,857,16,8,1:21.335,4.0,0,0
10912,1101,2023,4,73,857,10,11,1:45.631,4.0,0,0
10913,1102,2023,5,79,857,19,19,1:32.006,4.0,0,0
10914,1104,2023,6,6,857,11,10,1:17.513,5.0,0,0
10915,1105,2023,7,4,857,9,13,1:18.679,5.0,0,0
10916,1105,2023,7,4,857,9,13,1:18.679,5.0,0,0
10917,1106,2023,8,7,857,8,11,1:16.598,5.0,0,0
10918,1106,2023,8,7,857,8,11,1:16.598,5.0,0,0
10919,1107,2023,9,70,857,13,16,1:09.862,5.0,0,0
10920,1107,2023,9,70,857,13,16,1:09.862,5.0,0,0
10921,1107,2023,9,70,857,13,16,1:09.862,5.0,0,0
10922,1107,2023,9,70,857,13,16,1:09.862,5.0,0,0
10923,1108,2023,10,9,857,3,4,1:30.850,17.0,0,0
10924,1109,2023,11,11,857,4,5,1:22.736,27.0,0,0
10925,1109,2023,11,11,857,4,5,1:22.736,27.0,0,0
10926,1111,2023,13,39,857,8,9,1:14.299,36.0,0,0
10927,1111,2023,13,39,857,8,9,1:14.299,36.0,0,0
10928,1111,2023,13,39,857,8,9,1:14.299,36.0,0,0
10929,1111,2023,13,39,857,8,9,1:14.299,36.0,0,0
10930,1111,2023,13,39,857,8,9,1:14.299,36.0,0,0
