,raceId,year,round,circuitRef,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
7303,960,2016,13,spa,street circuit,2,815,6,8,5,5,+40.660,40.66,2,44,10,12882.285,0,1,0
7304,960,2016,13,spa,street circuit,2,815,6,8,5,5,+40.660,40.66,3,44,10,12922.945,0,1,0
7200,960,2016,13,spa,street circuit,2,20,4,5,6,6,+45.394,45.394,1,44,6,12968.339,0,1,0
7201,960,2016,13,spa,street circuit,2,20,4,5,6,6,+45.394,45.394,2,44,6,13013.733,0,1,0
7202,960,2016,13,spa,street circuit,2,20,4,5,6,6,+45.394,45.394,3,44,6,13059.127,0,1,0
7163,960,2016,13,spa,street circuit,2,4,22,15,7,7,+59.445,59.445,1,44,1,13118.572,0,1,0
7164,960,2016,13,spa,street circuit,2,4,22,15,7,7,+59.445,59.445,2,44,1,13178.017,0,1,0
7424,960,2016,13,spa,street circuit,2,822,8,12,8,8,+1:00.151,60.151,1,44,3,13238.168,0,1,0
7425,960,2016,13,spa,street circuit,2,822,8,12,8,8,+1:00.151,60.151,2,44,3,13298.319,0,1,0
7426,960,2016,13,spa,street circuit,2,822,8,12,8,8,+1:00.151,60.151,3,44,3,13358.47,0,1,0
7359,960,2016,13,spa,street circuit,2,8,3,9,9,9,+1:01.109,61.109,1,44,6,13419.579,0,1,0
7360,960,2016,13,spa,street circuit,2,8,3,9,9,9,+1:01.109,61.109,2,44,6,13480.688,0,1,0
7361,960,2016,13,spa,street circuit,2,8,3,9,9,9,+1:01.109,61.109,3,44,6,13541.797,0,1,0
7362,960,2016,13,spa,street circuit,2,8,3,9,9,9,+1:01.109,61.109,4,44,6,13602.906,0,1,0
7182,960,2016,13,spa,street circuit,2,13,10,14,10,10,+1:05.873,65.873,1,44,3,13668.779,0,1,0
7183,960,2016,13,spa,street circuit,2,13,10,14,10,10,+1:05.873,65.873,2,44,3,13734.652,0,1,0
7184,960,2016,13,spa,street circuit,2,13,10,14,10,10,+1:05.873,65.873,3,44,3,13800.525,0,1,0
7501,960,2016,13,spa,street circuit,2,830,2,7,11,11,+1:11.138,71.138,1,44,9,13871.663,0,1,0
7502,960,2016,13,spa,street circuit,2,830,2,7,11,11,+1:11.138,71.138,2,44,9,13942.801,0,1,0
7503,960,2016,13,spa,street circuit,2,830,2,7,11,11,+1:11.138,71.138,3,44,9,14013.939,0,1,0
7504,960,2016,13,spa,street circuit,2,830,2,7,11,11,+1:11.138,71.138,4,44,9,14085.077,0,1,0
7414,960,2016,13,spa,street circuit,2,821,18,13,12,12,+1:13.877,73.877,1,44,210,14158.954,0,1,0
7415,960,2016,13,spa,street circuit,2,821,18,13,12,12,+1:13.877,73.877,2,44,210,14232.831,0,1,0
7416,960,2016,13,spa,street circuit,2,821,18,13,12,12,+1:13.877,73.877,3,44,210,14306.708,0,1,0
7400,960,2016,13,spa,street circuit,2,154,11,11,13,13,+1:16.474,76.474,1,44,210,14383.182,0,1,0
7401,960,2016,13,spa,street circuit,2,154,11,11,13,13,+1:16.474,76.474,2,44,210,14459.656,0,1,0
7402,960,2016,13,spa,street circuit,2,154,11,11,13,13,+1:16.474,76.474,3,44,210,14536.13,0,1,0
7465,960,2016,13,spa,street circuit,2,826,19,3,14,14,+1:27.097,87.09700000000001,1,44,5,14623.227,0,1,0
7466,960,2016,13,spa,street circuit,2,826,19,3,14,14,+1:27.097,87.09700000000001,2,44,5,14710.324,0,1,0
7467,960,2016,13,spa,street circuit,2,826,19,3,14,14,+1:27.097,87.09700000000001,3,44,5,14797.421,0,1,0
7514,960,2016,13,spa,street circuit,2,835,13,6,15,15,+1:33.165,93.16499999999999,1,44,4,14890.586,0,1,0
7515,960,2016,13,spa,street circuit,2,835,13,6,15,15,+1:33.165,93.16499999999999,2,44,4,14983.751,0,1,0
7516,960,2016,13,spa,street circuit,2,835,13,6,15,15,+1:33.165,93.16499999999999,3,44,4,15076.916,0,1,0
7517,960,2016,13,spa,street circuit,2,835,13,6,15,15,+1:33.165,93.16499999999999,4,44,4,15170.081,0,1,0
4462,961,2016,14,monza,race circuit,3,3,2,9,1,1,1:17:28.089,4648.089,1,53,131,4648.089,1,0,0
4444,961,2016,14,monza,race circuit,3,1,1,4,2,2,+15.070,15.07,1,53,131,4663.159,1,0,0
4421,961,2016,14,monza,race circuit,3,20,3,5,3,3,+20.990,20.99,1,53,6,4684.149,1,0,0
4422,961,2016,14,monza,race circuit,3,20,3,5,3,3,+20.990,20.99,2,53,6,4705.139,1,0,0
4534,961,2016,14,monza,race circuit,3,8,4,3,4,4,+27.561,27.561,1,53,6,4732.7,1,0,0
4535,961,2016,14,monza,race circuit,3,8,4,3,4,4,+27.561,27.561,2,53,6,4760.2609999999995,1,0,0
4516,961,2016,14,monza,race circuit,3,817,6,2,5,5,+45.295,45.295,1,53,9,4805.556,1,0,0
4517,961,2016,14,monza,race circuit,3,817,6,2,5,5,+45.295,45.295,2,53,9,4850.851,1,0,0
4578,961,2016,14,monza,race circuit,3,822,5,10,6,6,+51.015,51.015,1,53,3,4901.866,1,0,0
4579,961,2016,14,monza,race circuit,3,822,5,10,6,6,+51.015,51.015,2,53,3,4952.881,1,0,0
4641,961,2016,14,monza,race circuit,3,830,7,8,7,7,+54.236,54.236,1,53,9,5007.117,1,0,0
4642,961,2016,14,monza,race circuit,3,830,7,8,7,7,+54.236,54.236,2,53,9,5061.353,1,0,0
4491,961,2016,14,monza,race circuit,3,815,8,12,8,8,+1:04.954,64.954,1,53,10,5126.307,1,0,0
4492,961,2016,14,monza,race circuit,3,815,8,12,8,8,+1:04.954,64.954,2,53,10,5191.2609999999995,1,0,0
4409,961,2016,14,monza,race circuit,3,13,11,7,9,9,+1:05.617,65.617,1,53,3,5256.878,1,0,0
4410,961,2016,14,monza,race circuit,3,13,11,7,9,9,+1:05.617,65.617,2,53,3,5322.495,1,0,0
4551,961,2016,14,monza,race circuit,3,807,9,13,10,10,+1:18.656,78.656,1,53,10,5401.151,1,0,0
4552,961,2016,14,monza,race circuit,3,807,9,13,10,10,+1:18.656,78.656,2,53,10,5479.807,1,0,0
4871,962,2016,15,marina_bay,street circuit,2,3,1,6,1,1,1:55:48.950,6948.95,1,61,131,6948.95,0,1,0
4872,962,2016,15,marina_bay,street circuit,2,3,1,6,1,1,1:55:48.950,6948.95,2,61,131,13897.9,0,1,0
4873,962,2016,15,marina_bay,street circuit,2,3,1,6,1,1,1:55:48.950,6948.95,3,61,131,20846.85,0,1,0
4974,962,2016,15,marina_bay,street circuit,2,817,2,1,2,2,+0.488,0.488,1,61,9,20847.338,0,1,0
4975,962,2016,15,marina_bay,street circuit,2,817,2,1,2,2,+0.488,0.488,2,61,9,20847.826,0,1,0
4976,962,2016,15,marina_bay,street circuit,2,817,2,1,2,2,+0.488,0.488,3,61,9,20848.314,0,1,0
4977,962,2016,15,marina_bay,street circuit,2,817,2,1,2,2,+0.488,0.488,4,61,9,20848.802,0,1,0
4842,962,2016,15,marina_bay,street circuit,2,1,3,3,3,3,+8.038,8.038,1,61,131,20856.84,0,1,0
4843,962,2016,15,marina_bay,street circuit,2,1,3,3,3,3,+8.038,8.038,2,61,131,20864.878,0,1,0
4844,962,2016,15,marina_bay,street circuit,2,1,3,3,3,3,+8.038,8.038,3,61,131,20872.916,0,1,0
4845,962,2016,15,marina_bay,street circuit,2,1,3,3,3,3,+8.038,8.038,4,61,131,20880.953999999998,0,1,0
5002,962,2016,15,marina_bay,street circuit,2,8,5,4,4,4,+10.219,10.219,1,61,6,20891.173,0,1,0
5003,962,2016,15,marina_bay,street circuit,2,8,5,4,4,4,+10.219,10.219,2,61,6,20901.392,0,1,0
5004,962,2016,15,marina_bay,street circuit,2,8,5,4,4,4,+10.219,10.219,3,61,6,20911.611,0,1,0
5005,962,2016,15,marina_bay,street circuit,2,8,5,4,4,4,+10.219,10.219,4,61,6,20921.829999999998,0,1,0
4813,962,2016,15,marina_bay,street circuit,2,20,22,2,5,5,+27.694,27.694,1,61,6,20949.524,0,1,0
4814,962,2016,15,marina_bay,street circuit,2,20,22,2,5,5,+27.694,27.694,2,61,6,20977.218,0,1,0
4815,962,2016,15,marina_bay,street circuit,2,20,22,2,5,5,+27.694,27.694,3,61,6,21004.912,0,1,0
5172,962,2016,15,marina_bay,street circuit,2,830,4,5,6,6,+1:11.197,71.197,1,61,9,21076.109,0,1,0
5173,962,2016,15,marina_bay,street circuit,2,830,4,5,6,6,+1:11.197,71.197,2,61,9,21147.306,0,1,0
5174,962,2016,15,marina_bay,street circuit,2,830,4,5,6,6,+1:11.197,71.197,3,61,9,21218.503,0,1,0
5175,962,2016,15,marina_bay,street circuit,2,830,4,5,6,6,+1:11.197,71.197,4,61,9,21289.7,0,1,0
4766,962,2016,15,marina_bay,street circuit,2,4,9,12,7,7,+1:29.198,89.19800000000001,1,61,1,21378.898,0,1,0
4767,962,2016,15,marina_bay,street circuit,2,4,9,12,7,7,+1:29.198,89.19800000000001,2,61,1,21468.095999999998,0,1,0
4768,962,2016,15,marina_bay,street circuit,2,4,9,12,7,7,+1:29.198,89.19800000000001,3,61,1,21557.293999999998,0,1,0
4927,962,2016,15,marina_bay,street circuit,2,815,17,15,8,8,+1:51.062,111.062,1,61,10,21668.356,0,1,0
4928,962,2016,15,marina_bay,street circuit,2,815,17,15,8,8,+1:51.062,111.062,2,61,10,21779.417999999998,0,1,0
5124,962,2016,15,marina_bay,street circuit,2,826,7,9,9,9,+1:51.557,111.557,1,61,5,21890.975,0,1,0
5125,962,2016,15,marina_bay,street circuit,2,826,7,9,9,9,+1:51.557,111.557,2,61,5,22002.532,0,1,0
5126,962,2016,15,marina_bay,street circuit,2,826,7,9,9,9,+1:51.557,111.557,3,61,5,22114.089,0,1,0
5101,962,2016,15,marina_bay,street circuit,2,825,15,8,10,10,+1:59.952,119.952,1,61,4,22234.041,0,1,0
5102,962,2016,15,marina_bay,street circuit,2,825,15,8,10,10,+1:59.952,119.952,2,61,4,22353.993,0,1,0
5103,962,2016,15,marina_bay,street circuit,2,825,15,8,10,10,+1:59.952,119.952,3,61,4,22473.945,0,1,0
646,963,2016,16,sepang,race circuit,3,817,4,3,1,1,1:37:12.776,5832.776,1,56,9,5832.776,1,0,0
647,963,2016,16,sepang,race circuit,3,817,4,3,1,1,1:37:12.776,5832.776,2,56,9,11665.552,1,0,0
778,963,2016,16,sepang,race circuit,3,830,3,2,2,2,+2.443,2.443,1,56,9,11667.994999999999,1,0,0
779,963,2016,16,sepang,race circuit,3,830,3,2,2,2,+2.443,2.443,2,56,9,11670.438,1,0,0
780,963,2016,16,sepang,race circuit,3,830,3,2,2,2,+2.443,2.443,3,56,9,11672.881,1,0,0
552,963,2016,16,sepang,race circuit,3,3,2,1,3,3,+25.516,25.516,1,56,131,11698.396999999999,1,0,0
553,963,2016,16,sepang,race circuit,3,3,2,1,3,3,+25.516,25.516,2,56,131,11723.913,1,0,0
554,963,2016,16,sepang,race circuit,3,3,2,1,3,3,+25.516,25.516,3,56,131,11749.429,1,0,0
665,963,2016,16,sepang,race circuit,3,8,6,4,4,4,+28.785,28.785,1,56,6,11778.214,1,0,0
666,963,2016,16,sepang,race circuit,3,8,6,4,4,4,+28.785,28.785,2,56,6,11806.999,1,0,0
667,963,2016,16,sepang,race circuit,3,8,6,4,4,4,+28.785,28.785,3,56,6,11835.784,1,0,0
728,963,2016,16,sepang,race circuit,3,822,11,9,5,5,+1:01.582,61.582,1,56,3,11897.366,1,0,0
610,963,2016,16,sepang,race circuit,3,815,7,11,6,6,+1:03.794,63.794,1,56,10,11961.16,1,0,0
611,963,2016,16,sepang,race circuit,3,815,7,11,6,6,+1:03.794,63.794,2,56,10,12024.954,1,0,0
450,963,2016,16,sepang,race circuit,3,4,22,6,7,7,+1:05.205,65.205,1,56,1,12090.159,1,0,0
451,963,2016,16,sepang,race circuit,3,4,22,6,7,7,+1:05.205,65.205,2,56,1,12155.364,1,0,0
452,963,2016,16,sepang,race circuit,3,4,22,6,7,7,+1:05.205,65.205,3,56,1,12220.569,1,0,0
694,963,2016,16,sepang,race circuit,3,807,8,5,8,8,+1:14.062,74.062,1,56,10,12294.631,1,0,0
695,963,2016,16,sepang,race circuit,3,807,8,5,8,8,+1:14.062,74.062,2,56,10,12368.693,1,0,0
696,963,2016,16,sepang,race circuit,3,807,8,5,8,8,+1:14.062,74.062,3,56,10,12442.755,1,0,0
587,963,2016,16,sepang,race circuit,3,18,9,8,9,9,+1:21.816,81.816,1,56,1,12524.571,1,0,0
588,963,2016,16,sepang,race circuit,3,18,9,8,9,9,+1:21.816,81.816,2,56,1,12606.386999999999,1,0,0
789,963,2016,16,sepang,race circuit,3,835,19,12,10,10,+1:35.466,95.46600000000001,1,56,4,12701.853,1,0,0
768,963,2016,16,sepang,race circuit,3,832,16,10,11,11,+1:38.878,98.878,1,56,5,12800.731,1,0,0
769,963,2016,16,sepang,race circuit,3,832,16,10,11,11,+1:38.878,98.878,2,56,5,12899.609,1,0,0
5389,964,2016,17,suzuka,race circuit,3,3,1,5,1,1,1:26:43.333,5203.3330000000005,1,53,131,5203.3330000000005,1,0,0
5390,964,2016,17,suzuka,race circuit,3,3,1,5,1,1,1:26:43.333,5203.3330000000005,2,53,131,10406.666000000001,1,0,0
5667,964,2016,17,suzuka,race circuit,3,830,3,6,2,2,+4.978,4.978,1,53,9,10411.644,1,0,0
5668,964,2016,17,suzuka,race circuit,3,830,3,6,2,2,+4.978,4.978,2,53,9,10416.622000000001,1,0,0
5359,964,2016,17,suzuka,race circuit,3,1,2,2,3,3,+5.776,5.776,1,53,131,10422.398000000001,1,0,0
5360,964,2016,17,suzuka,race circuit,3,1,2,2,3,3,+5.776,5.776,2,53,131,10428.174,1,0,0
5330,964,2016,17,suzuka,race circuit,3,20,6,1,4,4,+20.269,20.269,1,53,6,10448.443000000001,1,0,0
5331,964,2016,17,suzuka,race circuit,3,20,6,1,4,4,+20.269,20.269,2,53,6,10468.712000000001,1,0,0
5522,964,2016,17,suzuka,race circuit,3,8,8,4,5,5,+28.370,28.37,1,53,6,10497.082,1,0,0
5523,964,2016,17,suzuka,race circuit,3,8,8,4,5,5,+28.370,28.37,2,53,6,10525.452000000001,1,0,0
5498,964,2016,17,suzuka,race circuit,3,817,4,3,6,6,+33.941,33.941,1,53,9,10559.393000000002,1,0,0
5499,964,2016,17,suzuka,race circuit,3,817,4,3,6,6,+33.941,33.941,2,53,9,10593.334,1,0,0
5451,964,2016,17,suzuka,race circuit,3,815,5,7,7,7,+57.495,57.495,1,53,10,10650.829000000002,1,0,0
5452,964,2016,17,suzuka,race circuit,3,815,5,7,7,7,+57.495,57.495,2,53,10,10708.324,1,0,0
5552,964,2016,17,suzuka,race circuit,3,807,9,10,8,8,+59.177,59.177,1,53,10,10767.501,1,0,0
5553,964,2016,17,suzuka,race circuit,3,807,9,10,8,8,+59.177,59.177,2,53,10,10826.678000000002,1,0,0
5313,964,2016,17,suzuka,race circuit,3,13,12,14,9,9,+1:37.763,97.763,1,53,3,10924.441,1,0,0
5594,964,2016,17,suzuka,race circuit,3,822,11,15,10,10,+1:38.323,98.32300000000001,1,53,3,11022.764000000001,1,0,0
5575,964,2016,17,suzuka,race circuit,3,154,7,8,11,11,+1:39.254,99.25399999999999,1,53,210,11122.018000000002,1,0,0
5576,964,2016,17,suzuka,race circuit,3,154,7,8,11,11,+1:39.254,99.25399999999999,2,53,210,11221.272,1,0,0
8642,965,2016,18,americas,race circuit,3,1,1,4,1,1,1:38:12.618,5892.618,1,56,131,5892.618,1,0,0
8643,965,2016,18,americas,race circuit,3,1,1,4,1,1,1:38:12.618,5892.618,2,56,131,11785.236,1,0,0
8661,965,2016,18,americas,race circuit,3,3,2,3,2,2,+4.520,4.52,1,56,131,11789.756000000001,1,0,0
8662,965,2016,18,americas,race circuit,3,3,2,3,2,2,+4.520,4.52,2,56,131,11794.276000000002,1,0,0
8708,965,2016,18,americas,race circuit,3,817,3,7,3,3,+19.692,19.692,1,56,9,11813.968,1,0,0
8709,965,2016,18,americas,race circuit,3,817,3,7,3,3,+19.692,19.692,2,56,9,11833.660000000002,1,0,0
8622,965,2016,18,americas,race circuit,3,20,6,1,4,4,+43.134,43.134,1,56,6,11876.794000000002,1,0,0
8623,965,2016,18,americas,race circuit,3,20,6,1,4,4,+43.134,43.134,2,56,6,11919.928,1,0,0
8624,965,2016,18,americas,race circuit,3,20,6,1,4,4,+43.134,43.134,3,56,6,11963.062,1,0,0
8593,965,2016,18,americas,race circuit,3,4,12,10,5,5,+1:33.953,93.953,1,56,1,12057.015000000001,1,0,0
8594,965,2016,18,americas,race circuit,3,4,12,10,5,5,+1:33.953,93.953,2,56,1,12150.968,1,0,0
8818,965,2016,18,americas,race circuit,3,832,10,8,6,6,+1:36.124,96.124,1,56,5,12247.092,1,0,0
8819,965,2016,18,americas,race circuit,3,832,10,8,6,6,+1:36.124,96.124,2,56,5,12343.216,1,0,0
9905,966,2016,19,rodriguez,street circuit,2,1,1,4,1,1,1:40:31.402,6031.402,1,71,131,6031.402,0,1,0
9917,966,2016,19,rodriguez,street circuit,2,3,2,5,2,2,+8.354,8.354,1,71,131,6039.756,0,1,0
9933,966,2016,19,rodriguez,street circuit,2,817,4,1,3,3,+20.858,20.858,1,71,9,6060.6140000000005,0,1,0
9934,966,2016,19,rodriguez,street circuit,2,817,4,1,3,3,+20.858,20.858,2,71,9,6081.472,0,1,0
10023,966,2016,19,rodriguez,street circuit,2,830,3,6,4,4,+21.323,21.323,1,71,9,6102.795,0,1,0
9895,966,2016,19,rodriguez,street circuit,2,20,7,2,5,5,+27.313,27.313,1,71,6,6130.108,0,1,0
9942,966,2016,19,rodriguez,street circuit,2,8,6,3,6,6,+49.376,49.376,1,71,6,6179.484,0,1,0
9943,966,2016,19,rodriguez,street circuit,2,8,6,3,6,6,+49.376,49.376,2,71,6,6228.86,0,1,0
9951,966,2016,19,rodriguez,street circuit,2,807,5,9,7,7,+58.891,58.891,1,71,10,6287.751,0,1,0
9970,966,2016,19,rodriguez,street circuit,2,822,8,11,8,8,+1:05.612,65.612,1,71,3,6353.363,0,1,0
9891,966,2016,19,rodriguez,street circuit,2,13,9,12,9,9,+1:16.206,76.206,1,71,3,6429.569,0,1,0
9922,966,2016,19,rodriguez,street circuit,2,815,12,13,10,10,+1:16.798,76.798,1,71,10,6506.367,0,1,0
6609,967,2016,20,interlagos,street circuit,2,1,1,3,1,1,3:01:01.335,10861.335,1,71,131,10861.335,0,1,0
6610,967,2016,20,interlagos,street circuit,2,1,1,3,1,1,3:01:01.335,10861.335,2,71,131,21722.67,0,1,0
6649,967,2016,20,interlagos,street circuit,2,3,2,6,2,2,+11.455,11.455,1,71,131,21734.125,0,1,0
6650,967,2016,20,interlagos,street circuit,2,3,2,6,2,2,+11.455,11.455,2,71,131,21745.579999999998,0,1,0
6958,967,2016,20,interlagos,street circuit,2,830,4,1,3,3,+21.481,21.481,1,71,9,21767.060999999998,0,1,0
6959,967,2016,20,interlagos,street circuit,2,830,4,1,3,3,+21.481,21.481,2,71,9,21788.541999999998,0,1,0
6960,967,2016,20,interlagos,street circuit,2,830,4,1,3,3,+21.481,21.481,3,71,9,21810.022999999997,0,1,0
6961,967,2016,20,interlagos,street circuit,2,830,4,1,3,3,+21.481,21.481,4,71,9,21831.503999999997,0,1,0
6962,967,2016,20,interlagos,street circuit,2,830,4,1,3,3,+21.481,21.481,5,71,9,21852.984999999997,0,1,0
6710,967,2016,20,interlagos,street circuit,2,815,9,11,4,4,+25.346,25.346,1,71,10,21878.331,0,1,0
6711,967,2016,20,interlagos,street circuit,2,815,9,11,4,4,+25.346,25.346,2,71,10,21903.677,0,1,0
6567,967,2016,20,interlagos,street circuit,2,20,5,5,5,5,+26.334,26.334,1,71,6,21930.011,0,1,0
6568,967,2016,20,interlagos,street circuit,2,20,5,5,5,5,+26.334,26.334,2,71,6,21956.344999999998,0,1,0
6569,967,2016,20,interlagos,street circuit,2,20,5,5,5,5,+26.334,26.334,3,71,6,21982.678999999996,0,1,0
6931,967,2016,20,interlagos,street circuit,2,832,15,13,6,6,+29.160,29.16,1,71,5,22011.839,0,1,0
6932,967,2016,20,interlagos,street circuit,2,832,15,13,6,6,+29.160,29.16,2,71,5,22040.999,0,1,0
6827,967,2016,20,interlagos,street circuit,2,807,8,8,7,7,+29.827,29.827,1,71,10,22070.825999999997,0,1,0
6828,967,2016,20,interlagos,street circuit,2,807,8,8,7,7,+29.827,29.827,2,71,10,22100.653,0,1,0
6829,967,2016,20,interlagos,street circuit,2,807,8,8,7,7,+29.827,29.827,3,71,10,22130.48,0,1,0
6762,967,2016,20,interlagos,street circuit,2,817,6,2,8,8,+30.486,30.486,1,71,9,22160.965999999997,0,1,0
6763,967,2016,20,interlagos,street circuit,2,817,6,2,8,8,+30.486,30.486,2,71,9,22191.451999999997,0,1,0
6764,967,2016,20,interlagos,street circuit,2,817,6,2,8,8,+30.486,30.486,3,71,9,22221.938,0,1,0
6765,967,2016,20,interlagos,street circuit,2,817,6,2,8,8,+30.486,30.486,4,71,9,22252.424,0,1,0
6766,967,2016,20,interlagos,street circuit,2,817,6,2,8,8,+30.486,30.486,5,71,9,22282.91,0,1,0
6953,967,2016,20,interlagos,street circuit,2,831,21,15,9,9,+42.620,42.62,1,71,15,22325.53,0,1,0
6954,967,2016,20,interlagos,street circuit,2,831,21,15,9,9,+42.620,42.62,2,71,15,22368.149999999998,0,1,0
6508,967,2016,20,interlagos,street circuit,2,4,10,12,10,10,+44.432,44.432,1,71,1,22412.582,0,1,0
6509,967,2016,20,interlagos,street circuit,2,4,10,12,10,10,+44.432,44.432,2,71,1,22457.014,0,1,0
6510,967,2016,20,interlagos,street circuit,2,4,10,12,10,10,+44.432,44.432,3,71,1,22501.446,0,1,0
6870,967,2016,20,interlagos,street circuit,2,822,11,4,11,11,+45.292,45.292,1,71,3,22546.737999999998,0,1,0
6871,967,2016,20,interlagos,street circuit,2,822,11,4,11,11,+45.292,45.292,2,71,3,22592.03,0,1,0
6872,967,2016,20,interlagos,street circuit,2,822,11,4,11,11,+45.292,45.292,3,71,3,22637.321999999996,0,1,0
6873,967,2016,20,interlagos,street circuit,2,822,11,4,11,11,+45.292,45.292,4,71,3,22682.613999999998,0,1,0
6994,967,2016,20,interlagos,street circuit,2,839,22,16,12,12,+45.809,45.809,1,71,209,22728.423,0,1,0
6995,967,2016,20,interlagos,street circuit,2,839,22,16,12,12,+45.809,45.809,2,71,209,22774.232,0,1,0
6914,967,2016,20,interlagos,street circuit,2,826,14,14,13,13,+51.192,51.192,1,71,5,22825.424,0,1,0
6915,967,2016,20,interlagos,street circuit,2,826,14,14,13,13,+51.192,51.192,2,71,5,22876.615999999998,0,1,0
6916,967,2016,20,interlagos,street circuit,2,826,14,14,13,13,+51.192,51.192,3,71,5,22927.807999999997,0,1,0
6917,967,2016,20,interlagos,street circuit,2,826,14,14,13,13,+51.192,51.192,4,71,5,22979.0,0,1,0
6902,967,2016,20,interlagos,street circuit,2,825,18,7,14,14,+51.555,51.555,1,71,4,23030.554999999997,0,1,0
6903,967,2016,20,interlagos,street circuit,2,825,18,7,14,14,+51.555,51.555,2,71,4,23082.109999999997,0,1,0
6904,967,2016,20,interlagos,street circuit,2,825,18,7,14,14,+51.555,51.555,3,71,4,23133.664999999997,0,1,0
6905,967,2016,20,interlagos,street circuit,2,825,18,7,14,14,+51.555,51.555,4,71,4,23185.219999999998,0,1,0
6985,967,2016,20,interlagos,street circuit,2,836,19,18,15,15,+1:00.498,60.498,1,71,209,23245.717999999997,0,1,0
6986,967,2016,20,interlagos,street circuit,2,836,19,18,15,15,+1:00.498,60.498,2,71,209,23306.215999999997,0,1,0
6987,967,2016,20,interlagos,street circuit,2,836,19,18,15,15,+1:00.498,60.498,3,71,209,23366.714,0,1,0
6680,967,2016,20,interlagos,street circuit,2,18,17,10,16,16,+1:21.994,81.994,1,71,1,23448.708,0,1,0
6681,967,2016,20,interlagos,street circuit,2,18,17,10,16,16,+1:21.994,81.994,2,71,1,23530.701999999997,0,1,0
6682,967,2016,20,interlagos,street circuit,2,18,17,10,16,16,+1:21.994,81.994,3,71,1,23612.696,0,1,0
6683,967,2016,20,interlagos,street circuit,2,18,17,10,16,16,+1:21.994,81.994,4,71,1,23694.69,0,1,0
6684,967,2016,20,interlagos,street circuit,2,18,17,10,16,16,+1:21.994,81.994,5,71,1,23776.683999999997,0,1,0
6134,968,2016,21,yas_marina,race circuit,3,1,1,5,1,1,1:38:04.013,5884.013,1,55,131,5884.013,1,0,0
6135,968,2016,21,yas_marina,race circuit,3,1,1,5,1,1,1:38:04.013,5884.013,2,55,131,11768.026,1,0,0
6156,968,2016,21,yas_marina,race circuit,3,3,2,9,2,2,+0.439,0.439,1,55,131,11768.465,1,0,0
6157,968,2016,21,yas_marina,race circuit,3,3,2,9,2,2,+0.439,0.439,2,55,131,11768.904,1,0,0
6112,968,2016,21,yas_marina,race circuit,3,20,5,1,3,3,+0.843,0.843,1,55,6,11769.747,1,0,0
6113,968,2016,21,yas_marina,race circuit,3,20,5,1,3,3,+0.843,0.843,2,55,6,11770.59,1,0,0
6365,968,2016,21,yas_marina,race circuit,3,830,6,7,4,4,+1.685,1.685,1,55,9,11772.275,1,0,0
6227,968,2016,21,yas_marina,race circuit,3,817,3,3,5,5,+5.315,5.315,1,55,9,11777.59,1,0,0
6228,968,2016,21,yas_marina,race circuit,3,817,3,3,5,5,+5.315,5.315,2,55,9,11782.905,1,0,0
6248,968,2016,21,yas_marina,race circuit,3,8,4,6,6,6,+18.816,18.816,1,55,6,11801.721,1,0,0
6249,968,2016,21,yas_marina,race circuit,3,8,4,6,6,6,+18.816,18.816,2,55,6,11820.537,1,0,0
6271,968,2016,21,yas_marina,race circuit,3,807,7,13,7,7,+50.114,50.114,1,55,10,11870.651,1,0,0
6272,968,2016,21,yas_marina,race circuit,3,807,7,13,7,7,+50.114,50.114,2,55,10,11920.765,1,0,0
6197,968,2016,21,yas_marina,race circuit,3,815,8,8,8,8,+58.776,58.776,1,55,10,11979.541,1,0,0
6198,968,2016,21,yas_marina,race circuit,3,815,8,8,8,8,+58.776,58.776,2,55,10,12038.317,1,0,0
6099,968,2016,21,yas_marina,race circuit,3,13,10,10,9,9,+59.436,59.436,1,55,3,12097.753,1,0,0
6100,968,2016,21,yas_marina,race circuit,3,13,10,10,9,9,+59.436,59.436,2,55,3,12157.189,1,0,0
6082,968,2016,21,yas_marina,race circuit,3,4,9,2,10,10,+59.896,59.896,1,55,1,12217.085,1,0,0
6083,968,2016,21,yas_marina,race circuit,3,4,9,2,10,10,+59.896,59.896,2,55,1,12276.981,1,0,0
6286,968,2016,21,yas_marina,race circuit,3,154,14,4,11,11,+1:16.777,76.777,1,55,210,12353.758,1,0,0
6287,968,2016,21,yas_marina,race circuit,3,154,14,4,11,11,+1:16.777,76.777,2,55,210,12430.535,1,0,0
6295,968,2016,21,yas_marina,race circuit,3,821,13,12,12,12,+1:35.113,95.113,1,55,210,12525.648,1,0,0
6296,968,2016,21,yas_marina,race circuit,3,821,13,12,12,12,+1:35.113,95.113,2,55,210,12620.761,1,0,0
61,969,2017,1,albert_park,street circuit,2,20,2,3,1,1,1:24:11.672,5051.6720000000005,1,57,6,5051.6720000000005,0,1,0
86,969,2017,1,albert_park,street circuit,2,1,1,6,2,2,+9.975,9.975,1,57,131,5061.647000000001,0,1,0
242,969,2017,1,albert_park,street circuit,2,822,3,2,3,3,+11.250,11.25,1,57,131,5072.897000000001,0,1,0
193,969,2017,1,albert_park,street circuit,2,8,4,1,4,4,+22.393,22.393,1,57,6,5095.290000000001,0,1,0
