,raceId,year,round,circuitRef,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
50,841,2011,1,albert_park,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,1,58,9,5370.259,0,1,0
51,841,2011,1,albert_park,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,2,58,9,10740.518,0,1,0
76,841,2011,1,albert_park,street circuit,2,1,2,8,2,2,+22.297,22.297,1,58,1,10762.815,0,1,0
77,841,2011,1,albert_park,street circuit,2,1,2,8,2,2,+22.297,22.297,2,58,1,10785.112,0,1,0
94,841,2011,1,albert_park,street circuit,2,808,6,7,3,3,+30.560,30.56,1,58,4,10815.672,0,1,0
95,841,2011,1,albert_park,street circuit,2,808,6,7,3,3,+30.560,30.56,2,58,4,10846.232,0,1,0
13,841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,1,58,6,10878.004,0,1,0
14,841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,2,58,6,10909.776,0,1,0
15,841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,3,58,6,10941.548,0,1,0
5,841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,1,58,9,10979.719,0,1,0
6,841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,2,58,9,11017.89,0,1,0
7,841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,3,58,9,11056.061,0,1,0
117,841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,1,58,1,11110.365,0,1,0
118,841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,2,58,1,11164.669,0,1,0
119,841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,3,58,1,11218.973,0,1,0
33,841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,1,58,6,11304.159,0,1,0
34,841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,2,58,6,11389.345,0,1,0
35,841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,3,58,6,11474.531,0,1,0
477,842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,1,56,9,5859.832,1,0,0
478,842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,2,56,9,11719.664,1,0,0
479,842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,3,56,9,17579.496,1,0,0
570,842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,1,56,1,17582.757,1,0,0
571,842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,2,56,1,17586.018,1,0,0
572,842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,3,56,1,17589.279000000002,1,0,0
507,842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,1,56,4,17614.354,1,0,0
508,842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,2,56,4,17639.429,1,0,0
509,842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,3,56,4,17664.504,1,0,0
428,842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,1,56,9,17690.888000000003,1,0,0
429,842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,2,56,9,17717.272,1,0,0
430,842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,3,56,9,17743.656000000003,1,0,0
431,842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,4,56,9,17770.04,1,0,0
454,842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,1,56,6,17806.998,1,0,0
455,842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,2,56,6,17843.956000000002,1,0,0
456,842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,3,56,6,17880.914,1,0,0
439,842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,1,56,6,17918.162,1,0,0
440,842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,2,56,6,17955.41,1,0,0
441,842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,3,56,6,17992.658,1,0,0
442,842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,4,56,6,18029.906000000003,1,0,0
555,842,2011,2,sepang,race circuit,3,155,10,10,7,7,+1:06.439,66.439,1,56,15,18096.345,1,0,0
556,842,2011,2,sepang,race circuit,3,155,10,10,7,7,+1:06.439,66.439,2,56,15,18162.784,1,0,0
510,842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,1,56,1,18232.741,1,0,0
511,842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,2,56,1,18302.698,1,0,0
512,842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,3,56,1,18372.655000000002,1,0,0
513,842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,4,56,1,18442.612,1,0,0
422,842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,1,56,131,18527.508,1,0,0
423,842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,2,56,131,18612.404000000002,1,0,0
424,842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,3,56,131,18697.3,1,0,0
494,842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,1,56,10,18788.863,1,0,0
495,842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,2,56,10,18880.426,1,0,0
496,842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,3,56,10,18971.989,1,0,0
562,842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,1,55,10,19073.368000000002,1,0,0
563,842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,2,55,10,19174.747,1,0,0
564,842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,3,55,10,19276.126,1,0,0
889,843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,1,56,1,5818.226000000001,1,0,0
890,843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,2,56,1,11636.452000000001,1,0,0
891,843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,3,56,1,17454.678,1,0,0
853,843,2011,3,shanghai,race circuit,3,20,1,8,2,2,+5.198,5.198,1,56,9,17459.876,1,0,0
854,843,2011,3,shanghai,race circuit,3,20,1,8,2,2,+5.198,5.198,2,56,9,17465.074,1,0,0
802,843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,1,56,9,17472.629,1,0,0
803,843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,2,56,9,17480.184,1,0,0
804,843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,3,56,9,17487.739,1,0,0
947,843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,1,56,1,17497.739,1,0,0
948,843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,2,56,1,17507.739,1,0,0
949,843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,3,56,1,17517.739,1,0,0
920,843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,1,56,131,17531.187,1,0,0
921,843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,2,56,131,17544.635000000002,1,0,0
922,843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,3,56,131,17558.083000000002,1,0,0
832,843,2011,3,shanghai,race circuit,3,13,6,10,6,6,+15.840,15.84,1,56,6,17573.923000000003,1,0,0
833,843,2011,3,shanghai,race circuit,3,13,6,10,6,6,+15.840,15.84,2,56,6,17589.763000000003,1,0,0
810,843,2011,3,shanghai,race circuit,3,4,5,15,7,7,+30.622,30.622,1,56,6,17620.385000000002,1,0,0
811,843,2011,3,shanghai,race circuit,3,4,5,15,7,7,+30.622,30.622,2,56,6,17651.007,1,0,0
798,843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,1,56,131,17682.033000000003,1,0,0
799,843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,2,56,131,17713.059,1,0,0
800,843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,3,56,131,17744.085000000003,1,0,0
916,843,2011,3,shanghai,race circuit,3,808,10,7,9,9,+57.404,57.404,1,56,4,17801.489,1,0,0
917,843,2011,3,shanghai,race circuit,3,808,10,7,9,9,+57.404,57.404,2,56,4,17858.893,1,0,0
934,843,2011,3,shanghai,race circuit,3,155,13,17,10,10,+1:03.273,63.273,1,56,15,17922.166,1,0,0
935,843,2011,3,shanghai,race circuit,3,155,13,17,10,10,+1:03.273,63.273,2,56,15,17985.439000000002,1,0,0
875,843,2011,3,shanghai,race circuit,3,814,8,18,11,11,+1:08.757,68.757,1,56,10,18054.196000000004,1,0,0
876,843,2011,3,shanghai,race circuit,3,814,8,18,11,11,+1:08.757,68.757,2,56,10,18122.953,1,0,0
887,843,2011,3,shanghai,race circuit,3,2,16,16,12,12,+1:12.739,72.739,1,56,4,18195.692000000003,1,0,0
888,843,2011,3,shanghai,race circuit,3,2,16,16,12,12,+1:12.739,72.739,2,56,4,18268.431,1,0,0
851,843,2011,3,shanghai,race circuit,3,22,15,13,13,13,+1:30.189,90.189,1,56,3,18358.620000000003,1,0,0
852,843,2011,3,shanghai,race circuit,3,22,15,13,13,13,+1:30.189,90.189,2,56,3,18448.809,1,0,0
884,843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,1,56,5,18539.480000000003,1,0,0
885,843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,2,56,5,18630.151,1,0,0
886,843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,3,56,5,18720.822,1,0,0
1329,844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,1,58,9,5417.558,1,0,0
1330,844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,2,58,9,10835.116,1,0,0
1331,844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,3,58,9,16252.673999999999,1,0,0
1332,844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,4,58,9,21670.232,1,0,0
1313,844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,1,58,9,21679.039,1,0,0
1314,844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,2,58,9,21687.846,1,0,0
1315,844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,3,58,9,21696.653,1,0,0
1316,844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,4,58,9,21705.46,1,0,0
1317,844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,1,58,6,21715.535,1,0,0
1318,844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,2,58,6,21725.61,1,0,0
1319,844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,3,58,6,21735.685,1,0,0
1320,844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,4,58,6,21745.76,1,0,0
1350,844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,1,58,1,21785.992,1,0,0
1351,844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,2,58,1,21826.224,1,0,0
1352,844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,3,58,1,21866.456,1,0,0
1353,844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,4,58,1,21906.688,1,0,0
1360,844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,1,58,131,21954.227,1,0,0
1361,844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,2,58,131,22001.766,1,0,0
1362,844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,3,58,131,22049.305,1,0,0
1363,844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,4,58,131,22096.844,1,0,0
1373,844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,1,58,1,22156.275,1,0,0
1374,844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,2,58,1,22215.706,1,0,0
1375,844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,3,58,1,22275.137,1,0,0
1346,844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,1,58,4,22335.994,1,0,0
1347,844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,2,58,4,22396.851,1,0,0
1348,844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,3,58,4,22457.708,1,0,0
1349,844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,4,58,4,22518.565,1,0,0
1356,844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,1,58,4,22586.733,1,0,0
1357,844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,2,58,4,22654.901,1,0,0
1358,844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,3,58,4,22723.069,1,0,0
1359,844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,4,58,4,22791.237,1,0,0
1343,844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,1,58,5,22860.631,1,0,0
1344,844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,2,58,5,22930.025,1,0,0
1345,844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,3,58,5,22999.419,1,0,0
1364,844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,1,58,15,23077.44,1,0,0
1365,844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,2,58,15,23155.461,1,0,0
1366,844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,3,58,15,23233.482,1,0,0
1322,844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,1,58,6,23313.305,1,0,0
1323,844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,2,58,6,23393.128,1,0,0
1324,844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,3,58,6,23472.951,1,0,0
1325,844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,4,58,6,23552.774,1,0,0
1309,844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,1,58,131,23638.218,1,0,0
1310,844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,2,58,131,23723.662,1,0,0
1311,844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,3,58,131,23809.106,1,0,0
1312,844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,4,58,131,23894.55,1,0,0
1521,845,2011,5,catalunya,road circuit,1,20,2,4,1,1,1:39:03.301,5943.3009999999995,1,66,9,5943.3009999999995,0,0,1
1522,845,2011,5,catalunya,road circuit,1,20,2,4,1,1,1:39:03.301,5943.3009999999995,2,66,9,11886.601999999999,0,0,1
1523,845,2011,5,catalunya,road circuit,1,20,2,4,1,1,1:39:03.301,5943.3009999999995,3,66,9,17829.903,0,0,1
1524,845,2011,5,catalunya,road circuit,1,20,2,4,1,1,1:39:03.301,5943.3009999999995,4,66,9,23773.203999999998,0,0,1
1571,845,2011,5,catalunya,road circuit,1,1,3,1,2,2,+0.630,0.63,1,66,1,23773.834,0,0,1
1572,845,2011,5,catalunya,road circuit,1,1,3,1,2,2,+0.630,0.63,2,66,1,23774.463999999996,0,0,1
1573,845,2011,5,catalunya,road circuit,1,1,3,1,2,2,+0.630,0.63,3,66,1,23775.093999999997,0,0,1
1574,845,2011,5,catalunya,road circuit,1,1,3,1,2,2,+0.630,0.63,4,66,1,23775.724,0,0,1
1640,845,2011,5,catalunya,road circuit,1,18,5,7,3,3,+35.697,35.697,1,66,1,23811.421,0,0,1
1641,845,2011,5,catalunya,road circuit,1,18,5,7,3,3,+35.697,35.697,2,66,1,23847.118,0,0,1
1642,845,2011,5,catalunya,road circuit,1,18,5,7,3,3,+35.697,35.697,3,66,1,23882.815,0,0,1
1453,845,2011,5,catalunya,road circuit,1,17,1,5,4,4,+47.966,47.966,1,66,9,23930.781,0,0,1
1454,845,2011,5,catalunya,road circuit,1,17,1,5,4,4,+47.966,47.966,2,66,9,23978.747,0,0,1
1455,845,2011,5,catalunya,road circuit,1,17,1,5,4,4,+47.966,47.966,3,66,9,24026.712999999996,0,0,1
1456,845,2011,5,catalunya,road circuit,1,17,1,5,4,4,+47.966,47.966,4,66,9,24074.678999999996,0,0,1
2150,846,2011,6,monaco,street circuit,2,20,1,2,1,1,2:09:38.373,7778.373,1,78,9,7778.373,0,1,0
2122,846,2011,6,monaco,street circuit,2,4,4,4,2,2,+1.138,1.138,1,78,6,7779.5109999999995,0,1,0
2123,846,2011,6,monaco,street circuit,2,4,4,4,2,2,+1.138,1.138,2,78,6,7780.648999999999,0,1,0
2217,846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,1,78,1,7783.027,0,1,0
2218,846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,2,78,1,7785.405,0,1,0
2219,846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,3,78,1,7787.782999999999,0,1,0
2118,846,2011,6,monaco,street circuit,2,17,3,1,4,4,+23.101,23.101,1,78,9,7810.884,0,1,0
2119,846,2011,6,monaco,street circuit,2,17,3,1,4,4,+23.101,23.101,2,78,9,7833.985,0,1,0
2207,846,2011,6,monaco,street circuit,2,155,12,7,5,5,+26.916,26.916,1,78,15,7860.901,0,1,0
2175,846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,1,78,1,7888.111,0,1,0
2176,846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,2,78,1,7915.321,0,1,0
2177,846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,3,78,1,7942.531,0,1,0
2663,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,1,70,1,14679.537,1,0,0
2664,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,2,70,1,29359.074,1,0,0
2665,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,3,70,1,44038.611000000004,1,0,0
2666,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,4,70,1,58718.148,1,0,0
2667,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,5,70,1,73397.685,1,0,0
2668,847,2011,7,villeneuve,race circuit,3,18,7,1,1,1,4:04:39.537,14679.537,6,70,1,88077.22200000001,1,0,0
2575,847,2011,7,villeneuve,race circuit,3,20,1,2,2,2,+2.709,2.709,1,70,9,88079.931,1,0,0
2576,847,2011,7,villeneuve,race circuit,3,20,1,2,2,2,+2.709,2.709,2,70,9,88082.64,1,0,0
2577,847,2011,7,villeneuve,race circuit,3,20,1,2,2,2,+2.709,2.709,3,70,9,88085.349,1,0,0
2534,847,2011,7,villeneuve,race circuit,3,17,4,8,3,3,+13.828,13.828,1,70,9,88099.177,1,0,0
2535,847,2011,7,villeneuve,race circuit,3,17,4,8,3,3,+13.828,13.828,2,70,9,88113.005,1,0,0
2536,847,2011,7,villeneuve,race circuit,3,17,4,8,3,3,+13.828,13.828,3,70,9,88126.833,1,0,0
2528,847,2011,7,villeneuve,race circuit,3,30,8,4,4,4,+14.219,14.219,1,70,131,88141.052,1,0,0
2529,847,2011,7,villeneuve,race circuit,3,30,8,4,4,4,+14.219,14.219,2,70,131,88155.27100000001,1,0,0
2530,847,2011,7,villeneuve,race circuit,3,30,8,4,4,4,+14.219,14.219,3,70,131,88169.49,1,0,0
2531,847,2011,7,villeneuve,race circuit,3,30,8,4,4,4,+14.219,14.219,4,70,131,88183.709,1,0,0
2630,847,2011,7,villeneuve,race circuit,3,808,10,3,5,5,+20.395,20.395,1,70,4,88204.104,1,0,0
2631,847,2011,7,villeneuve,race circuit,3,808,10,3,5,5,+20.395,20.395,2,70,4,88224.499,1,0,0
2559,847,2011,7,villeneuve,race circuit,3,13,3,5,6,6,+33.225,33.225,1,70,6,88257.724,1,0,0
2560,847,2011,7,villeneuve,race circuit,3,13,3,5,6,6,+33.225,33.225,2,70,6,88290.94900000001,1,0,0
2561,847,2011,7,villeneuve,race circuit,3,13,3,5,6,6,+33.225,33.225,3,70,6,88324.174,1,0,0
2562,847,2011,7,villeneuve,race circuit,3,13,3,5,6,6,+33.225,33.225,4,70,6,88357.399,1,0,0
2648,847,2011,7,villeneuve,race circuit,3,155,13,10,7,7,+33.270,33.27,1,70,15,88390.669,1,0,0
2649,847,2011,7,villeneuve,race circuit,3,155,13,10,7,7,+33.270,33.27,2,70,15,88423.939,1,0,0
2525,847,2011,7,villeneuve,race circuit,3,153,24,13,8,8,+35.964,35.964,1,70,5,88459.903,1,0,0
2526,847,2011,7,villeneuve,race circuit,3,153,24,13,8,8,+35.964,35.964,2,70,5,88495.867,1,0,0
2527,847,2011,7,villeneuve,race circuit,3,153,24,13,8,8,+35.964,35.964,3,70,5,88531.831,1,0,0
2571,847,2011,7,villeneuve,race circuit,3,22,16,11,9,9,+45.117,45.117,1,70,3,88576.948,1,0,0
2572,847,2011,7,villeneuve,race circuit,3,22,16,11,9,9,+45.117,45.117,2,70,3,88622.065,1,0,0
2573,847,2011,7,villeneuve,race circuit,3,22,16,11,9,9,+45.117,45.117,3,70,3,88667.182,1,0,0
2574,847,2011,7,villeneuve,race circuit,3,22,16,11,9,9,+45.117,45.117,4,70,3,88712.299,1,0,0
2606,847,2011,7,villeneuve,race circuit,3,67,15,7,10,10,+47.056,47.056,1,70,5,88759.355,1,0,0
2607,847,2011,7,villeneuve,race circuit,3,67,15,7,10,10,+47.056,47.056,2,70,5,88806.41100000001,1,0,0
2608,847,2011,7,villeneuve,race circuit,3,67,15,7,10,10,+47.056,47.056,3,70,5,88853.467,1,0,0
2609,847,2011,7,villeneuve,race circuit,3,67,15,7,10,10,+47.056,47.056,4,70,5,88900.523,1,0,0
2634,847,2011,7,villeneuve,race circuit,3,3,6,9,11,11,+50.454,50.454,1,70,131,88950.977,1,0,0
2635,847,2011,7,villeneuve,race circuit,3,3,6,9,11,11,+50.454,50.454,2,70,131,89001.431,1,0,0
2636,847,2011,7,villeneuve,race circuit,3,3,6,9,11,11,+50.454,50.454,3,70,131,89051.885,1,0,0
2637,847,2011,7,villeneuve,race circuit,3,3,6,9,11,11,+50.454,50.454,4,70,131,89102.339,1,0,0
2713,847,2011,7,villeneuve,race circuit,3,37,17,12,12,12,+1:03.607,63.607,1,70,15,89165.946,1,0,0
2714,847,2011,7,villeneuve,race circuit,3,37,17,12,12,12,+1:03.607,63.607,2,70,15,89229.553,1,0,0
2970,848,2011,8,valencia,street circuit,2,20,1,1,1,1,1:39:36.169,5976.169,1,57,9,5976.169,0,1,0
2971,848,2011,8,valencia,street circuit,2,20,1,1,1,1,1:39:36.169,5976.169,2,57,9,11952.338,0,1,0
2972,848,2011,8,valencia,street circuit,2,20,1,1,1,1,1:39:36.169,5976.169,3,57,9,17928.506999999998,0,1,0
2955,848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,1,57,6,17939.398,0,1,0
2956,848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,2,57,6,17950.289,0,1,0
2957,848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,3,57,6,17961.18,0,1,0
2950,848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,1,57,9,17988.435,0,1,0
2951,848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,2,57,9,18015.69,0,1,0
2952,848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,3,57,9,18042.945,0,1,0
2987,848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,1,57,1,18089.135,0,1,0
2988,848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,2,57,1,18135.325,0,1,0
2989,848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,3,57,1,18181.515,0,1,0
2960,848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,1,57,6,18233.22,0,1,0
2961,848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,2,57,6,18284.925,0,1,0
2962,848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,3,57,6,18336.63,0,1,0
3013,848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,1,57,1,18396.695,0,1,0
3014,848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,2,57,1,18456.76,0,1,0
3015,848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,3,57,1,18516.825,0,1,0
2999,848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,1,57,131,18614.915,0,1,0
3000,848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,2,57,131,18713.005,0,1,0
3001,848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,3,57,131,18811.095,0,1,0
3072,849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,1,52,6,5321.196,1,0,0
3073,849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,2,52,6,10642.392,1,0,0
3074,849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,3,52,6,15963.588,1,0,0
3115,849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,1,52,9,15980.099,1,0,0
3116,849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,2,52,9,15996.61,1,0,0
3117,849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,3,52,9,16013.121,1,0,0
3064,849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,1,52,9,16030.068,1,0,0
3065,849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,2,52,9,16047.015,1,0,0
3066,849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,3,52,9,16063.962,1,0,0
3155,849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,1,52,1,16092.948,1,0,0
3156,849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,2,52,1,16121.934,1,0,0
3157,849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,3,52,1,16150.92,1,0,0
3098,849,2011,9,silverstone,race circuit,3,13,4,2,5,5,+29.010,29.01,1,52,6,16179.93,1,0,0
