raceId,year,round,circuitRef,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
841,2011,1,albert_park,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,1,58,9,5370.259,0,1,0
841,2011,1,albert_park,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,2,58,9,10740.518,0,1,0
841,2011,1,albert_park,street circuit,2,1,2,8,2,2,+22.297,22.297,1,58,1,10762.815,0,1,0
841,2011,1,albert_park,street circuit,2,1,2,8,2,2,+22.297,22.297,2,58,1,10785.112,0,1,0
841,2011,1,albert_park,street circuit,2,808,6,7,3,3,+30.560,30.56,1,58,4,10815.672,0,1,0
841,2011,1,albert_park,street circuit,2,808,6,7,3,3,+30.560,30.56,2,58,4,10846.232,0,1,0
841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,1,58,6,10878.004,0,1,0
841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,2,58,6,10909.776,0,1,0
841,2011,1,albert_park,street circuit,2,4,5,2,4,4,+31.772,31.772,3,58,6,10941.548,0,1,0
841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,1,58,9,10979.719,0,1,0
841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,2,58,9,11017.89,0,1,0
841,2011,1,albert_park,street circuit,2,17,3,3,5,5,+38.171,38.171,3,58,9,11056.061,0,1,0
841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,1,58,1,11110.365,0,1,0
841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,2,58,1,11164.669,0,1,0
841,2011,1,albert_park,street circuit,2,18,4,5,6,6,+54.304,54.304,3,58,1,11218.973,0,1,0
841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,1,58,6,11304.159,0,1,0
841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,2,58,6,11389.345,0,1,0
841,2011,1,albert_park,street circuit,2,13,8,1,7,7,+1:25.186,85.186,3,58,6,11474.531,0,1,0
842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,1,56,9,5859.832,1,0,0
842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,2,56,9,11719.664,1,0,0
842,2011,2,sepang,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,3,56,9,17579.496,1,0,0
842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,1,56,1,17582.757,1,0,0
842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,2,56,1,17586.018,1,0,0
842,2011,2,sepang,race circuit,3,18,4,4,2,2,+3.261,3.261,3,56,1,17589.279000000002,1,0,0
842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,1,56,4,17614.354,1,0,0
842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,2,56,4,17639.429,1,0,0
842,2011,2,sepang,race circuit,3,2,6,7,3,3,+25.075,25.075,3,56,4,17664.504,1,0,0
842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,1,56,9,17690.888000000003,1,0,0
842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,2,56,9,17717.272,1,0,0
842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,3,56,9,17743.656000000003,1,0,0
842,2011,2,sepang,race circuit,3,17,3,1,4,4,+26.384,26.384,4,56,9,17770.04,1,0,0
842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,1,56,6,17806.998,1,0,0
842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,2,56,6,17843.956000000002,1,0,0
842,2011,2,sepang,race circuit,3,13,7,9,5,5,+36.958,36.958,3,56,6,17880.914,1,0,0
842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,1,56,6,17918.162,1,0,0
842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,2,56,6,17955.41,1,0,0
842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,3,56,6,17992.658,1,0,0
842,2011,2,sepang,race circuit,3,4,5,2,6,6,+37.248,37.248,4,56,6,18029.906000000003,1,0,0
842,2011,2,sepang,race circuit,3,155,10,10,7,7,+1:06.439,66.439,1,56,15,18096.345,1,0,0
842,2011,2,sepang,race circuit,3,155,10,10,7,7,+1:06.439,66.439,2,56,15,18162.784,1,0,0
842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,1,56,1,18232.741,1,0,0
842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,2,56,1,18302.698,1,0,0
842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,3,56,1,18372.655000000002,1,0,0
842,2011,2,sepang,race circuit,3,1,2,5,8,8,+1:09.957,69.957,4,56,1,18442.612,1,0,0
842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,1,56,131,18527.508,1,0,0
842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,2,56,131,18612.404000000002,1,0,0
842,2011,2,sepang,race circuit,3,30,11,11,9,9,+1:24.896,84.896,3,56,131,18697.3,1,0,0
842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,1,56,10,18788.863,1,0,0
842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,2,56,10,18880.426,1,0,0
842,2011,2,sepang,race circuit,3,814,14,13,10,10,+1:31.563,91.563,3,56,10,18971.989,1,0,0
842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,1,55,10,19073.368000000002,1,0,0
842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,2,55,10,19174.747,1,0,0
842,2011,2,sepang,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,3,55,10,19276.126,1,0,0
843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,1,56,1,5818.226000000001,1,0,0
843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,2,56,1,11636.452000000001,1,0,0
843,2011,3,shanghai,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,3,56,1,17454.678,1,0,0
843,2011,3,shanghai,race circuit,3,20,1,8,2,2,+5.198,5.198,1,56,9,17459.876,1,0,0
843,2011,3,shanghai,race circuit,3,20,1,8,2,2,+5.198,5.198,2,56,9,17465.074,1,0,0
843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,1,56,9,17472.629,1,0,0
843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,2,56,9,17480.184,1,0,0
843,2011,3,shanghai,race circuit,3,17,18,1,3,3,+7.555,7.555,3,56,9,17487.739,1,0,0
843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,1,56,1,17497.739,1,0,0
843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,2,56,1,17507.739,1,0,0
843,2011,3,shanghai,race circuit,3,18,2,3,4,4,+10.000,10.0,3,56,1,17517.739,1,0,0
843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,1,56,131,17531.187,1,0,0
843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,2,56,131,17544.635000000002,1,0,0
843,2011,3,shanghai,race circuit,3,3,4,5,5,5,+13.448,13.448,3,56,131,17558.083000000002,1,0,0
843,2011,3,shanghai,race circuit,3,13,6,10,6,6,+15.840,15.84,1,56,6,17573.923000000003,1,0,0
843,2011,3,shanghai,race circuit,3,13,6,10,6,6,+15.840,15.84,2,56,6,17589.763000000003,1,0,0
843,2011,3,shanghai,race circuit,3,4,5,15,7,7,+30.622,30.622,1,56,6,17620.385000000002,1,0,0
843,2011,3,shanghai,race circuit,3,4,5,15,7,7,+30.622,30.622,2,56,6,17651.007,1,0,0
843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,1,56,131,17682.033000000003,1,0,0
843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,2,56,131,17713.059,1,0,0
843,2011,3,shanghai,race circuit,3,30,14,6,8,8,+31.026,31.026,3,56,131,17744.085000000003,1,0,0
843,2011,3,shanghai,race circuit,3,808,10,7,9,9,+57.404,57.404,1,56,4,17801.489,1,0,0
843,2011,3,shanghai,race circuit,3,808,10,7,9,9,+57.404,57.404,2,56,4,17858.893,1,0,0
843,2011,3,shanghai,race circuit,3,155,13,17,10,10,+1:03.273,63.273,1,56,15,17922.166,1,0,0
843,2011,3,shanghai,race circuit,3,155,13,17,10,10,+1:03.273,63.273,2,56,15,17985.439000000002,1,0,0
843,2011,3,shanghai,race circuit,3,814,8,18,11,11,+1:08.757,68.757,1,56,10,18054.196000000004,1,0,0
843,2011,3,shanghai,race circuit,3,814,8,18,11,11,+1:08.757,68.757,2,56,10,18122.953,1,0,0
843,2011,3,shanghai,race circuit,3,2,16,16,12,12,+1:12.739,72.739,1,56,4,18195.692000000003,1,0,0
843,2011,3,shanghai,race circuit,3,2,16,16,12,12,+1:12.739,72.739,2,56,4,18268.431,1,0,0
843,2011,3,shanghai,race circuit,3,22,15,13,13,13,+1:30.189,90.189,1,56,3,18358.620000000003,1,0,0
843,2011,3,shanghai,race circuit,3,22,15,13,13,13,+1:30.189,90.189,2,56,3,18448.809,1,0,0
843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,1,56,5,18539.480000000003,1,0,0
843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,2,56,5,18630.151,1,0,0
843,2011,3,shanghai,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,3,56,5,18720.822,1,0,0
844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,1,58,9,5417.558,1,0,0
844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,2,58,9,10835.116,1,0,0
844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,3,58,9,16252.673999999999,1,0,0
844,2011,4,istanbul,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,4,58,9,21670.232,1,0,0
844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,1,58,9,21679.039,1,0,0
844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,2,58,9,21687.846,1,0,0
844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,3,58,9,21696.653,1,0,0
844,2011,4,istanbul,race circuit,3,17,2,1,2,2,+8.807,8.807,4,58,9,21705.46,1,0,0
844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,1,58,6,21715.535,1,0,0
844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,2,58,6,21725.61,1,0,0
844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,3,58,6,21735.685,1,0,0
844,2011,4,istanbul,race circuit,3,4,5,6,3,3,+10.075,10.075,4,58,6,21745.76,1,0,0
844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,1,58,1,21785.992,1,0,0
844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,2,58,1,21826.224,1,0,0
844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,3,58,1,21866.456,1,0,0
844,2011,4,istanbul,race circuit,3,1,4,4,4,4,+40.232,40.232,4,58,1,21906.688,1,0,0
844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,1,58,131,21954.227,1,0,0
844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,2,58,131,22001.766,1,0,0
844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,3,58,131,22049.305,1,0,0
844,2011,4,istanbul,race circuit,3,3,3,7,5,5,+47.539,47.539,4,58,131,22096.844,1,0,0
844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,1,58,1,22156.275,1,0,0
844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,2,58,1,22215.706,1,0,0
844,2011,4,istanbul,race circuit,3,18,6,13,6,6,+59.431,59.431,3,58,1,22275.137,1,0,0
844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,1,58,4,22335.994,1,0,0
844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,2,58,4,22396.851,1,0,0
844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,3,58,4,22457.708,1,0,0
844,2011,4,istanbul,race circuit,3,2,9,5,7,7,+1:00.857,60.857,4,58,4,22518.565,1,0,0
844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,1,58,4,22586.733,1,0,0
844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,2,58,4,22654.901,1,0,0
844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,3,58,4,22723.069,1,0,0
844,2011,4,istanbul,race circuit,3,808,7,8,8,8,+1:08.168,68.168,4,58,4,22791.237,1,0,0
844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,1,58,5,22860.631,1,0,0
844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,2,58,5,22930.025,1,0,0
844,2011,4,istanbul,race circuit,3,67,16,14,9,9,+1:09.394,69.394,3,58,5,22999.419,1,0,0
844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,1,58,15,23077.44,1,0,0
844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,2,58,15,23155.461,1,0,0
844,2011,4,istanbul,race circuit,3,155,24,10,10,10,+1:18.021,78.021,3,58,15,23233.482,1,0,0
844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,1,58,6,23313.305,1,0,0
844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,2,58,6,23393.128,1,0,0
844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,3,58,6,23472.951,1,0,0
844,2011,4,istanbul,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,4,58,6,23552.774,1,0,0
844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,1,58,131,23638.218,1,0,0
844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,2,58,131,23723.662,1,0,0
844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,3,58,131,23809.106,1,0,0
844,2011,4,istanbul,race circuit,3,30,8,12,12,12,+1:25.444,85.444,4,58,131,23894.55,1,0,0
846,2011,6,monaco,street circuit,2,4,4,4,2,2,+1.138,1.138,1,78,6,7779.5109999999995,0,1,0
846,2011,6,monaco,street circuit,2,4,4,4,2,2,+1.138,1.138,2,78,6,7780.648999999999,0,1,0
846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,1,78,1,7783.027,0,1,0
846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,2,78,1,7785.405,0,1,0
846,2011,6,monaco,street circuit,2,18,2,3,3,3,+2.378,2.378,3,78,1,7787.782999999999,0,1,0
846,2011,6,monaco,street circuit,2,17,3,1,4,4,+23.101,23.101,1,78,9,7810.884,0,1,0
846,2011,6,monaco,street circuit,2,17,3,1,4,4,+23.101,23.101,2,78,9,7833.985,0,1,0
846,2011,6,monaco,street circuit,2,155,12,7,5,5,+26.916,26.916,1,78,15,7860.901,0,1,0
846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,1,78,1,7888.111,0,1,0
846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,2,78,1,7915.321,0,1,0
846,2011,6,monaco,street circuit,2,1,9,5,6,6,+27.210,27.21,3,78,1,7942.531,0,1,0
848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,1,57,6,17939.398,0,1,0
848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,2,57,6,17950.289,0,1,0
848,2011,8,valencia,street circuit,2,4,4,2,2,2,+10.891,10.891,3,57,6,17961.18,0,1,0
848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,1,57,9,17988.435,0,1,0
848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,2,57,9,18015.69,0,1,0
848,2011,8,valencia,street circuit,2,17,2,4,3,3,+27.255,27.255,3,57,9,18042.945,0,1,0
848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,1,57,1,18089.135,0,1,0
848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,2,57,1,18135.325,0,1,0
848,2011,8,valencia,street circuit,2,1,3,6,4,4,+46.190,46.19,3,57,1,18181.515,0,1,0
848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,1,57,6,18233.22,0,1,0
848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,2,57,6,18284.925,0,1,0
848,2011,8,valencia,street circuit,2,13,5,5,5,5,+51.705,51.705,3,57,6,18336.63,0,1,0
848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,1,57,1,18396.695,0,1,0
848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,2,57,1,18456.76,0,1,0
848,2011,8,valencia,street circuit,2,18,6,3,6,6,+1:00.065,60.065,3,57,1,18516.825,0,1,0
848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,1,57,131,18614.915,0,1,0
848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,2,57,131,18713.005,0,1,0
848,2011,8,valencia,street circuit,2,3,7,12,7,7,+1:38.090,98.09,3,57,131,18811.095,0,1,0
849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,1,52,6,5321.196,1,0,0
849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,2,52,6,10642.392,1,0,0
849,2011,9,silverstone,race circuit,3,4,3,1,1,1,1:28:41.196,5321.196,3,52,6,15963.588,1,0,0
849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,1,52,9,15980.099,1,0,0
849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,2,52,9,15996.61,1,0,0
849,2011,9,silverstone,race circuit,3,20,2,3,2,2,+16.511,16.511,3,52,9,16013.121,1,0,0
849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,1,52,9,16030.068,1,0,0
849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,2,52,9,16047.015,1,0,0
849,2011,9,silverstone,race circuit,3,17,1,4,3,3,+16.947,16.947,3,52,9,16063.962,1,0,0
849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,1,52,1,16092.948,1,0,0
849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,2,52,1,16121.934,1,0,0
849,2011,9,silverstone,race circuit,3,1,10,5,4,4,+28.986,28.986,3,52,1,16150.92,1,0,0
849,2011,9,silverstone,race circuit,3,13,4,2,5,5,+29.010,29.01,1,52,6,16179.93,1,0,0
849,2011,9,silverstone,race circuit,3,13,4,2,5,5,+29.010,29.01,2,52,6,16208.94,1,0,0
849,2011,9,silverstone,race circuit,3,13,4,2,5,5,+29.010,29.01,3,52,6,16237.949999999999,1,0,0
849,2011,9,silverstone,race circuit,3,3,9,13,6,6,+1:00.665,60.665,1,52,131,16298.615,1,0,0
849,2011,9,silverstone,race circuit,3,3,9,13,6,6,+1:00.665,60.665,2,52,131,16359.279999999999,1,0,0
849,2011,9,silverstone,race circuit,3,815,12,7,7,7,+1:05.590,65.59,1,52,15,16424.87,1,0,0
849,2011,9,silverstone,race circuit,3,815,12,7,7,7,+1:05.590,65.59,2,52,15,16490.46,1,0,0
849,2011,9,silverstone,race circuit,3,2,16,14,8,8,+1:15.542,75.542,1,52,4,16566.002,1,0,0
849,2011,9,silverstone,race circuit,3,2,16,14,8,8,+1:15.542,75.542,2,52,4,16641.543999999998,1,0,0
849,2011,9,silverstone,race circuit,3,30,13,11,9,9,+1:17.912,77.912,1,52,131,16719.456,1,0,0
849,2011,9,silverstone,race circuit,3,30,13,11,9,9,+1:17.912,77.912,2,52,131,16797.368,1,0,0
849,2011,9,silverstone,race circuit,3,30,13,11,9,9,+1:17.912,77.912,3,52,131,16875.28,1,0,0
849,2011,9,silverstone,race circuit,3,153,18,15,10,10,+1:19.108,79.108,1,52,5,16954.388,1,0,0
849,2011,9,silverstone,race circuit,3,153,18,15,10,10,+1:19.108,79.108,2,52,5,17033.496,1,0,0
849,2011,9,silverstone,race circuit,3,16,11,9,11,11,+1:19.712,79.712,1,52,10,17113.208,1,0,0
849,2011,9,silverstone,race circuit,3,16,11,9,11,11,+1:19.712,79.712,2,52,10,17192.92,1,0,0
849,2011,9,silverstone,race circuit,3,16,11,9,11,11,+1:19.712,79.712,3,52,10,17272.632,1,0,0
849,2011,9,silverstone,race circuit,3,808,14,6,12,12,+1:20.681,80.681,1,52,4,17353.313,1,0,0
849,2011,9,silverstone,race circuit,3,808,14,6,12,12,+1:20.681,80.681,2,52,4,17433.994,1,0,0
850,2011,10,nurburgring,race circuit,3,1,2,1,1,1,1:37:30.334,5850.334,1,60,1,5850.334,1,0,0
850,2011,10,nurburgring,race circuit,3,1,2,1,1,1,1:37:30.334,5850.334,2,60,1,11700.668,1,0,0
850,2011,10,nurburgring,race circuit,3,1,2,1,1,1,1:37:30.334,5850.334,3,60,1,17551.002,1,0,0
850,2011,10,nurburgring,race circuit,3,4,4,5,2,2,+3.980,3.98,1,60,6,17554.982,1,0,0
850,2011,10,nurburgring,race circuit,3,4,4,5,2,2,+3.980,3.98,2,60,6,17558.962,1,0,0
850,2011,10,nurburgring,race circuit,3,4,4,5,2,2,+3.980,3.98,3,60,6,17562.942,1,0,0
850,2011,10,nurburgring,race circuit,3,17,1,2,3,3,+9.788,9.788,1,60,9,17572.73,1,0,0
850,2011,10,nurburgring,race circuit,3,17,1,2,3,3,+9.788,9.788,2,60,9,17582.518,1,0,0
850,2011,10,nurburgring,race circuit,3,17,1,2,3,3,+9.788,9.788,3,60,9,17592.306,1,0,0
850,2011,10,nurburgring,race circuit,3,20,3,3,4,4,+47.921,47.921,1,60,9,17640.227,1,0,0
850,2011,10,nurburgring,race circuit,3,20,3,3,4,4,+47.921,47.921,2,60,9,17688.148,1,0,0
850,2011,10,nurburgring,race circuit,3,20,3,3,4,4,+47.921,47.921,3,60,9,17736.069,1,0,0
850,2011,10,nurburgring,race circuit,3,13,5,4,5,5,+52.252,52.252,1,60,6,17788.321,1,0,0
850,2011,10,nurburgring,race circuit,3,13,5,4,5,5,+52.252,52.252,2,60,6,17840.573,1,0,0
850,2011,10,nurburgring,race circuit,3,13,5,4,5,5,+52.252,52.252,3,60,6,17892.825,1,0,0
850,2011,10,nurburgring,race circuit,3,16,8,10,6,6,+1:26.208,86.208,1,60,10,17979.033,1,0,0
850,2011,10,nurburgring,race circuit,3,16,8,10,6,6,+1:26.208,86.208,2,60,10,18065.240999999998,1,0,0
851,2011,11,hungaroring,race circuit,3,20,1,5,2,2,+3.588,3.588,1,70,9,19210.599,1,0,0
851,2011,11,hungaroring,race circuit,3,20,1,5,2,2,+3.588,3.588,2,70,9,19214.186999999998,1,0,0
851,2011,11,hungaroring,race circuit,3,20,1,5,2,2,+3.588,3.588,3,70,9,19217.774999999998,1,0,0
851,2011,11,hungaroring,race circuit,3,4,5,3,3,3,+19.819,19.819,1,70,6,19237.593999999997,1,0,0
851,2011,11,hungaroring,race circuit,3,4,5,3,3,3,+19.819,19.819,2,70,6,19257.412999999997,1,0,0
851,2011,11,hungaroring,race circuit,3,4,5,3,3,3,+19.819,19.819,3,70,6,19277.232,1,0,0
851,2011,11,hungaroring,race circuit,3,4,5,3,3,3,+19.819,19.819,4,70,6,19297.051,1,0,0
851,2011,11,hungaroring,race circuit,3,1,2,2,4,4,+48.338,48.338,1,70,1,19345.389,1,0,0
851,2011,11,hungaroring,race circuit,3,1,2,2,4,4,+48.338,48.338,2,70,1,19393.727,1,0,0
851,2011,11,hungaroring,race circuit,3,1,2,2,4,4,+48.338,48.338,3,70,1,19442.065,1,0,0
851,2011,11,hungaroring,race circuit,3,1,2,2,4,4,+48.338,48.338,4,70,1,19490.403,1,0,0
851,2011,11,hungaroring,race circuit,3,17,6,4,5,5,+49.742,49.742,1,70,9,19636.821,1,0,0
851,2011,11,hungaroring,race circuit,3,17,6,4,5,5,+49.742,49.742,2,70,9,19686.563,1,0,0
851,2011,11,hungaroring,race circuit,3,17,6,4,5,5,+49.742,49.742,3,70,9,19736.305,1,0,0
851,2011,11,hungaroring,race circuit,3,17,6,4,5,5,+49.742,49.742,4,70,9,19786.047,1,0,0
851,2011,11,hungaroring,race circuit,3,13,4,1,6,6,+1:23.176,83.176,1,70,6,19918.965,1,0,0
851,2011,11,hungaroring,race circuit,3,13,4,1,6,6,+1:23.176,83.176,2,70,6,20002.141,1,0,0
851,2011,11,hungaroring,race circuit,3,13,4,1,6,6,+1:23.176,83.176,3,70,6,20085.317,1,0,0
851,2011,11,hungaroring,race circuit,3,13,4,1,6,6,+1:23.176,83.176,4,70,6,20168.493,1,0,0
852,2011,12,spa,street circuit,2,20,1,4,1,1,1:26:44.893,5204.893,1,44,9,5204.893,0,1,0
852,2011,12,spa,street circuit,2,20,1,4,1,1,1:26:44.893,5204.893,2,44,9,10409.786,0,1,0
852,2011,12,spa,street circuit,2,20,1,4,1,1,1:26:44.893,5204.893,3,44,9,15614.679,0,1,0
852,2011,12,spa,street circuit,2,17,3,1,2,2,+3.741,3.741,1,44,9,15618.42,0,1,0
852,2011,12,spa,street circuit,2,17,3,1,2,2,+3.741,3.741,2,44,9,15622.161,0,1,0
852,2011,12,spa,street circuit,2,18,13,2,3,3,+9.669,9.669,1,44,1,15631.83,0,1,0
852,2011,12,spa,street circuit,2,18,13,2,3,3,+9.669,9.669,2,44,1,15641.499,0,1,0
852,2011,12,spa,street circuit,2,18,13,2,3,3,+9.669,9.669,3,44,1,15651.168,0,1,0
852,2011,12,spa,street circuit,2,4,8,5,4,4,+13.022,13.022,1,44,6,15664.19,0,1,0
852,2011,12,spa,street circuit,2,4,8,5,4,4,+13.022,13.022,2,44,6,15677.212,0,1,0
852,2011,12,spa,street circuit,2,30,24,6,5,5,+47.464,47.464,1,44,131,15724.676,0,1,0
852,2011,12,spa,street circuit,2,30,24,6,5,5,+47.464,47.464,2,44,131,15772.14,0,1,0
852,2011,12,spa,street circuit,2,30,24,6,5,5,+47.464,47.464,3,44,131,15819.604,0,1,0
852,2011,12,spa,street circuit,2,3,5,8,6,6,+48.674,48.674,1,44,131,15868.278,0,1,0
852,2011,12,spa,street circuit,2,3,5,8,6,6,+48.674,48.674,2,44,131,15916.952,0,1,0
852,2011,12,spa,street circuit,2,16,15,10,7,7,+59.713,59.713,1,44,10,15976.665,0,1,0
852,2011,12,spa,street circuit,2,16,15,10,7,7,+59.713,59.713,2,44,10,16036.378,0,1,0
852,2011,12,spa,street circuit,2,13,4,7,8,8,+1:06.076,66.076,1,44,6,16102.454,0,1,0
