,raceId,year,round,circuitId,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,points,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
50,841,2011,1,1,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,1,58,9,25.0,5370.259,0,1,0
51,841,2011,1,1,street circuit,2,20,1,4,1,1,1:29:30.259,5370.259,2,58,9,25.0,10740.518,0,1,0
76,841,2011,1,1,street circuit,2,1,2,8,2,2,+22.297,22.297,1,58,1,18.0,10762.815,0,1,0
77,841,2011,1,1,street circuit,2,1,2,8,2,2,+22.297,22.297,2,58,1,18.0,10785.112,0,1,0
94,841,2011,1,1,street circuit,2,808,6,7,3,3,+30.560,30.56,1,58,4,15.0,10815.672,0,1,0
95,841,2011,1,1,street circuit,2,808,6,7,3,3,+30.560,30.56,2,58,4,15.0,10846.232,0,1,0
13,841,2011,1,1,street circuit,2,4,5,2,4,4,+31.772,31.772,1,58,6,12.0,10878.004,0,1,0
14,841,2011,1,1,street circuit,2,4,5,2,4,4,+31.772,31.772,2,58,6,12.0,10909.776,0,1,0
15,841,2011,1,1,street circuit,2,4,5,2,4,4,+31.772,31.772,3,58,6,12.0,10941.548,0,1,0
5,841,2011,1,1,street circuit,2,17,3,3,5,5,+38.171,38.171,1,58,9,10.0,10979.719,0,1,0
6,841,2011,1,1,street circuit,2,17,3,3,5,5,+38.171,38.171,2,58,9,10.0,11017.89,0,1,0
7,841,2011,1,1,street circuit,2,17,3,3,5,5,+38.171,38.171,3,58,9,10.0,11056.061,0,1,0
117,841,2011,1,1,street circuit,2,18,4,5,6,6,+54.304,54.304,1,58,1,8.0,11110.365,0,1,0
118,841,2011,1,1,street circuit,2,18,4,5,6,6,+54.304,54.304,2,58,1,8.0,11164.669,0,1,0
119,841,2011,1,1,street circuit,2,18,4,5,6,6,+54.304,54.304,3,58,1,8.0,11218.973,0,1,0
33,841,2011,1,1,street circuit,2,13,8,1,7,7,+1:25.186,85.186,1,58,6,6.0,11304.159,0,1,0
34,841,2011,1,1,street circuit,2,13,8,1,7,7,+1:25.186,85.186,2,58,6,6.0,11389.345,0,1,0
35,841,2011,1,1,street circuit,2,13,8,1,7,7,+1:25.186,85.186,3,58,6,6.0,11474.531,0,1,0
72,841,2011,1,1,street circuit,2,67,10,11,8,8,\N,0.0,1,57,5,4.0,0.0,0,1,0
73,841,2011,1,1,street circuit,2,67,10,11,8,8,\N,0.0,2,57,5,4.0,0.0,0,1,0
110,841,2011,1,1,street circuit,2,16,16,13,9,9,\N,0.0,1,57,10,2.0,0.0,0,1,0
111,841,2011,1,1,street circuit,2,16,16,13,9,9,\N,0.0,2,57,10,2.0,0.0,0,1,0
64,841,2011,1,1,street circuit,2,814,14,14,10,10,\N,0.0,1,57,10,1.0,0.0,0,1,0
65,841,2011,1,1,street circuit,2,814,14,14,10,10,\N,0.0,2,57,10,1.0,0.0,0,1,0
0,841,2011,1,1,street circuit,2,153,12,10,11,11,\N,0.0,1,57,5,0.0,0.0,0,1,0
1,841,2011,1,1,street circuit,2,153,12,10,11,11,\N,0.0,2,57,5,0.0,0.0,0,1,0
2,841,2011,1,1,street circuit,2,153,12,10,11,11,\N,0.0,3,57,5,0.0,0.0,0,1,0
74,841,2011,1,1,street circuit,2,2,18,15,12,12,\N,0.0,1,57,4,0.0,0.0,0,1,0
75,841,2011,1,1,street circuit,2,2,18,15,12,12,\N,0.0,2,57,4,0.0,0.0,0,1,0
115,841,2011,1,1,street circuit,2,15,20,16,13,13,\N,0.0,1,56,205,0.0,0.0,0,1,0
116,841,2011,1,1,street circuit,2,15,20,16,13,13,\N,0.0,2,56,205,0.0,0.0,0,1,0
70,841,2011,1,1,street circuit,2,816,22,19,14,14,\N,0.0,1,54,166,0.0,0.0,0,1,0
71,841,2011,1,1,street circuit,2,816,22,19,14,14,\N,0.0,2,54,166,0.0,0.0,0,1,0
135,841,2011,1,1,street circuit,2,10,21,22,\N,15,\N,0.0,1,49,166,0.0,0.0,0,1,0
46,841,2011,1,1,street circuit,2,22,17,12,\N,16,\N,0.0,1,48,3,0.0,0.0,0,1,0
47,841,2011,1,1,street circuit,2,22,17,12,\N,16,\N,0.0,2,48,3,0.0,0.0,0,1,0
48,841,2011,1,1,street circuit,2,22,17,12,\N,16,\N,0.0,3,48,3,0.0,0.0,0,1,0
49,841,2011,1,1,street circuit,2,22,17,12,\N,16,\N,0.0,4,48,3,0.0,0.0,0,1,0
97,841,2011,1,1,street circuit,2,3,7,17,\N,17,\N,0.0,1,22,131,0.0,0.0,0,1,0
131,841,2011,1,1,street circuit,2,5,19,20,\N,18,\N,0.0,1,19,205,0.0,0.0,0,1,0
3,841,2011,1,1,street circuit,2,30,11,21,\N,19,\N,0.0,1,19,131,0.0,0.0,0,1,0
4,841,2011,1,1,street circuit,2,30,11,21,\N,19,\N,0.0,2,19,131,0.0,0.0,0,1,0
106,841,2011,1,1,street circuit,2,155,9,9,\N,21,\N,0.0,1,58,15,0.0,0.0,0,1,0
107,841,2011,1,1,street circuit,2,155,9,9,\N,21,\N,0.0,2,58,15,0.0,0.0,0,1,0
138,841,2011,1,1,street circuit,2,815,13,6,\N,22,\N,0.0,1,58,15,0.0,0.0,0,1,0
477,842,2011,2,2,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,1,56,9,25.0,5859.832,1,0,0
478,842,2011,2,2,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,2,56,9,25.0,11719.664,1,0,0
479,842,2011,2,2,race circuit,3,20,1,6,1,1,1:37:39.832,5859.832,3,56,9,25.0,17579.496,1,0,0
570,842,2011,2,2,race circuit,3,18,4,4,2,2,+3.261,3.261,1,56,1,18.0,17582.757,1,0,0
571,842,2011,2,2,race circuit,3,18,4,4,2,2,+3.261,3.261,2,56,1,18.0,17586.018,1,0,0
572,842,2011,2,2,race circuit,3,18,4,4,2,2,+3.261,3.261,3,56,1,18.0,17589.279000000002,1,0,0
507,842,2011,2,2,race circuit,3,2,6,7,3,3,+25.075,25.075,1,56,4,15.0,17614.354,1,0,0
508,842,2011,2,2,race circuit,3,2,6,7,3,3,+25.075,25.075,2,56,4,15.0,17639.429,1,0,0
509,842,2011,2,2,race circuit,3,2,6,7,3,3,+25.075,25.075,3,56,4,15.0,17664.504,1,0,0
428,842,2011,2,2,race circuit,3,17,3,1,4,4,+26.384,26.384,1,56,9,12.0,17690.888000000003,1,0,0
429,842,2011,2,2,race circuit,3,17,3,1,4,4,+26.384,26.384,2,56,9,12.0,17717.272,1,0,0
430,842,2011,2,2,race circuit,3,17,3,1,4,4,+26.384,26.384,3,56,9,12.0,17743.656000000003,1,0,0
431,842,2011,2,2,race circuit,3,17,3,1,4,4,+26.384,26.384,4,56,9,12.0,17770.04,1,0,0
454,842,2011,2,2,race circuit,3,13,7,9,5,5,+36.958,36.958,1,56,6,10.0,17806.998,1,0,0
455,842,2011,2,2,race circuit,3,13,7,9,5,5,+36.958,36.958,2,56,6,10.0,17843.956000000002,1,0,0
456,842,2011,2,2,race circuit,3,13,7,9,5,5,+36.958,36.958,3,56,6,10.0,17880.914,1,0,0
439,842,2011,2,2,race circuit,3,4,5,2,6,6,+37.248,37.248,1,56,6,8.0,17918.162,1,0,0
440,842,2011,2,2,race circuit,3,4,5,2,6,6,+37.248,37.248,2,56,6,8.0,17955.41,1,0,0
441,842,2011,2,2,race circuit,3,4,5,2,6,6,+37.248,37.248,3,56,6,8.0,17992.658,1,0,0
442,842,2011,2,2,race circuit,3,4,5,2,6,6,+37.248,37.248,4,56,6,8.0,18029.906000000003,1,0,0
555,842,2011,2,2,race circuit,3,155,10,10,7,7,+1:06.439,66.439,1,56,15,6.0,18096.345,1,0,0
556,842,2011,2,2,race circuit,3,155,10,10,7,7,+1:06.439,66.439,2,56,15,6.0,18162.784,1,0,0
510,842,2011,2,2,race circuit,3,1,2,5,8,8,+1:09.957,69.957,1,56,1,4.0,18232.741,1,0,0
511,842,2011,2,2,race circuit,3,1,2,5,8,8,+1:09.957,69.957,2,56,1,4.0,18302.698,1,0,0
512,842,2011,2,2,race circuit,3,1,2,5,8,8,+1:09.957,69.957,3,56,1,4.0,18372.655000000002,1,0,0
513,842,2011,2,2,race circuit,3,1,2,5,8,8,+1:09.957,69.957,4,56,1,4.0,18442.612,1,0,0
422,842,2011,2,2,race circuit,3,30,11,11,9,9,+1:24.896,84.896,1,56,131,2.0,18527.508,1,0,0
423,842,2011,2,2,race circuit,3,30,11,11,9,9,+1:24.896,84.896,2,56,131,2.0,18612.404000000002,1,0,0
424,842,2011,2,2,race circuit,3,30,11,11,9,9,+1:24.896,84.896,3,56,131,2.0,18697.3,1,0,0
494,842,2011,2,2,race circuit,3,814,14,13,10,10,+1:31.563,91.563,1,56,10,1.0,18788.863,1,0,0
495,842,2011,2,2,race circuit,3,814,14,13,10,10,+1:31.563,91.563,2,56,10,1.0,18880.426,1,0,0
496,842,2011,2,2,race circuit,3,814,14,13,10,10,+1:31.563,91.563,3,56,10,1.0,18971.989,1,0,0
562,842,2011,2,2,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,1,55,10,0.0,19073.368000000002,1,0,0
563,842,2011,2,2,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,2,55,10,0.0,19174.747,1,0,0
564,842,2011,2,2,race circuit,3,16,17,14,11,11,+1:41.379,101.37899999999999,3,55,10,0.0,19276.126,1,0,0
535,842,2011,2,2,race circuit,3,3,9,8,12,12,\N,0.0,1,55,131,0.0,0.0,1,0,0
536,842,2011,2,2,race circuit,3,3,9,8,12,12,\N,0.0,2,55,131,0.0,0.0,1,0,0
537,842,2011,2,2,race circuit,3,3,9,8,12,12,\N,0.0,3,55,131,0.0,0.0,1,0,0
504,842,2011,2,2,race circuit,3,67,12,12,13,13,\N,0.0,1,55,5,0.0,0.0,1,0,0
505,842,2011,2,2,race circuit,3,67,12,12,13,13,\N,0.0,2,55,5,0.0,0.0,1,0,0
506,842,2011,2,2,race circuit,3,67,12,12,13,13,\N,0.0,3,55,5,0.0,0.0,1,0,0
420,842,2011,2,2,race circuit,3,153,13,17,14,14,\N,0.0,1,55,5,0.0,0.0,1,0,0
421,842,2011,2,2,race circuit,3,153,13,17,14,14,\N,0.0,2,55,5,0.0,0.0,1,0,0
589,842,2011,2,2,race circuit,3,5,19,16,15,15,\N,0.0,1,55,205,0.0,0.0,1,0,0
590,842,2011,2,2,race circuit,3,5,19,16,15,15,\N,0.0,2,55,205,0.0,0.0,1,0,0
595,842,2011,2,2,race circuit,3,10,21,20,16,16,\N,0.0,1,54,166,0.0,0.0,1,0,0
596,842,2011,2,2,race circuit,3,10,21,20,16,16,\N,0.0,2,54,166,0.0,0.0,1,0,0
529,842,2011,2,2,race circuit,3,808,8,3,17,17,\N,0.0,1,52,4,0.0,0.0,1,0,0
530,842,2011,2,2,race circuit,3,808,8,3,17,17,\N,0.0,2,52,4,0.0,0.0,1,0,0
531,842,2011,2,2,race circuit,3,808,8,3,17,17,\N,0.0,3,52,4,0.0,0.0,1,0,0
613,842,2011,2,2,race circuit,3,24,23,23,\N,18,\N,0.0,1,46,164,0.0,0.0,1,0,0
614,842,2011,2,2,race circuit,3,24,23,23,\N,18,\N,0.0,2,46,164,0.0,0.0,1,0,0
615,842,2011,2,2,race circuit,3,24,23,23,\N,18,\N,0.0,3,46,164,0.0,0.0,1,0,0
502,842,2011,2,2,race circuit,3,816,22,19,\N,19,\N,0.0,1,42,166,0.0,0.0,1,0,0
503,842,2011,2,2,race circuit,3,816,22,19,\N,19,\N,0.0,2,42,166,0.0,0.0,1,0,0
569,842,2011,2,2,race circuit,3,15,20,18,\N,20,\N,0.0,1,31,205,0.0,0.0,1,0,0
600,842,2011,2,2,race circuit,3,815,16,15,\N,21,\N,0.0,1,23,15,0.0,0.0,1,0,0
475,842,2011,2,2,race circuit,3,22,15,21,\N,22,\N,0.0,1,22,3,0.0,0.0,1,0,0
476,842,2011,2,2,race circuit,3,22,15,21,\N,22,\N,0.0,2,22,3,0.0,0.0,1,0,0
889,843,2011,3,17,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,1,56,1,25.0,5818.226000000001,1,0,0
890,843,2011,3,17,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,2,56,1,25.0,11636.452000000001,1,0,0
891,843,2011,3,17,race circuit,3,1,3,2,1,1,1:36:58.226,5818.226000000001,3,56,1,25.0,17454.678,1,0,0
853,843,2011,3,17,race circuit,3,20,1,8,2,2,+5.198,5.198,1,56,9,18.0,17459.876,1,0,0
854,843,2011,3,17,race circuit,3,20,1,8,2,2,+5.198,5.198,2,56,9,18.0,17465.074,1,0,0
802,843,2011,3,17,race circuit,3,17,18,1,3,3,+7.555,7.555,1,56,9,15.0,17472.629,1,0,0
803,843,2011,3,17,race circuit,3,17,18,1,3,3,+7.555,7.555,2,56,9,15.0,17480.184,1,0,0
804,843,2011,3,17,race circuit,3,17,18,1,3,3,+7.555,7.555,3,56,9,15.0,17487.739,1,0,0
947,843,2011,3,17,race circuit,3,18,2,3,4,4,+10.000,10.0,1,56,1,12.0,17497.739,1,0,0
948,843,2011,3,17,race circuit,3,18,2,3,4,4,+10.000,10.0,2,56,1,12.0,17507.739,1,0,0
949,843,2011,3,17,race circuit,3,18,2,3,4,4,+10.000,10.0,3,56,1,12.0,17517.739,1,0,0
920,843,2011,3,17,race circuit,3,3,4,5,5,5,+13.448,13.448,1,56,131,10.0,17531.187,1,0,0
921,843,2011,3,17,race circuit,3,3,4,5,5,5,+13.448,13.448,2,56,131,10.0,17544.635000000002,1,0,0
922,843,2011,3,17,race circuit,3,3,4,5,5,5,+13.448,13.448,3,56,131,10.0,17558.083000000002,1,0,0
832,843,2011,3,17,race circuit,3,13,6,10,6,6,+15.840,15.84,1,56,6,8.0,17573.923000000003,1,0,0
833,843,2011,3,17,race circuit,3,13,6,10,6,6,+15.840,15.84,2,56,6,8.0,17589.763000000003,1,0,0
810,843,2011,3,17,race circuit,3,4,5,15,7,7,+30.622,30.622,1,56,6,6.0,17620.385000000002,1,0,0
811,843,2011,3,17,race circuit,3,4,5,15,7,7,+30.622,30.622,2,56,6,6.0,17651.007,1,0,0
798,843,2011,3,17,race circuit,3,30,14,6,8,8,+31.026,31.026,1,56,131,4.0,17682.033000000003,1,0,0
799,843,2011,3,17,race circuit,3,30,14,6,8,8,+31.026,31.026,2,56,131,4.0,17713.059,1,0,0
800,843,2011,3,17,race circuit,3,30,14,6,8,8,+31.026,31.026,3,56,131,4.0,17744.085000000003,1,0,0
916,843,2011,3,17,race circuit,3,808,10,7,9,9,+57.404,57.404,1,56,4,2.0,17801.489,1,0,0
917,843,2011,3,17,race circuit,3,808,10,7,9,9,+57.404,57.404,2,56,4,2.0,17858.893,1,0,0
934,843,2011,3,17,race circuit,3,155,13,17,10,10,+1:03.273,63.273,1,56,15,1.0,17922.166,1,0,0
935,843,2011,3,17,race circuit,3,155,13,17,10,10,+1:03.273,63.273,2,56,15,1.0,17985.439000000002,1,0,0
875,843,2011,3,17,race circuit,3,814,8,18,11,11,+1:08.757,68.757,1,56,10,0.0,18054.196000000004,1,0,0
876,843,2011,3,17,race circuit,3,814,8,18,11,11,+1:08.757,68.757,2,56,10,0.0,18122.953,1,0,0
887,843,2011,3,17,race circuit,3,2,16,16,12,12,+1:12.739,72.739,1,56,4,0.0,18195.692000000003,1,0,0
888,843,2011,3,17,race circuit,3,2,16,16,12,12,+1:12.739,72.739,2,56,4,0.0,18268.431,1,0,0
851,843,2011,3,17,race circuit,3,22,15,13,13,13,+1:30.189,90.189,1,56,3,0.0,18358.620000000003,1,0,0
852,843,2011,3,17,race circuit,3,22,15,13,13,13,+1:30.189,90.189,2,56,3,0.0,18448.809,1,0,0
884,843,2011,3,17,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,1,56,5,0.0,18539.480000000003,1,0,0
885,843,2011,3,17,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,2,56,5,0.0,18630.151,1,0,0
886,843,2011,3,17,race circuit,3,67,9,11,14,14,+1:30.671,90.67099999999999,3,56,5,0.0,18720.822,1,0,0
942,843,2011,3,17,race circuit,3,16,11,4,15,15,\N,0.0,1,55,10,0.0,0.0,1,0,0
943,843,2011,3,17,race circuit,3,16,11,4,15,15,\N,0.0,2,55,10,0.0,0.0,1,0,0
944,843,2011,3,17,race circuit,3,16,11,4,15,15,\N,0.0,3,55,10,0.0,0.0,1,0,0
962,843,2011,3,17,race circuit,3,5,19,19,16,16,\N,0.0,1,55,205,0.0,0.0,1,0,0
963,843,2011,3,17,race circuit,3,5,19,19,16,16,\N,0.0,2,55,205,0.0,0.0,1,0,0
972,843,2011,3,17,race circuit,3,815,12,9,17,17,\N,0.0,1,55,15,0.0,0.0,1,0,0
973,843,2011,3,17,race circuit,3,815,12,9,17,17,\N,0.0,2,55,15,0.0,0.0,1,0,0
974,843,2011,3,17,race circuit,3,815,12,9,17,17,\N,0.0,3,55,15,0.0,0.0,1,0,0
975,843,2011,3,17,race circuit,3,815,12,9,17,17,\N,0.0,4,55,15,0.0,0.0,1,0,0
1002,843,2011,3,17,race circuit,3,813,17,12,18,18,\N,0.0,1,55,3,0.0,0.0,1,0,0
1003,843,2011,3,17,race circuit,3,813,17,12,18,18,\N,0.0,2,55,3,0.0,0.0,1,0,0
1004,843,2011,3,17,race circuit,3,813,17,12,18,18,\N,0.0,3,55,3,0.0,0.0,1,0,0
945,843,2011,3,17,race circuit,3,15,20,14,19,19,\N,0.0,1,55,205,0.0,0.0,1,0,0
946,843,2011,3,17,race circuit,3,15,20,14,19,19,\N,0.0,2,55,205,0.0,0.0,1,0,0
882,843,2011,3,17,race circuit,3,816,21,22,20,20,\N,0.0,1,54,166,0.0,0.0,1,0,0
883,843,2011,3,17,race circuit,3,816,21,22,20,20,\N,0.0,2,54,166,0.0,0.0,1,0,0
967,843,2011,3,17,race circuit,3,10,22,21,21,21,\N,0.0,1,54,166,0.0,0.0,1,0,0
968,843,2011,3,17,race circuit,3,10,22,21,21,21,\N,0.0,2,54,166,0.0,0.0,1,0,0
969,843,2011,3,17,race circuit,3,10,22,21,21,21,\N,0.0,3,54,166,0.0,0.0,1,0,0
999,843,2011,3,17,race circuit,3,24,23,20,22,22,\N,0.0,1,54,164,0.0,0.0,1,0,0
1000,843,2011,3,17,race circuit,3,24,23,20,22,22,\N,0.0,2,54,164,0.0,0.0,1,0,0
1001,843,2011,3,17,race circuit,3,24,23,20,22,22,\N,0.0,3,54,164,0.0,0.0,1,0,0
1015,843,2011,3,17,race circuit,3,39,24,24,23,23,\N,0.0,1,54,164,0.0,0.0,1,0,0
797,843,2011,3,17,race circuit,3,153,7,23,\N,24,\N,0.0,1,9,5,0.0,0.0,1,0,0
1329,844,2011,4,5,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,1,58,9,25.0,5417.558,1,0,0
1330,844,2011,4,5,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,2,58,9,25.0,10835.116,1,0,0
1331,844,2011,4,5,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,3,58,9,25.0,16252.673999999999,1,0,0
1332,844,2011,4,5,race circuit,3,20,1,3,1,1,1:30:17.558,5417.558,4,58,9,25.0,21670.232,1,0,0
1313,844,2011,4,5,race circuit,3,17,2,1,2,2,+8.807,8.807,1,58,9,18.0,21679.039,1,0,0
1314,844,2011,4,5,race circuit,3,17,2,1,2,2,+8.807,8.807,2,58,9,18.0,21687.846,1,0,0
1315,844,2011,4,5,race circuit,3,17,2,1,2,2,+8.807,8.807,3,58,9,18.0,21696.653,1,0,0
1316,844,2011,4,5,race circuit,3,17,2,1,2,2,+8.807,8.807,4,58,9,18.0,21705.46,1,0,0
1317,844,2011,4,5,race circuit,3,4,5,6,3,3,+10.075,10.075,1,58,6,15.0,21715.535,1,0,0
1318,844,2011,4,5,race circuit,3,4,5,6,3,3,+10.075,10.075,2,58,6,15.0,21725.61,1,0,0
1319,844,2011,4,5,race circuit,3,4,5,6,3,3,+10.075,10.075,3,58,6,15.0,21735.685,1,0,0
1320,844,2011,4,5,race circuit,3,4,5,6,3,3,+10.075,10.075,4,58,6,15.0,21745.76,1,0,0
1350,844,2011,4,5,race circuit,3,1,4,4,4,4,+40.232,40.232,1,58,1,12.0,21785.992,1,0,0
1351,844,2011,4,5,race circuit,3,1,4,4,4,4,+40.232,40.232,2,58,1,12.0,21826.224,1,0,0
1352,844,2011,4,5,race circuit,3,1,4,4,4,4,+40.232,40.232,3,58,1,12.0,21866.456,1,0,0
1353,844,2011,4,5,race circuit,3,1,4,4,4,4,+40.232,40.232,4,58,1,12.0,21906.688,1,0,0
1360,844,2011,4,5,race circuit,3,3,3,7,5,5,+47.539,47.539,1,58,131,10.0,21954.227,1,0,0
1361,844,2011,4,5,race circuit,3,3,3,7,5,5,+47.539,47.539,2,58,131,10.0,22001.766,1,0,0
1362,844,2011,4,5,race circuit,3,3,3,7,5,5,+47.539,47.539,3,58,131,10.0,22049.305,1,0,0
1363,844,2011,4,5,race circuit,3,3,3,7,5,5,+47.539,47.539,4,58,131,10.0,22096.844,1,0,0
1373,844,2011,4,5,race circuit,3,18,6,13,6,6,+59.431,59.431,1,58,1,8.0,22156.275,1,0,0
1374,844,2011,4,5,race circuit,3,18,6,13,6,6,+59.431,59.431,2,58,1,8.0,22215.706,1,0,0
1375,844,2011,4,5,race circuit,3,18,6,13,6,6,+59.431,59.431,3,58,1,8.0,22275.137,1,0,0
1346,844,2011,4,5,race circuit,3,2,9,5,7,7,+1:00.857,60.857,1,58,4,6.0,22335.994,1,0,0
1347,844,2011,4,5,race circuit,3,2,9,5,7,7,+1:00.857,60.857,2,58,4,6.0,22396.851,1,0,0
1348,844,2011,4,5,race circuit,3,2,9,5,7,7,+1:00.857,60.857,3,58,4,6.0,22457.708,1,0,0
1349,844,2011,4,5,race circuit,3,2,9,5,7,7,+1:00.857,60.857,4,58,4,6.0,22518.565,1,0,0
1356,844,2011,4,5,race circuit,3,808,7,8,8,8,+1:08.168,68.168,1,58,4,4.0,22586.733,1,0,0
1357,844,2011,4,5,race circuit,3,808,7,8,8,8,+1:08.168,68.168,2,58,4,4.0,22654.901,1,0,0
1358,844,2011,4,5,race circuit,3,808,7,8,8,8,+1:08.168,68.168,3,58,4,4.0,22723.069,1,0,0
1359,844,2011,4,5,race circuit,3,808,7,8,8,8,+1:08.168,68.168,4,58,4,4.0,22791.237,1,0,0
1343,844,2011,4,5,race circuit,3,67,16,14,9,9,+1:09.394,69.394,1,58,5,2.0,22860.631,1,0,0
1344,844,2011,4,5,race circuit,3,67,16,14,9,9,+1:09.394,69.394,2,58,5,2.0,22930.025,1,0,0
1345,844,2011,4,5,race circuit,3,67,16,14,9,9,+1:09.394,69.394,3,58,5,2.0,22999.419,1,0,0
1364,844,2011,4,5,race circuit,3,155,24,10,10,10,+1:18.021,78.021,1,58,15,1.0,23077.44,1,0,0
1365,844,2011,4,5,race circuit,3,155,24,10,10,10,+1:18.021,78.021,2,58,15,1.0,23155.461,1,0,0
1366,844,2011,4,5,race circuit,3,155,24,10,10,10,+1:18.021,78.021,3,58,15,1.0,23233.482,1,0,0
1322,844,2011,4,5,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,1,58,6,0.0,23313.305,1,0,0
1323,844,2011,4,5,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,2,58,6,0.0,23393.128,1,0,0
1324,844,2011,4,5,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,3,58,6,0.0,23472.951,1,0,0
1325,844,2011,4,5,race circuit,3,13,10,11,11,11,+1:19.823,79.82300000000001,4,58,6,0.0,23552.774,1,0,0
1309,844,2011,4,5,race circuit,3,30,8,12,12,12,+1:25.444,85.444,1,58,131,0.0,23638.218,1,0,0
1310,844,2011,4,5,race circuit,3,30,8,12,12,12,+1:25.444,85.444,2,58,131,0.0,23723.662,1,0,0
1311,844,2011,4,5,race circuit,3,30,8,12,12,12,+1:25.444,85.444,3,58,131,0.0,23809.106,1,0,0
1312,844,2011,4,5,race circuit,3,30,8,12,12,12,+1:25.444,85.444,4,58,131,0.0,23894.55,1,0,0
1367,844,2011,4,5,race circuit,3,16,12,16,13,13,\N,0.0,1,57,10,0.0,0.0,1,0,0
1368,844,2011,4,5,race circuit,3,16,12,16,13,13,\N,0.0,2,57,10,0.0,0.0,1,0,0
1369,844,2011,4,5,race circuit,3,16,12,16,13,13,\N,0.0,3,57,10,0.0,0.0,1,0,0
1379,844,2011,4,5,race circuit,3,815,15,9,14,14,\N,0.0,1,57,15,0.0,0.0,1,0,0
1380,844,2011,4,5,race circuit,3,815,15,9,14,14,\N,0.0,2,57,15,0.0,0.0,1,0,0
1381,844,2011,4,5,race circuit,3,815,15,9,14,14,\N,0.0,3,57,15,0.0,0.0,1,0,0
1382,844,2011,4,5,race circuit,3,815,15,9,14,14,\N,0.0,4,57,15,0.0,0.0,1,0,0
1326,844,2011,4,5,race circuit,3,22,11,17,15,15,\N,0.0,1,57,3,0.0,0.0,1,0,0
1327,844,2011,4,5,race circuit,3,22,11,17,15,15,\N,0.0,2,57,3,0.0,0.0,1,0,0
1328,844,2011,4,5,race circuit,3,22,11,17,15,15,\N,0.0,3,57,3,0.0,0.0,1,0,0
1305,844,2011,4,5,race circuit,3,153,17,2,16,16,\N,0.0,1,57,5,0.0,0.0,1,0,0
1306,844,2011,4,5,race circuit,3,153,17,2,16,16,\N,0.0,2,57,5,0.0,0.0,1,0,0
1307,844,2011,4,5,race circuit,3,153,17,2,16,16,\N,0.0,3,57,5,0.0,0.0,1,0,0
1308,844,2011,4,5,race circuit,3,153,17,2,16,16,\N,0.0,4,57,5,0.0,0.0,1,0,0
1389,844,2011,4,5,race circuit,3,813,14,15,17,17,\N,0.0,1,57,3,0.0,0.0,1,0,0
1390,844,2011,4,5,race circuit,3,813,14,15,17,17,\N,0.0,2,57,3,0.0,0.0,1,0,0
1391,844,2011,4,5,race circuit,3,813,14,15,17,17,\N,0.0,3,57,3,0.0,0.0,1,0,0
1392,844,2011,4,5,race circuit,3,813,14,15,17,17,\N,0.0,4,57,3,0.0,0.0,1,0,0
1370,844,2011,4,5,race circuit,3,15,19,20,18,18,\N,0.0,1,57,205,0.0,0.0,1,0,0
1371,844,2011,4,5,race circuit,3,15,19,20,18,18,\N,0.0,2,57,205,0.0,0.0,1,0,0
1372,844,2011,4,5,race circuit,3,15,19,20,18,18,\N,0.0,3,57,205,0.0,0.0,1,0,0
1376,844,2011,4,5,race circuit,3,5,18,19,19,19,\N,0.0,1,56,205,0.0,0.0,1,0,0
1377,844,2011,4,5,race circuit,3,5,18,19,19,19,\N,0.0,2,56,205,0.0,0.0,1,0,0
1378,844,2011,4,5,race circuit,3,5,18,19,19,19,\N,0.0,3,56,205,0.0,0.0,1,0,0
1341,844,2011,4,5,race circuit,3,816,23,23,20,20,\N,0.0,1,56,166,0.0,0.0,1,0,0
1342,844,2011,4,5,race circuit,3,816,23,23,20,20,\N,0.0,2,56,166,0.0,0.0,1,0,0
1393,844,2011,4,5,race circuit,3,39,22,21,21,21,\N,0.0,1,55,164,0.0,0.0,1,0,0
1394,844,2011,4,5,race circuit,3,39,22,21,21,21,\N,0.0,2,55,164,0.0,0.0,1,0,0
1395,844,2011,4,5,race circuit,3,39,22,21,21,21,\N,0.0,3,55,164,0.0,0.0,1,0,0
1385,844,2011,4,5,race circuit,3,24,20,22,22,22,\N,0.0,1,53,164,0.0,0.0,1,0,0
1386,844,2011,4,5,race circuit,3,24,20,22,22,22,\N,0.0,2,53,164,0.0,0.0,1,0,0
