,raceId,year,round,circuitId,circuit_type,circuit_type_num,driverId,grid,rank,position,positionOrder,time,new_time_seconds,stop,laps,constructorId,points,cumulative_time_seconds,Race_Circuit,Street_Circuit,Road_Circuit
6845,944,2015,18,18,street circuit,2,154,14,5,8,8,\N,0.0,2,70,208,4.0,0.0,0,1,0
6846,944,2015,18,18,street circuit,2,154,14,5,8,8,\N,0.0,3,70,208,4.0,0.0,0,1,0
6955,944,2015,18,18,street circuit,2,830,9,9,9,9,\N,0.0,1,70,5,2.0,0.0,0,1,0
6956,944,2015,18,18,street circuit,2,830,9,9,9,9,\N,0.0,2,70,5,2.0,0.0,0,1,0
6957,944,2015,18,18,street circuit,2,830,9,9,9,9,\N,0.0,3,70,5,2.0,0.0,0,1,0
6738,944,2015,18,18,street circuit,2,813,15,13,10,10,\N,0.0,1,70,208,1.0,0.0,0,1,0
6739,944,2015,18,18,street circuit,2,813,15,13,10,10,\N,0.0,2,70,208,1.0,0.0,0,1,0
6759,944,2015,18,18,street circuit,2,817,19,11,11,11,\N,0.0,1,70,9,0.0,0.0,0,1,0
6760,944,2015,18,18,street circuit,2,817,19,11,11,11,\N,0.0,2,70,9,0.0,0.0,0,1,0
6761,944,2015,18,18,street circuit,2,817,19,11,11,11,\N,0.0,3,70,9,0.0,0.0,0,1,0
6707,944,2015,18,18,street circuit,2,815,11,8,12,12,\N,0.0,1,70,10,0.0,0.0,0,1,0
6708,944,2015,18,18,street circuit,2,815,11,8,12,12,\N,0.0,2,70,10,0.0,0.0,0,1,0
6709,944,2015,18,18,street circuit,2,815,11,8,12,12,\N,0.0,3,70,10,0.0,0.0,0,1,0
6951,944,2015,18,18,street circuit,2,831,13,17,13,13,\N,0.0,1,70,15,0.0,0.0,0,1,0
6952,944,2015,18,18,street circuit,2,831,13,17,13,13,\N,0.0,2,70,15,0.0,0.0,0,1,0
6677,944,2015,18,18,street circuit,2,18,16,12,14,14,\N,0.0,1,70,1,0.0,0.0,0,1,0
6678,944,2015,18,18,street circuit,2,18,16,12,14,14,\N,0.0,2,70,1,0.0,0.0,0,1,0
6679,944,2015,18,18,street circuit,2,18,16,12,14,14,\N,0.0,3,70,1,0.0,0.0,0,1,0
6505,944,2015,18,18,street circuit,2,4,20,15,15,15,\N,0.0,1,70,1,0.0,0.0,0,1,0
6506,944,2015,18,18,street circuit,2,4,20,15,15,15,\N,0.0,2,70,1,0.0,0.0,0,1,0
6507,944,2015,18,18,street circuit,2,4,20,15,15,15,\N,0.0,3,70,1,0.0,0.0,0,1,0
6920,944,2015,18,18,street circuit,2,828,12,7,16,16,\N,0.0,1,69,15,0.0,0.0,0,1,0
6921,944,2015,18,18,street circuit,2,828,12,7,16,16,\N,0.0,2,69,15,0.0,0.0,0,1,0
6922,944,2015,18,18,street circuit,2,828,12,7,16,16,\N,0.0,3,69,15,0.0,0.0,0,1,0
6929,944,2015,18,18,street circuit,2,829,18,19,17,17,\N,0.0,1,67,209,0.0,0.0,0,1,0
6930,944,2015,18,18,street circuit,2,829,18,19,17,17,\N,0.0,2,67,209,0.0,0.0,0,1,0
6983,944,2015,18,18,street circuit,2,834,17,18,18,18,\N,0.0,1,67,209,0.0,0.0,0,1,0
6984,944,2015,18,18,street circuit,2,834,17,18,18,18,\N,0.0,2,67,209,0.0,0.0,0,1,0
6538,944,2015,18,18,street circuit,2,13,8,6,\N,20,\N,0.0,1,70,3,0.0,0.0,0,1,0
6539,944,2015,18,18,street circuit,2,13,8,6,\N,20,\N,0.0,2,70,3,0.0,0.0,0,1,0
6540,944,2015,18,18,street circuit,2,13,8,6,\N,20,\N,0.0,3,70,3,0.0,0.0,0,1,0
6154,945,2015,19,24,race circuit,3,3,1,5,1,1,1:38:30.175,5910.175,1,55,131,25.0,5910.175,1,0,0
6155,945,2015,19,24,race circuit,3,3,1,5,1,1,1:38:30.175,5910.175,2,55,131,25.0,11820.35,1,0,0
6132,945,2015,19,24,race circuit,3,1,2,1,2,2,+8.271,8.271,1,55,131,18.0,11828.621000000001,1,0,0
6133,945,2015,19,24,race circuit,3,1,2,1,2,2,+8.271,8.271,2,55,131,18.0,11836.892,1,0,0
6246,945,2015,19,24,race circuit,3,8,3,4,3,3,+19.430,19.43,1,55,6,15.0,11856.322,1,0,0
6247,945,2015,19,24,race circuit,3,8,3,4,3,3,+19.430,19.43,2,55,6,15.0,11875.752,1,0,0
6110,945,2015,19,24,race circuit,3,20,15,2,4,4,+43.735,43.735,1,55,6,12.0,11919.487000000001,1,0,0
6111,945,2015,19,24,race circuit,3,20,15,2,4,4,+43.735,43.735,2,55,6,12.0,11963.222,1,0,0
6195,945,2015,19,24,race circuit,3,815,4,8,5,5,+1:03.952,63.952,1,55,10,10.0,12027.174,1,0,0
6196,945,2015,19,24,race circuit,3,815,4,8,5,5,+1:03.952,63.952,2,55,10,10.0,12091.126,1,0,0
6225,945,2015,19,24,race circuit,3,817,5,9,6,6,+1:05.010,65.01,1,55,9,8.0,12156.136,1,0,0
6226,945,2015,19,24,race circuit,3,817,5,9,6,6,+1:05.010,65.01,2,55,9,8.0,12221.146,1,0,0
6269,945,2015,19,24,race circuit,3,807,7,16,7,7,+1:33.618,93.618,1,55,10,6.0,12314.764000000001,1,0,0
6270,945,2015,19,24,race circuit,3,807,7,16,7,7,+1:33.618,93.618,2,55,10,6.0,12408.382,1,0,0
6097,945,2015,19,24,race circuit,3,13,8,14,8,8,+1:37.751,97.751,1,55,3,4.0,12506.133,1,0,0
6098,945,2015,19,24,race circuit,3,13,8,14,8,8,+1:37.751,97.751,2,55,3,4.0,12603.884,1,0,0
6284,945,2015,19,24,race circuit,3,154,18,7,9,9,+1:38.201,98.201,1,55,208,2.0,12702.085000000001,1,0,0
6285,945,2015,19,24,race circuit,3,154,18,7,9,9,+1:38.201,98.201,2,55,208,2.0,12800.286,1,0,0
6330,945,2015,19,24,race circuit,3,826,9,13,10,10,+1:42.371,102.37100000000001,1,55,9,1.0,12902.657000000001,1,0,0
6331,945,2015,19,24,race circuit,3,826,9,13,10,10,+1:42.371,102.37100000000001,2,55,9,1.0,13005.028,1,0,0
6343,945,2015,19,24,race circuit,3,832,10,15,11,11,+1:43.525,103.525,1,55,5,0.0,13108.553,1,0,0
6344,945,2015,19,24,race circuit,3,832,10,15,11,11,+1:43.525,103.525,2,55,5,0.0,13212.078,1,0,0
6178,945,2015,19,24,race circuit,3,18,12,17,12,12,\N,0.0,1,54,1,0.0,0.0,1,0,0
6179,945,2015,19,24,race circuit,3,18,12,17,12,12,\N,0.0,2,54,1,0.0,0.0,1,0,0
6301,945,2015,19,24,race circuit,3,822,6,11,13,13,\N,0.0,1,54,3,0.0,0.0,1,0,0
6302,945,2015,19,24,race circuit,3,822,6,11,13,13,\N,0.0,2,54,3,0.0,0.0,1,0,0
6303,945,2015,19,24,race circuit,3,822,6,11,13,13,\N,0.0,3,54,3,0.0,0.0,1,0,0
6335,945,2015,19,24,race circuit,3,828,17,12,14,14,\N,0.0,1,54,15,0.0,0.0,1,0,0
6336,945,2015,19,24,race circuit,3,828,17,12,14,14,\N,0.0,2,54,15,0.0,0.0,1,0,0
6357,945,2015,19,24,race circuit,3,831,14,10,15,15,\N,0.0,1,54,15,0.0,0.0,1,0,0
6358,945,2015,19,24,race circuit,3,831,14,10,15,15,\N,0.0,2,54,15,0.0,0.0,1,0,0
6359,945,2015,19,24,race circuit,3,831,14,10,15,15,\N,0.0,3,54,15,0.0,0.0,1,0,0
6362,945,2015,19,24,race circuit,3,830,11,6,16,16,\N,0.0,1,54,5,0.0,0.0,1,0,0
6363,945,2015,19,24,race circuit,3,830,11,6,16,16,\N,0.0,2,54,5,0.0,0.0,1,0,0
6364,945,2015,19,24,race circuit,3,830,11,6,16,16,\N,0.0,3,54,5,0.0,0.0,1,0,0
6078,945,2015,19,24,race circuit,3,4,16,3,17,17,\N,0.0,1,53,1,0.0,0.0,1,0,0
6079,945,2015,19,24,race circuit,3,4,16,3,17,17,\N,0.0,2,53,1,0.0,0.0,1,0,0
6080,945,2015,19,24,race circuit,3,4,16,3,17,17,\N,0.0,3,53,1,0.0,0.0,1,0,0
6081,945,2015,19,24,race circuit,3,4,16,3,17,17,\N,0.0,4,53,1,0.0,0.0,1,0,0
6341,945,2015,19,24,race circuit,3,829,19,18,18,18,\N,0.0,1,53,209,0.0,0.0,1,0,0
6342,945,2015,19,24,race circuit,3,829,19,18,18,18,\N,0.0,2,53,209,0.0,0.0,1,0,0
6376,945,2015,19,24,race circuit,3,833,20,19,19,19,\N,0.0,1,52,209,0.0,0.0,1,0,0
104,948,2016,1,1,street circuit,2,3,2,3,1,1,1:48:15.565,6495.5650000000005,1,57,131,25.0,6495.5650000000005,0,1,0
105,948,2016,1,1,street circuit,2,3,2,3,1,1,1:48:15.565,6495.5650000000005,2,57,131,25.0,12991.130000000001,0,1,0
84,948,2016,1,1,street circuit,2,1,1,4,2,2,+8.060,8.06,1,57,131,18.0,12999.19,0,1,0
85,948,2016,1,1,street circuit,2,1,1,4,2,2,+8.060,8.06,2,57,131,18.0,13007.250000000002,0,1,0
58,948,2016,1,1,street circuit,2,20,3,2,3,3,+9.643,9.643,1,57,6,15.0,13016.893000000002,0,1,0
59,948,2016,1,1,street circuit,2,20,3,2,3,3,+9.643,9.643,2,57,6,15.0,13026.536000000002,0,1,0
60,948,2016,1,1,street circuit,2,20,3,2,3,3,+9.643,9.643,3,57,6,15.0,13036.179000000002,0,1,0
172,948,2016,1,1,street circuit,2,817,8,1,4,4,+24.330,24.33,1,57,9,12.0,13060.509000000002,0,1,0
173,948,2016,1,1,street circuit,2,817,8,1,4,4,+24.330,24.33,2,57,9,12.0,13084.839000000002,0,1,0
174,948,2016,1,1,street circuit,2,817,8,1,4,4,+24.330,24.33,3,57,9,12.0,13109.169000000002,0,1,0
43,948,2016,1,1,street circuit,2,13,6,9,5,5,+58.979,58.979,1,57,3,10.0,13168.148000000001,0,1,0
44,948,2016,1,1,street circuit,2,13,6,9,5,5,+58.979,58.979,2,57,3,10.0,13227.127,0,1,0
228,948,2016,1,1,street circuit,2,154,19,17,6,6,+1:12.081,72.081,1,57,210,8.0,13299.208,0,1,0
212,948,2016,1,1,street circuit,2,807,10,16,7,7,+1:14.199,74.199,1,57,10,6.0,13373.407000000001,0,1,0
213,948,2016,1,1,street circuit,2,807,10,16,7,7,+1:14.199,74.199,2,57,10,6.0,13447.606000000002,0,1,0
240,948,2016,1,1,street circuit,2,822,16,14,8,8,+1:15.153,75.153,1,57,3,4.0,13522.759000000002,0,1,0
241,948,2016,1,1,street circuit,2,822,16,14,8,8,+1:15.153,75.153,2,57,3,4.0,13597.912,0,1,0
294,948,2016,1,1,street circuit,2,832,7,7,9,9,+1:15.680,75.68,1,57,5,2.0,13673.592,0,1,0
295,948,2016,1,1,street circuit,2,832,7,7,9,9,+1:15.680,75.68,2,57,5,2.0,13749.272,0,1,0
296,948,2016,1,1,street circuit,2,832,7,7,9,9,+1:15.680,75.68,3,57,5,2.0,13824.952000000001,0,1,0
309,948,2016,1,1,street circuit,2,830,5,6,10,10,+1:16.833,76.833,1,57,5,1.0,13901.785000000002,0,1,0
310,948,2016,1,1,street circuit,2,830,5,6,10,10,+1:16.833,76.833,2,57,5,1.0,13978.618,0,1,0
311,948,2016,1,1,street circuit,2,830,5,6,10,10,+1:16.833,76.833,3,57,5,1.0,14055.451000000001,0,1,0
322,948,2016,1,1,street circuit,2,835,13,18,11,11,+1:23.399,83.399,1,57,4,0.0,14138.85,0,1,0
323,948,2016,1,1,street circuit,2,835,13,18,11,11,+1:23.399,83.399,2,57,4,0.0,14222.249000000002,0,1,0
269,948,2016,1,1,street circuit,2,825,14,10,12,12,+1:25.606,85.606,1,57,4,0.0,14307.855000000001,0,1,0
270,948,2016,1,1,street circuit,2,825,14,10,12,12,+1:25.606,85.606,2,57,4,0.0,14393.461000000001,0,1,0
271,948,2016,1,1,street circuit,2,825,14,10,12,12,+1:25.606,85.606,3,57,4,0.0,14479.067000000001,0,1,0
147,948,2016,1,1,street circuit,2,815,9,15,13,13,+1:31.699,91.699,1,57,10,0.0,14570.766000000001,0,1,0
148,948,2016,1,1,street circuit,2,815,9,15,13,13,+1:31.699,91.699,2,57,10,0.0,14662.465,0,1,0
128,948,2016,1,1,street circuit,2,18,12,8,14,14,\N,0.0,1,56,1,0.0,0.0,0,1,0
129,948,2016,1,1,street circuit,2,18,12,8,14,14,\N,0.0,2,56,1,0.0,0.0,0,1,0
130,948,2016,1,1,street circuit,2,18,12,8,14,14,\N,0.0,3,56,1,0.0,0.0,0,1,0
306,948,2016,1,1,street circuit,2,831,17,13,15,15,\N,0.0,1,56,15,0.0,0.0,0,1,0
307,948,2016,1,1,street circuit,2,831,17,13,15,15,\N,0.0,2,56,15,0.0,0.0,0,1,0
319,948,2016,1,1,street circuit,2,836,21,12,16,16,\N,0.0,1,56,209,0.0,0.0,0,1,0
320,948,2016,1,1,street circuit,2,836,21,12,16,16,\N,0.0,2,56,209,0.0,0.0,0,1,0
321,948,2016,1,1,street circuit,2,836,21,12,16,16,\N,0.0,3,56,209,0.0,0.0,0,1,0
290,948,2016,1,1,street circuit,2,828,15,21,\N,17,\N,0.0,1,38,15,0.0,0.0,0,1,0
291,948,2016,1,1,street circuit,2,828,15,21,\N,17,\N,0.0,2,38,15,0.0,0.0,0,1,0
292,948,2016,1,1,street circuit,2,828,15,21,\N,17,\N,0.0,3,38,15,0.0,0.0,0,1,0
191,948,2016,1,1,street circuit,2,8,4,5,\N,18,\N,0.0,1,21,6,0.0,0.0,0,1,0
192,948,2016,1,1,street circuit,2,8,4,5,\N,18,\N,0.0,2,21,6,0.0,0.0,0,1,0
324,948,2016,1,1,street circuit,2,837,22,20,\N,19,\N,0.0,1,17,209,0.0,0.0,0,1,0
23,948,2016,1,1,street circuit,2,4,11,11,\N,21,\N,0.0,1,16,1,0.0,0.0,0,1,0
7726,949,2016,2,3,race circuit,3,3,2,1,1,1,1:33:34.696,5614.696,1,57,131,25.0,5614.696,1,0,0
7727,949,2016,2,3,race circuit,3,3,2,1,1,1,1:33:34.696,5614.696,2,57,131,25.0,11229.392,1,0,0
7728,949,2016,2,3,race circuit,3,3,2,1,1,1,1:33:34.696,5614.696,3,57,131,25.0,16844.088,1,0,0
7850,949,2016,2,3,race circuit,3,8,4,3,2,2,+10.282,10.282,1,57,6,18.0,16854.37,1,0,0
7851,949,2016,2,3,race circuit,3,8,4,3,2,2,+10.282,10.282,2,57,6,18.0,16864.652,1,0,0
7852,949,2016,2,3,race circuit,3,8,4,3,2,2,+10.282,10.282,3,57,6,18.0,16874.934,1,0,0
7692,949,2016,2,3,race circuit,3,1,1,2,3,3,+30.148,30.148,1,57,131,15.0,16905.082,1,0,0
7693,949,2016,2,3,race circuit,3,1,1,2,3,3,+30.148,30.148,2,57,131,15.0,16935.23,1,0,0
7694,949,2016,2,3,race circuit,3,1,1,2,3,3,+30.148,30.148,3,57,131,15.0,16965.378,1,0,0
7819,949,2016,2,3,race circuit,3,817,5,9,4,4,+1:02.494,62.494,1,57,9,12.0,17027.872,1,0,0
7820,949,2016,2,3,race circuit,3,817,5,9,4,4,+1:02.494,62.494,2,57,9,12.0,17090.365999999998,1,0,0
7821,949,2016,2,3,race circuit,3,817,5,9,4,4,+1:02.494,62.494,3,57,9,12.0,17152.86,1,0,0
7917,949,2016,2,3,race circuit,3,154,9,11,5,5,+1:18.299,78.299,1,57,210,10.0,17231.159,1,0,0
7918,949,2016,2,3,race circuit,3,154,9,11,5,5,+1:18.299,78.299,2,57,210,10.0,17309.458,1,0,0
7919,949,2016,2,3,race circuit,3,154,9,11,5,5,+1:18.299,78.299,3,57,210,10.0,17387.757,1,0,0
8070,949,2016,2,3,race circuit,3,830,10,7,6,6,+1:20.929,80.929,1,57,5,8.0,17468.686,1,0,0
8071,949,2016,2,3,race circuit,3,830,10,7,6,6,+1:20.929,80.929,2,57,5,8.0,17549.614999999998,1,0,0
8072,949,2016,2,3,race circuit,3,830,10,7,6,6,+1:20.929,80.929,3,57,5,8.0,17630.543999999998,1,0,0
8015,949,2016,2,3,race circuit,3,826,15,8,7,7,\N,0.0,1,56,9,6.0,0.0,1,0,0
8016,949,2016,2,3,race circuit,3,826,15,8,7,7,\N,0.0,2,56,9,6.0,0.0,1,0,0
8017,949,2016,2,3,race circuit,3,826,15,8,7,7,\N,0.0,3,56,9,6.0,0.0,1,0,0
7650,949,2016,2,3,race circuit,3,13,7,16,8,8,\N,0.0,1,56,3,4.0,0.0,1,0,0
7651,949,2016,2,3,race circuit,3,13,7,16,8,8,\N,0.0,2,56,3,4.0,0.0,1,0,0
7941,949,2016,2,3,race circuit,3,822,6,15,9,9,\N,0.0,1,56,3,2.0,0.0,1,0,0
7942,949,2016,2,3,race circuit,3,822,6,15,9,9,\N,0.0,2,56,3,2.0,0.0,1,0,0
7943,949,2016,2,3,race circuit,3,822,6,15,9,9,\N,0.0,3,56,3,2.0,0.0,1,0,0
8101,949,2016,2,3,race circuit,3,838,12,12,10,10,\N,0.0,1,56,1,1.0,0.0,1,0,0
8102,949,2016,2,3,race circuit,3,838,12,12,10,10,\N,0.0,2,56,1,1.0,0.0,1,0,0
8103,949,2016,2,3,race circuit,3,838,12,12,10,10,\N,0.0,3,56,1,1.0,0.0,1,0,0
7989,949,2016,2,3,race circuit,3,825,22,14,11,11,\N,0.0,1,56,4,0.0,0.0,1,0,0
7990,949,2016,2,3,race circuit,3,825,22,14,11,11,\N,0.0,2,56,4,0.0,0.0,1,0,0
7991,949,2016,2,3,race circuit,3,825,22,14,11,11,\N,0.0,3,56,4,0.0,0.0,1,0,0
8032,949,2016,2,3,race circuit,3,828,17,17,12,12,\N,0.0,1,56,15,0.0,0.0,1,0,0
8033,949,2016,2,3,race circuit,3,828,17,17,12,12,\N,0.0,2,56,15,0.0,0.0,1,0,0
8092,949,2016,2,3,race circuit,3,836,16,6,13,13,\N,0.0,1,56,209,0.0,0.0,1,0,0
8093,949,2016,2,3,race circuit,3,836,16,6,13,13,\N,0.0,2,56,209,0.0,0.0,1,0,0
8094,949,2016,2,3,race circuit,3,836,16,6,13,13,\N,0.0,3,56,209,0.0,0.0,1,0,0
8065,949,2016,2,3,race circuit,3,831,21,5,14,14,\N,0.0,1,56,15,0.0,0.0,1,0,0
8066,949,2016,2,3,race circuit,3,831,21,5,14,14,\N,0.0,2,56,15,0.0,0.0,1,0,0
8067,949,2016,2,3,race circuit,3,831,21,5,14,14,\N,0.0,3,56,15,0.0,0.0,1,0,0
7887,949,2016,2,3,race circuit,3,807,8,4,15,15,\N,0.0,1,56,10,0.0,0.0,1,0,0
7888,949,2016,2,3,race circuit,3,807,8,4,15,15,\N,0.0,2,56,10,0.0,0.0,1,0,0
7889,949,2016,2,3,race circuit,3,807,8,4,15,15,\N,0.0,3,56,10,0.0,0.0,1,0,0
7890,949,2016,2,3,race circuit,3,807,8,4,15,15,\N,0.0,4,56,10,0.0,0.0,1,0,0
7766,949,2016,2,3,race circuit,3,815,18,10,16,16,\N,0.0,1,56,10,0.0,0.0,1,0,0
7767,949,2016,2,3,race circuit,3,815,18,10,16,16,\N,0.0,2,56,10,0.0,0.0,1,0,0
7768,949,2016,2,3,race circuit,3,815,18,10,16,16,\N,0.0,3,56,10,0.0,0.0,1,0,0
8098,949,2016,2,3,race circuit,3,837,20,13,17,17,\N,0.0,1,56,209,0.0,0.0,1,0,0
8099,949,2016,2,3,race circuit,3,837,20,13,17,17,\N,0.0,2,56,209,0.0,0.0,1,0,0
8100,949,2016,2,3,race circuit,3,837,20,13,17,17,\N,0.0,3,56,209,0.0,0.0,1,0,0
8040,949,2016,2,3,race circuit,3,832,11,18,\N,18,\N,0.0,1,29,5,0.0,0.0,1,0,0
8041,949,2016,2,3,race circuit,3,832,11,18,\N,18,\N,0.0,2,29,5,0.0,0.0,1,0,0
7932,949,2016,2,3,race circuit,3,821,13,19,\N,19,\N,0.0,1,9,210,0.0,0.0,1,0,0
932,950,2016,3,17,race circuit,3,3,1,6,1,1,1:38:53.891,5933.891,1,56,131,25.0,5933.891,1,0,0
933,950,2016,3,17,race circuit,3,3,1,6,1,1,1:38:53.891,5933.891,2,56,131,25.0,11867.782,1,0,0
864,950,2016,3,17,race circuit,3,20,4,9,2,2,+37.776,37.776,1,56,6,18.0,11905.557999999999,1,0,0
865,950,2016,3,17,race circuit,3,20,4,9,2,2,+37.776,37.776,2,56,6,18.0,11943.333999999999,1,0,0
866,950,2016,3,17,race circuit,3,20,4,9,2,2,+37.776,37.776,3,56,6,18.0,11981.109999999999,1,0,0
1171,950,2016,3,17,race circuit,3,826,6,14,3,3,+45.936,45.936,1,56,9,15.0,12027.045999999998,1,0,0
1172,950,2016,3,17,race circuit,3,826,6,14,3,3,+45.936,45.936,2,56,9,15.0,12072.982,1,0,0
1173,950,2016,3,17,race circuit,3,826,6,14,3,3,+45.936,45.936,3,56,9,15.0,12118.918,1,0,0
1029,950,2016,3,17,race circuit,3,817,2,11,4,4,+52.688,52.688,1,56,9,12.0,12171.606,1,0,0
1030,950,2016,3,17,race circuit,3,817,2,11,4,4,+52.688,52.688,2,56,9,12.0,12224.294,1,0,0
1031,950,2016,3,17,race circuit,3,817,2,11,4,4,+52.688,52.688,3,56,9,12.0,12276.982,1,0,0
1051,950,2016,3,17,race circuit,3,8,3,8,5,5,+1:05.872,65.872,1,56,6,10.0,12342.854,1,0,0
1052,950,2016,3,17,race circuit,3,8,3,8,5,5,+1:05.872,65.872,2,56,6,10.0,12408.725999999999,1,0,0
1053,950,2016,3,17,race circuit,3,8,3,8,5,5,+1:05.872,65.872,3,56,6,10.0,12474.598,1,0,0
843,950,2016,3,17,race circuit,3,13,10,16,6,6,+1:15.511,75.511,1,56,3,8.0,12550.108999999999,1,0,0
844,950,2016,3,17,race circuit,3,13,10,16,6,6,+1:15.511,75.511,2,56,3,8.0,12625.619999999999,1,0,0
902,950,2016,3,17,race circuit,3,1,22,10,7,7,+1:18.230,78.23,1,56,131,6.0,12703.849999999999,1,0,0
903,950,2016,3,17,race circuit,3,1,22,10,7,7,+1:18.230,78.23,2,56,131,6.0,12782.08,1,0,0
904,950,2016,3,17,race circuit,3,1,22,10,7,7,+1:18.230,78.23,3,56,131,6.0,12860.31,1,0,0
905,950,2016,3,17,race circuit,3,1,22,10,7,7,+1:18.230,78.23,4,56,131,6.0,12938.539999999999,1,0,0
906,950,2016,3,17,race circuit,3,1,22,10,7,7,+1:18.230,78.23,5,56,131,6.0,13016.769999999999,1,0,0
1216,950,2016,3,17,race circuit,3,830,9,5,8,8,+1:19.268,79.268,1,56,5,4.0,13096.037999999999,1,0,0
1217,950,2016,3,17,race circuit,3,830,9,5,8,8,+1:19.268,79.268,2,56,5,4.0,13175.305999999999,1,0,0
1218,950,2016,3,17,race circuit,3,830,9,5,8,8,+1:19.268,79.268,3,56,5,4.0,13254.573999999999,1,0,0
1197,950,2016,3,17,race circuit,3,832,8,12,9,9,+1:24.127,84.127,1,56,5,2.0,13338.701,1,0,0
1198,950,2016,3,17,race circuit,3,832,8,12,9,9,+1:24.127,84.127,2,56,5,2.0,13422.828,1,0,0
1199,950,2016,3,17,race circuit,3,832,8,12,9,9,+1:24.127,84.127,3,56,5,2.0,13506.955,1,0,0
1129,950,2016,3,17,race circuit,3,822,5,15,10,10,+1:26.192,86.19200000000001,1,56,3,1.0,13593.146999999999,1,0,0
1130,950,2016,3,17,race circuit,3,822,5,15,10,10,+1:26.192,86.19200000000001,2,56,3,1.0,13679.339,1,0,0
1131,950,2016,3,17,race circuit,3,822,5,15,10,10,+1:26.192,86.19200000000001,3,56,3,1.0,13765.530999999999,1,0,0
985,950,2016,3,17,race circuit,3,815,7,17,11,11,+1:34.283,94.283,1,56,10,0.0,13859.813999999998,1,0,0
986,950,2016,3,17,race circuit,3,815,7,17,11,11,+1:34.283,94.283,2,56,10,0.0,13954.097,1,0,0
987,950,2016,3,17,race circuit,3,815,7,17,11,11,+1:34.283,94.283,3,56,10,0.0,14048.38,1,0,0
822,950,2016,3,17,race circuit,3,4,11,19,12,12,+1:37.253,97.253,1,56,1,0.0,14145.633,1,0,0
823,950,2016,3,17,race circuit,3,4,11,19,12,12,+1:37.253,97.253,2,56,1,0.0,14242.885999999999,1,0,0
959,950,2016,3,17,race circuit,3,18,12,3,13,13,+1:41.990,101.99000000000001,1,56,1,0.0,14344.876,1,0,0
960,950,2016,3,17,race circuit,3,18,12,3,13,13,+1:41.990,101.99000000000001,2,56,1,0.0,14446.866,1,0,0
961,950,2016,3,17,race circuit,3,18,12,3,13,13,+1:41.990,101.99000000000001,3,56,1,0.0,14548.856,1,0,0
1119,950,2016,3,17,race circuit,3,821,18,4,14,14,\N,0.0,1,55,210,0.0,0.0,1,0,0
1120,950,2016,3,17,race circuit,3,821,18,4,14,14,\N,0.0,2,55,210,0.0,0.0,1,0,0
1121,950,2016,3,17,race circuit,3,821,18,4,14,14,\N,0.0,3,55,210,0.0,0.0,1,0,0
1081,950,2016,3,17,race circuit,3,807,13,1,15,15,\N,0.0,1,55,10,0.0,0.0,1,0,0
1082,950,2016,3,17,race circuit,3,807,13,1,15,15,\N,0.0,2,55,10,0.0,0.0,1,0,0
1083,950,2016,3,17,race circuit,3,807,13,1,15,15,\N,0.0,3,55,10,0.0,0.0,1,0,0
1084,950,2016,3,17,race circuit,3,807,13,1,15,15,\N,0.0,4,55,10,0.0,0.0,1,0,0
1186,950,2016,3,17,race circuit,3,828,15,22,16,16,\N,0.0,1,55,15,0.0,0.0,1,0,0
1187,950,2016,3,17,race circuit,3,828,15,22,16,16,\N,0.0,2,55,15,0.0,0.0,1,0,0
1156,950,2016,3,17,race circuit,3,825,17,21,17,17,\N,0.0,1,55,4,0.0,0.0,1,0,0
1157,950,2016,3,17,race circuit,3,825,17,21,17,17,\N,0.0,2,55,4,0.0,0.0,1,0,0
1158,950,2016,3,17,race circuit,3,825,17,21,17,17,\N,0.0,3,55,4,0.0,0.0,1,0,0
1231,950,2016,3,17,race circuit,3,836,21,13,18,18,\N,0.0,1,55,209,0.0,0.0,1,0,0
1232,950,2016,3,17,race circuit,3,836,21,13,18,18,\N,0.0,2,55,209,0.0,0.0,1,0,0
1233,950,2016,3,17,race circuit,3,836,21,13,18,18,\N,0.0,3,55,209,0.0,0.0,1,0,0
1103,950,2016,3,17,race circuit,3,154,14,2,19,19,\N,0.0,1,55,210,0.0,0.0,1,0,0
1104,950,2016,3,17,race circuit,3,154,14,2,19,19,\N,0.0,2,55,210,0.0,0.0,1,0,0
1105,950,2016,3,17,race circuit,3,154,14,2,19,19,\N,0.0,3,55,210,0.0,0.0,1,0,0
1106,950,2016,3,17,race circuit,3,154,14,2,19,19,\N,0.0,4,55,210,0.0,0.0,1,0,0
1211,950,2016,3,17,race circuit,3,831,16,7,20,20,\N,0.0,1,55,15,0.0,0.0,1,0,0
1212,950,2016,3,17,race circuit,3,831,16,7,20,20,\N,0.0,2,55,15,0.0,0.0,1,0,0
1213,950,2016,3,17,race circuit,3,831,16,7,20,20,\N,0.0,3,55,15,0.0,0.0,1,0,0
1241,950,2016,3,17,race circuit,3,837,20,18,21,21,\N,0.0,1,55,209,0.0,0.0,1,0,0
1242,950,2016,3,17,race circuit,3,837,20,18,21,21,\N,0.0,2,55,209,0.0,0.0,1,0,0
1243,950,2016,3,17,race circuit,3,837,20,18,21,21,\N,0.0,3,55,209,0.0,0.0,1,0,0
1234,950,2016,3,17,race circuit,3,835,19,20,22,22,\N,0.0,1,55,4,0.0,0.0,1,0,0
1235,950,2016,3,17,race circuit,3,835,19,20,22,22,\N,0.0,2,55,4,0.0,0.0,1,0,0
1236,950,2016,3,17,race circuit,3,835,19,20,22,22,\N,0.0,3,55,4,0.0,0.0,1,0,0
