Feature,Coefficient
wellness_score,-0.3543024171721166
Financial Literacy Score,-0.994992993701199
Aptitude for change Score,-0.39596725109201314
age_at_disbursement,0.7172084886841091
debt_to_income_ratio,0.2568574568393525
