customer_id,wellness_score,Financial Literacy Score,Aptitude for change Score,age_at_disbursement,debt_to_income_ratio,Actual_activities_count,Predicted_activities_count,Residual,True_Engagement_Level,Predicted_Engagement_Level,True_Repayment_Risk,Predicted_Repayment_Risk,Predicted_Repayment_Probability,Engagement_Score,Repayment_Risk_Score,CIS,CIS_Segment
14115,60.0,4.0,2.83,49.0,0.345317,8,8.999436350818504,-0.9994363508185042,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.22723674932036417,2,1,1.4500000000000002,Segment B
1366,48.93653333333334,0.0,2.33,62.0,0.38107871287128714,10,12.816850638676872,-2.816850638676872,Medium Engagement,High Engagement,Low Risk,Low Risk,0.11116060350192795,3,1,1.9000000000000001,Segment B
1366,34.0,0.0,2.33,62.0,0.38107871287128714,10,13.256547766842019,-3.2565477668420186,Medium Engagement,High Engagement,Low Risk,Low Risk,0.11116060350192795,3,1,1.9000000000000001,Segment B
1366,40.0,0.0,2.33,62.0,0.38107871287128714,15,13.079921590599145,1.9200784094008547,High Engagement,High Engagement,Low Risk,Low Risk,0.11116060350192795,3,1,1.9000000000000001,Segment B
1366,37.0,0.0,2.33,62.0,0.38107871287128714,12,13.168234678720582,-1.168234678720582,High Engagement,High Engagement,Low Risk,Low Risk,0.11116060350192795,3,1,1.9000000000000001,Segment B
11807,50.0,3.0,3.5,38.0,0.47790845323741005,8,9.075376171580235,-1.0753761715802348,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.2095483431089335,2,1,1.4500000000000002,Segment B
11807,53.0,3.0,3.5,38.0,0.47790845323741005,8,8.987063083458798,-0.9870630834587981,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.2095483431089335,2,1,1.4500000000000002,Segment B
1236,48.93653333333334,0.0,4.33,42.0,0.5840304081632653,22,10.99381861627418,11.00618138372582,High Engagement,High Engagement,High Risk,Low Risk,0.45507686521734025,3,1,1.9000000000000001,Segment B
1236,48.93653333333334,0.0,4.33,42.0,0.5840304081632653,9,10.99381861627418,-1.9938186162741793,Medium Engagement,High Engagement,High Risk,Low Risk,0.45507686521734025,3,1,1.9000000000000001,Segment B
14607,50.0,2.596933728981207,3.554876360039565,41.165936739659365,0.2860016470443174,3,9.194305328691035,-6.194305328691035,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.00339415552992068,2,1,1.4500000000000002,Segment B
14607,48.0,2.596933728981207,3.554876360039565,41.165936739659365,0.2860016470443174,1,9.253180720771994,-8.253180720771994,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.00339415552992068,2,1,1.4500000000000002,Segment B
14607,36.0,2.596933728981207,3.554876360039565,41.165936739659365,0.2860016470443174,3,9.60643307325774,-6.60643307325774,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.00339415552992068,2,1,1.4500000000000002,Segment B
15138,50.0,5.0,4.5,54.0,0.33702847341337905,1,8.401255695938197,-7.401255695938197,Low Engagement,Medium Engagement,Low Risk,Low Risk,0.10830515828334916,2,1,1.4500000000000002,Segment B
12593,36.0,3.0,5.0,35.0,0.2200828205128205,11,8.279352786442805,2.7206472135571946,High Engagement,Medium Engagement,Low Risk,Low Risk,0.18651127451876498,2,1,1.4500000000000002,Segment B
12593,36.0,3.0,5.0,35.0,0.2200828205128205,8,8.279352786442805,-0.27935278644280537,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.18651127451876498,2,1,1.4500000000000002,Segment B
12593,36.0,3.0,5.0,35.0,0.2200828205128205,9,8.279352786442805,0.7206472135571946,Medium Engagement,Medium Engagement,Low Risk,Low Risk,0.18651127451876498,2,1,1.4500000000000002,Segment B
