Feature,Importance
fico_score,0.5223549
Province_BC,0.2808857
Province_ON,0.11063455
Residential Status_LIVE WITH FAMILY,0.060132597
Gender_FEMALE,0.025992211
Gender_MALE,0.0
Province_AB,0.0
Province_MB,0.0
Province_NB,0.0
Province_NFLD,0.0
Province_NS,0.0
Province_PEI,0.0
Province_SK,0.0
Residential Status_HOME OWNER,0.0
Residential Status_RENTER,0.0
Residential Status_RENTING,0.0
